X	Y	E 
4.0	88.0	1.1338736622075123 
4.0	90.0	1.5231134658423693 
4.0	92.0	0.0 
4.0	94.0	0.9604249635859307 
4.0	96.0	0.4421340535445862 
4.0	98.0	0.36877489455568624 
4.0	100.0	0.20041074542912518 
4.0	102.0	0.3311910117989114 
4.0	104.0	0.3051279059811006 
4.0	106.0	0.2501292074399804 
4.0	108.0	0.27270485397206434 
4.0	110.0	0.3598725161376371 
4.0	112.0	0.4673337048987172 
4.0	114.0	0.3680467719125885 
4.0	116.0	0.9733139947408318 
4.0	118.0	2.2155658460648406 
4.0	120.0	3.908369988669386 
4.0	122.0	3.2102313364776838 
4.0	124.0	2.6761125750605173 
4.0	126.0	1.8559389997049336 
4.0	128.0	1.8777363827783502 
4.0	130.0	2.416786321555717 
4.0	132.0	2.0365820657151277 
4.0	134.0	0.0 
4.0	136.0	0.2315975987120028 
4.0	138.0	0.25867744887002564 
4.0	140.0	0.38601260163083667 
4.0	142.0	0.4749113490844459 
4.0	144.0	0.8217694044357875 
4.0	146.0	1.4815356619276348 
4.0	148.0	4.462345796102928 
4.0	150.0	1.462287732303193 
4.0	152.0	1.6261788540690807 
4.0	154.0	2.185545674359788 
4.0	156.0	3.296426800133258 
4.0	158.0	2.9957578704689545 
4.0	160.0	4.375 
4.0	162.0	2.711992281306826 
4.0	164.0	1.9094209977357948 
4.0	166.0	1.6182066839697546 
4.0	168.0	1.542733091919253 
4.0	170.0	4.4875372093303785 
4.0	172.0	0.7976538335379184 
4.0	174.0	0.25882101921134076 
4.0	176.0	0.5599193721057024 
4.0	178.0	0.5068645771254277 
4.0	180.0	0.6465054240484422 
4.0	182.0	0.3315035263555736 
4.0	184.0	0.3601247966288655 
4.0	186.0	0.27533993492908243 
4.0	188.0	0.14882180030904602 
4.0	190.0	0.3307376523783518 
4.0	192.0	0.0 
6.0	0.0	0.0 
6.0	2.0	0.0 
6.0	4.0	2.6431273314440027 
6.0	6.0	2.607737666191944 
6.0	8.0	3.151328455872979 
6.0	10.0	2.095209340185207 
6.0	12.0	1.0335016323875228 
6.0	14.0	0.4738766387467242 
6.0	16.0	0.3925092488502676 
6.0	18.0	0.46737713877206644 
6.0	20.0	0.6293005303286604 
6.0	22.0	0.49154803846421224 
6.0	24.0	1.0709784436195704 
6.0	26.0	2.1899442151305584 
6.0	28.0	2.8429149494118793 
6.0	30.0	3.048282984745119 
6.0	32.0	3.2837974683680935 
6.0	34.0	2.6330467562602182 
6.0	36.0	2.628247433849302 
6.0	38.0	1.6980931899213798 
6.0	40.0	1.0247285749113217 
6.0	42.0	0.5217340150563656 
6.0	44.0	0.5522647534640107 
6.0	46.0	0.5165996352837204 
6.0	48.0	0.3472990860306509 
6.0	50.0	0.3502690358817315 
6.0	52.0	0.5612652642711249 
6.0	54.0	0.385804646723293 
6.0	56.0	2.147989686063051 
6.0	58.0	2.844349652991151 
6.0	60.0	1.095006946523568 
6.0	62.0	0.38687119344456694 
6.0	64.0	1.6117946674914791 
6.0	66.0	1.3401061224729447 
6.0	68.0	2.5321868097589904 
6.0	70.0	3.5032262401782517 
6.0	72.0	3.9695657627606167 
6.0	74.0	3.151430111663551 
6.0	76.0	4.396433150748983 
6.0	78.0	4.474148583647414 
6.0	80.0	2.5000973150647408 
6.0	82.0	3.204810802518523 
6.0	84.0	1.6234662240740756 
6.0	86.0	0.40066671072917875 
6.0	88.0	0.37410846910727447 
6.0	90.0	0.344127846738821 
6.0	92.0	1.5301264148065417 
6.0	94.0	2.147888720685863 
6.0	96.0	1.2395626241020776 
6.0	98.0	0.5985055179056803 
6.0	100.0	0.34256665675273257 
6.0	102.0	0.2122366517003005 
6.0	104.0	0.35975215669142113 
6.0	106.0	0.2949555435588598 
6.0	108.0	0.18026240171592006 
6.0	110.0	0.41625010219465003 
6.0	112.0	0.28101695788692194 
6.0	114.0	1.09739491942137 
6.0	116.0	2.2687072813053724 
6.0	118.0	4.518688663809176 
6.0	120.0	2.758598171964077 
6.0	122.0	2.0296549166261117 
6.0	124.0	0.9090656262881417 
6.0	126.0	0.8791633134321508 
6.0	128.0	0.5865301991173975 
6.0	130.0	1.2847219512860706 
6.0	132.0	1.1789059867298903 
6.0	134.0	0.0 
6.0	136.0	0.0 
6.0	138.0	2.164273512986546 
6.0	140.0	2.092759150611207 
6.0	142.0	1.4595970128667426 
6.0	144.0	0.8768478475883309 
6.0	146.0	0.8843108164887751 
6.0	148.0	0.8080510542824885 
6.0	150.0	0.9206174697311543 
6.0	152.0	0.3210993595541798 
6.0	154.0	0.4157122714459933 
6.0	156.0	2.3750600557725043 
6.0	158.0	4.470905732244964 
6.0	160.0	3.412446435778472 
6.0	162.0	2.1559061296716937 
6.0	164.0	0.7900732157272076 
6.0	166.0	0.5214228689200473 
6.0	168.0	0.8341070400910777 
6.0	170.0	0.9615101415644702 
6.0	172.0	0.7626921977992352 
6.0	174.0	0.30077008257357624 
6.0	176.0	0.47064199012557495 
6.0	178.0	0.4146581184511984 
6.0	180.0	0.4588209360833887 
6.0	182.0	0.34739491578605797 
6.0	184.0	0.34764478010107236 
6.0	186.0	0.5073734370280447 
6.0	188.0	0.7089377220993041 
6.0	190.0	0.7057117404489015 
6.0	192.0	0.0 
8.0	0.0	0.0 
8.0	2.0	0.8606028781759092 
8.0	4.0	0.8418780286882186 
8.0	6.0	0.0 
8.0	8.0	2.8158315818140385 
8.0	10.0	2.7472043935679946 
8.0	12.0	1.0885228630870527 
8.0	14.0	0.4624960525678659 
8.0	16.0	0.44860470256056256 
8.0	18.0	0.4956531978375233 
8.0	20.0	0.6278315321641841 
8.0	22.0	0.5055234759371666 
8.0	24.0	0.4130724272511209 
8.0	26.0	1.0577201855107845 
8.0	28.0	2.28018984832502 
8.0	30.0	3.360404873043219 
8.0	32.0	3.3498745625290107 
8.0	34.0	3.8970138409132407 
8.0	36.0	3.9225856588808616 
8.0	38.0	4.461020771231555 
8.0	40.0	2.813530785027849 
8.0	42.0	2.187655847623013 
8.0	44.0	1.9722939880429577 
8.0	46.0	1.5808668865241755 
8.0	48.0	0.919192939335511 
8.0	50.0	1.1078041308308488 
8.0	52.0	1.099031420462441 
8.0	54.0	1.5473688319912424 
8.0	56.0	3.257659684046949 
8.0	58.0	3.4310254435599035 
8.0	60.0	2.799674782352481 
8.0	62.0	2.1475225130487554 
8.0	64.0	2.6588882516013563 
8.0	66.0	3.8561096306733122 
8.0	68.0	3.125 
8.0	70.0	3.149687737023438 
8.0	72.0	3.155537083830173 
8.0	74.0	3.6120945790613312 
8.0	76.0	3.9278973763626666 
8.0	78.0	2.7004588109180556 
8.0	80.0	2.730568962783864 
8.0	82.0	2.1702550036997135 
8.0	84.0	0.94130707760847 
8.0	86.0	0.2824412202183406 
8.0	88.0	0.6148828868731319 
8.0	90.0	0.31104325185444587 
8.0	92.0	1.0217154606737668 
8.0	94.0	2.1484064832222094 
8.0	96.0	2.010839307949192 
8.0	98.0	0.4907795697076748 
8.0	100.0	0.36884415632575296 
8.0	102.0	0.346469804746284 
8.0	104.0	0.1613820146093005 
8.0	106.0	0.27367657805382994 
8.0	108.0	0.8240268757012559 
8.0	110.0	0.874637290672471 
8.0	112.0	1.4230581117477927 
8.0	114.0	0.0 
8.0	116.0	3.8936886638091757 
8.0	118.0	2.475307733005627 
8.0	120.0	1.4461885617617127 
8.0	122.0	0.7575000655667801 
8.0	124.0	0.706924549077341 
8.0	126.0	0.9009227502298756 
8.0	128.0	0.6445759697815684 
8.0	130.0	0.6520364245342618 
8.0	132.0	0.4056342212739176 
8.0	134.0	0.46170098481698413 
8.0	136.0	2.2796987520254617 
8.0	138.0	3.2621080201419197 
8.0	140.0	2.8054953103027063 
8.0	142.0	2.9197726622129396 
8.0	144.0	2.6088149660645574 
8.0	146.0	2.0784421281448147 
8.0	148.0	1.4658960404089056 
8.0	150.0	0.9968729639991415 
8.0	152.0	0.46931621016783365 
8.0	154.0	1.0534147861030683 
8.0	156.0	2.8408151669711454 
8.0	158.0	3.983233367788658 
8.0	160.0	2.845280855564332 
8.0	162.0	-0.625 
8.0	164.0	1.91154659292107 
8.0	166.0	1.8884935448147746 
8.0	168.0	1.5975004430690865 
8.0	170.0	1.4088417766834973 
8.0	172.0	0.7492058119056639 
8.0	174.0	0.2705680853925917 
8.0	176.0	0.33121678077052474 
8.0	178.0	0.34618069871442503 
8.0	180.0	0.45254017897869825 
8.0	182.0	0.5681474688258903 
8.0	184.0	0.5840557586961731 
8.0	186.0	1.2777799620660737 
8.0	188.0	2.1765228320860284 
8.0	190.0	2.3940028175806267 
8.0	192.0	0.0 
10.0	0.0	0.0 
10.0	2.0	0.37278795446608815 
10.0	4.0	0.37840998829091477 
10.0	6.0	2.187139976183749 
10.0	8.0	2.3416453304179545 
10.0	10.0	3.0591749409726012 
10.0	12.0	1.567379503592786 
10.0	14.0	0.4508277502802132 
10.0	16.0	0.36282040193797105 
10.0	18.0	0.5846390267051703 
10.0	20.0	0.42009075414451225 
10.0	22.0	0.47210206940490995 
10.0	24.0	0.2578435592270501 
10.0	26.0	0.32989537830127647 
10.0	28.0	1.2649985597700435 
10.0	30.0	2.8187120876528846 
10.0	32.0	4.44934398509838 
10.0	34.0	3.387577014639024 
10.0	36.0	2.1921683174011033 
10.0	38.0	2.1199894641788473 
10.0	40.0	2.628648294322036 
10.0	42.0	4.440323774718433 
10.0	44.0	3.815323774718074 
10.0	46.0	0.0 
10.0	48.0	4.375 
10.0	50.0	2.7501116290041066 
10.0	52.0	2.7572543052036336 
10.0	54.0	2.9893441807595043 
10.0	56.0	1.8896968510530279 
10.0	58.0	1.7488993560312245 
10.0	60.0	1.7571478977821164 
10.0	62.0	3.0068131933567006 
10.0	64.0	3.902317526031078 
10.0	66.0	3.3254855775552192 
10.0	68.0	4.375 
10.0	70.0	3.0530681608867427 
10.0	72.0	3.413764701239422 
10.0	74.0	4.453748792715167 
10.0	76.0	2.642948928491911 
10.0	78.0	2.6874724071057696 
10.0	80.0	2.074650285564647 
10.0	82.0	0.8918138327152119 
10.0	84.0	0.2936300471250565 
10.0	86.0	0.40341168543285577 
10.0	88.0	0.2700451926526583 
10.0	90.0	0.2774638171850165 
10.0	92.0	0.39030284327070125 
10.0	94.0	1.1184105201014933 
10.0	96.0	0.0 
10.0	98.0	0.0 
10.0	100.0	1.4808003702727062 
10.0	102.0	1.4305882180086729 
10.0	104.0	1.1071707732017753 
10.0	106.0	0.4053805577569558 
10.0	108.0	1.6620931820449487 
10.0	110.0	2.670818756920996 
10.0	112.0	0.0 
10.0	114.0	1.6637614797913056 
10.0	116.0	1.2893042938728074 
10.0	118.0	1.7266914268665252 
10.0	120.0	0.6806497494892978 
10.0	122.0	0.6302256730192646 
10.0	124.0	0.7671925234642974 
10.0	126.0	0.8708076545620482 
10.0	128.0	0.95708182423461 
10.0	130.0	0.44854982390636156 
10.0	132.0	1.0219623037205625 
10.0	134.0	1.8541944873521716 
10.0	136.0	3.426354521475013 
10.0	138.0	3.7363416186298086 
10.0	140.0	2.7531690985999497 
10.0	142.0	2.8540174434748264 
10.0	144.0	2.926781536384136 
10.0	146.0	2.716603274877871 
10.0	148.0	3.5149289696527206 
10.0	150.0	1.6143476252766784 
10.0	152.0	0.3556285951784363 
10.0	154.0	1.7626624168733156 
10.0	156.0	2.6081678041177483 
10.0	158.0	2.0183195487421477 
10.0	160.0	2.2646025724917203 
10.0	162.0	2.7817873371434927 
10.0	164.0	2.8365091512586367 
10.0	166.0	2.5868535029969233 
10.0	168.0	3.2792086879613502 
10.0	170.0	3.949900573415985 
10.0	172.0	1.302318166017879 
10.0	174.0	0.14762594730275602 
10.0	176.0	0.28166463846751905 
10.0	178.0	0.24757520275891165 
10.0	180.0	0.5858938179934705 
10.0	182.0	0.5374686259162273 
10.0	184.0	1.3021857713174119 
10.0	186.0	2.5399145159717516 
10.0	188.0	3.278167854626686 
10.0	190.0	3.8855672544762694 
10.0	192.0	0.0 
12.0	0.0	0.0 
12.0	2.0	1.0199461782945072 
12.0	4.0	1.0889223613256467 
12.0	6.0	1.693504756165336 
12.0	8.0	3.094977857127685 
12.0	10.0	3.1027232319586187 
12.0	12.0	2.3999490027679466 
12.0	14.0	0.5648981406044272 
12.0	16.0	0.709724894433796 
12.0	18.0	0.3572831969241452 
12.0	20.0	0.32298706368905206 
12.0	22.0	0.37638263053870413 
12.0	24.0	0.2320209462153448 
12.0	26.0	0.26252162783264926 
12.0	28.0	0.4814832619067353 
12.0	30.0	1.8712576930966953 
12.0	32.0	4.449343985099254 
12.0	34.0	2.8659582137230566 
12.0	36.0	1.1516820187361076 
12.0	38.0	1.0644562905813866 
12.0	40.0	1.3721927270660204 
12.0	42.0	2.0144648574727357 
12.0	44.0	2.668952569436923 
12.0	46.0	2.744980504837033 
12.0	48.0	2.131701985470637 
12.0	50.0	4.375 
12.0	52.0	2.0671092253760874 
12.0	54.0	1.1349242669178583 
12.0	56.0	0.5486432602253539 
12.0	58.0	0.40847005203665343 
12.0	60.0	0.813749917772193 
12.0	62.0	1.0731533397219783 
12.0	64.0	2.054982617396353 
12.0	66.0	3.137782448498124 
12.0	68.0	3.815250088321872 
12.0	70.0	4.0919618084082545 
12.0	72.0	3.0044710066284197 
12.0	74.0	1.9625240188449393 
12.0	76.0	2.6626951961501675 
12.0	78.0	2.244388815943072 
12.0	80.0	1.180643363725819 
12.0	82.0	0.4689477223126154 
12.0	84.0	0.38374646663646783 
12.0	86.0	0.33174725178411735 
12.0	88.0	0.26035847526568334 
12.0	90.0	0.2564814638311983 
12.0	92.0	0.5108308094496483 
12.0	94.0	0.5314420846000729 
12.0	96.0	0.9071883218358272 
12.0	98.0	0.0 
12.0	100.0	1.8211167046799808 
12.0	102.0	2.859254550314666 
12.0	104.0	2.1423913409047977 
12.0	106.0	2.046226173182309 
12.0	108.0	0.0 
12.0	110.0	1.232116719949073 
12.0	112.0	0.8356572772993638 
12.0	114.0	0.7708572153847377 
12.0	116.0	1.126153088122694 
12.0	118.0	1.0070344223124137 
12.0	120.0	1.4458658007619403 
12.0	122.0	0.7629196269999674 
12.0	124.0	0.4861234850610258 
12.0	126.0	0.7252452840373259 
12.0	128.0	0.5684385222880669 
12.0	130.0	1.0986031855416463 
12.0	132.0	2.277342586341394 
12.0	134.0	5.0 
12.0	136.0	2.3636669834966044 
12.0	138.0	1.7930305005498601 
12.0	140.0	1.9573193124467545 
12.0	142.0	3.0174844504857883 
12.0	144.0	4.288544695051803 
12.0	146.0	1.6216807829856532 
12.0	148.0	1.5652796621616545 
12.0	150.0	3.27458800143086 
12.0	152.0	1.7043365701730233 
12.0	154.0	0.0 
12.0	156.0	1.4434031764854889 
12.0	158.0	0.46185615059333623 
12.0	160.0	1.7984451221635454 
12.0	162.0	3.4425654925773355 
12.0	164.0	2.8964089971092655 
12.0	166.0	0.0 
12.0	168.0	2.848346585849872 
12.0	170.0	3.931992172348271 
12.0	172.0	1.4006953226796028 
12.0	174.0	0.2656669049270668 
12.0	176.0	0.19254248185110986 
12.0	178.0	0.37505866455354375 
12.0	180.0	0.5931955713461055 
12.0	182.0	0.6551472329751113 
12.0	184.0	2.098845372098835 
12.0	186.0	2.7211275267187482 
12.0	188.0	2.825480604232671 
12.0	190.0	4.132962403382658 
12.0	192.0	0.0 
14.0	0.0	0.0 
14.0	2.0	5.0 
14.0	4.0	1.007521703034049 
14.0	6.0	1.5808431465365327 
14.0	8.0	2.7602014873892893 
14.0	10.0	3.5285193038209366 
14.0	12.0	3.612841481497898 
14.0	14.0	1.7874651572751745 
14.0	16.0	0.8978557283527924 
14.0	18.0	0.5340663375691379 
14.0	20.0	0.3875127173630954 
14.0	22.0	0.3825619032991275 
14.0	24.0	0.47362505029404 
14.0	26.0	0.28380731146980315 
14.0	28.0	0.9837245242360046 
14.0	30.0	2.395341770427375 
14.0	32.0	4.117460219110014 
14.0	34.0	3.3681041547201764 
14.0	36.0	2.8655839521292927 
14.0	38.0	2.713425165472006 
14.0	40.0	4.375 
14.0	42.0	1.975807873283699 
14.0	44.0	2.59777108517029 
14.0	46.0	2.3934574231501977 
14.0	48.0	1.6083358796716576 
14.0	50.0	0.0 
14.0	52.0	1.5086171196958074 
14.0	54.0	0.5173321884458412 
14.0	56.0	0.39407147885268046 
14.0	58.0	0.31099654291984763 
14.0	60.0	0.21389728217455387 
14.0	62.0	0.5842001710167437 
14.0	64.0	0.49779972871867767 
14.0	66.0	1.1752171638943651 
14.0	68.0	1.7153207215685629 
14.0	70.0	2.813847158900568 
14.0	72.0	0.0 
14.0	74.0	1.6299256653749123 
14.0	76.0	3.3669206588555816 
14.0	78.0	1.93661917575654 
14.0	80.0	0.6285260362165948 
14.0	82.0	0.37842813248596074 
14.0	84.0	0.4071349070972513 
14.0	86.0	0.3112279456239805 
14.0	88.0	0.32825842061600524 
14.0	90.0	0.35674387186262607 
14.0	92.0	0.3628780951490154 
14.0	94.0	0.5520913758298558 
14.0	96.0	1.5470153332610426 
14.0	98.0	2.1733301948332375 
14.0	100.0	0.40571144069526927 
14.0	102.0	1.0023339535684714 
14.0	104.0	1.5033533871813807 
14.0	106.0	0.0 
14.0	108.0	1.6279025492906356 
14.0	110.0	0.7322238097987657 
14.0	112.0	0.9648130691530369 
14.0	114.0	1.3627745655953423 
14.0	116.0	1.224746518393835 
14.0	118.0	0.7134760863282165 
14.0	120.0	0.6567587800287976 
14.0	122.0	0.5547082354843014 
14.0	124.0	0.6334635505860391 
14.0	126.0	0.9887295530453383 
14.0	128.0	1.588722090451579 
14.0	130.0	2.8048711640899753 
14.0	132.0	3.0290868536627573 
14.0	134.0	1.8375041550862556 
14.0	136.0	1.1249118654338819 
14.0	138.0	0.4851192069423403 
14.0	140.0	0.5346489192515833 
14.0	142.0	1.5376874915308716 
14.0	144.0	2.303647077813391 
14.0	146.0	0.0 
14.0	148.0	2.766082136236854 
14.0	150.0	2.865466395537794 
14.0	152.0	3.3783858627471983 
14.0	154.0	3.931023777201051 
14.0	156.0	1.1749044858590194 
14.0	158.0	0.8481663291619743 
14.0	160.0	1.3673610342165854 
14.0	162.0	3.9103256710527456 
14.0	164.0	3.1887334021808504 
14.0	166.0	3.94149073600318 
14.0	168.0	1.73246867602931 
14.0	170.0	1.449550561542864 
14.0	172.0	1.781261016391544 
14.0	174.0	0.8329919318705912 
14.0	176.0	0.9371766543592293 
14.0	178.0	0.5441655914713761 
14.0	180.0	0.8450748025317224 
14.0	182.0	1.2704275077061897 
14.0	184.0	0.0 
14.0	186.0	2.1239544910591794 
14.0	188.0	2.9024992872857696 
14.0	190.0	2.9262297516151654 
14.0	192.0	0.0 
16.0	0.0	0.0 
16.0	2.0	0.8631878106749595 
16.0	4.0	1.078563063890278 
16.0	6.0	0.9480808273094712 
16.0	8.0	4.4740765599466155 
16.0	10.0	3.874318615576705 
16.0	12.0	3.978565106044607 
16.0	14.0	4.021236365131995 
16.0	16.0	2.127995485428016 
16.0	18.0	1.544267269474648 
16.0	20.0	1.1739222816864472 
16.0	22.0	1.0589340660627946 
16.0	24.0	0.6755771431716522 
16.0	26.0	1.040694630852991 
16.0	28.0	2.3030902077962163 
16.0	30.0	3.2935524508361036 
16.0	32.0	1.5860273019398041 
16.0	34.0	1.4912562330080255 
16.0	36.0	1.4977316600995998 
16.0	38.0	2.1472327428498876 
16.0	40.0	2.2009452095946878 
16.0	42.0	0.0 
16.0	44.0	4.375 
16.0	46.0	3.311092963082869 
16.0	48.0	0.0 
16.0	50.0	2.9624712762555188 
16.0	52.0	1.5753052282251963 
16.0	54.0	0.5707248446338887 
16.0	56.0	0.5073842503869173 
16.0	58.0	0.2470138236124658 
16.0	60.0	0.2745144413166969 
16.0	62.0	0.3107869431747666 
16.0	64.0	0.48354219131629816 
16.0	66.0	0.450046470597075 
16.0	68.0	0.4007064030329834 
16.0	70.0	1.140586828464399 
16.0	72.0	4.375 
16.0	74.0	3.4998053843553616 
16.0	76.0	3.766591683877604 
16.0	78.0	1.6140536153775398 
16.0	80.0	1.1814014122691483 
16.0	82.0	0.4259542657142325 
16.0	84.0	0.38523031052199286 
16.0	86.0	0.5313236679185569 
16.0	88.0	0.298329194679554 
16.0	90.0	0.38887720237584994 
16.0	92.0	0.3555292700172621 
16.0	94.0	0.0 
16.0	96.0	2.236458106608662 
16.0	98.0	2.248978109186098 
16.0	100.0	0.4295817243240738 
16.0	102.0	0.3162907997628045 
