Phi1	Phi	Phi2	X	Y
0.65539	1.77575	1.49695	16	48
6.22367	0.45275	1.21618	18	48
4.98647	0.83331	1.33882	20	48
3.25974	1.40092	5.47134	22	48
4.99365	0.83499	1.32356	24	48
3.25597	1.391	5.46104	26	48
4.9942	0.83486	1.32807	28	48
3.25699	1.39509	5.45692	30	48
1.86045	2.30073	3.39533	32	48
0.49718	0.82198	1.28123	34	48
0.50451	0.81824	1.28776	36	48
0.49924	0.82129	1.28301	38	48
0.09472	2.35213	4.42183	40	48
0.4859	0.82879	1.29911	42	48
0.4859	0.82879	1.29911	44	48
0.4859	0.82879	1.29911	46	48
1.95499	2.49705	3.56707	48	48
1.95409	2.49787	3.57208	50	48
5.08218	0.64059	1.15546	52	48
1.94945	2.49674	3.55605	54	48
5.09178	0.64494	1.15546	56	48
1.94856	2.49622	3.55581	58	48
3.12291	1.72423	5.59622	60	48
6.24574	1.41078	2.27166	62	48
6.24816	1.41773	2.27171	64	48
6.24842	1.41623	2.26912	66	48
6.24811	1.41831	2.26843	68	48
6.24741	1.41889	2.26938	70	48
6.2463	1.41678	2.26792	72	48
6.24958	1.42122	2.26763	74	48
6.24883	1.4197	2.2649	76	48
3.21212	1.50002	2.40646	78	48
3.20946	1.50207	5.5449	80	48
3.21005	1.50396	5.54744	82	48
3.20912	1.50224	5.54358	84	48
3.20536	1.50285	5.544	86	48
4.86517	0.74037	1.45322	88	48
4.87226	0.74269	1.44362	90	48
4.88695	0.74713	1.42781	92	48
4.89468	0.75089	1.42527	94	48
0.37391	0.9608	1.36693	96	48
0.03069	2.51955	4.44102	98	48
3.20678	1.7707	5.7982	100	48
3.20688	1.77967	5.79652	102	48
3.20725	1.776	5.7981	104	48
3.20892	1.78181	5.79389	106	48
3.22474	1.77655	5.80009	108	48
3.2231	1.7768	5.79961	110	48
3.22167	1.78217	5.79913	112	48
3.2253	1.78336	5.79648	114	48
3.22253	1.77773	5.80093	116	48
3.21965	1.78576	5.79917	118	48
3.22522	1.78235	5.79754	120	48
3.22431	1.78386	5.79633	122	48
3.22306	1.76636	5.78679	124	48
3.97901	1.15701	4.77263	126	48
5.57101	1.50485	1.16187	128	48
5.56824	1.5088	1.15874	130	48
3.97355	1.14934	4.77485	132	48
3.97665	1.15879	4.78227	134	48
0.84074	1.98546	1.50487	136	48
0.84394	1.98295	1.50774	138	48
0.84524	1.99253	1.51255	140	48
3.9792	1.1538	4.77792	142	48
3.96816	1.15521	4.77995	144	48
3.96675	1.16085	4.78374	146	48
3.9638	1.1522	4.78336	148	48
3.96934	1.15752	4.78127	150	48
3.96919	1.15321	4.78153	152	48
3.96842	1.15437	4.78511	154	48
3.96623	1.157	4.78236	156	48
5.0438	0.66364	1.34594	158	48
5.04196	0.66231	1.33668	160	48
5.04511	0.66136	1.33595	162	48
5.04811	0.66265	1.33457	164	48
5.03986	0.66095	1.34221	166	48
5.04736	0.6629	1.33773	168	48
5.045	0.66242	1.33439	170	48
5.0369	0.66548	1.34013	172	48
4.13122	0.98936	2.59767	174	48
4.12973	0.99975	2.59957	176	48
4.13775	0.99971	2.58823	178	48
4.12661	1.00165	2.59676	180	48
4.12888	1.00321	2.59628	182	48
4.12966	0.9993	2.5928	184	48
4.13205	0.99793	2.5883	186	48
4.13267	0.99835	2.58215	188	48
6.25335	2.25545	4.67669	190	48
6.24146	2.24232	4.67453	192	48
3.1267	1.82849	5.95024	0	50
3.13049	1.83057	5.95574	2	50
3.13098	1.8295	5.95357	4	50
3.13174	1.82779	5.95606	6	50
3.12849	1.83174	5.95592	8	50
3.12945	1.82311	5.95053	10	50
6.19962	0.47053	1.24001	12	50
6.19469	0.47594	1.23805	14	50
6.19713	0.47612	1.23676	16	50
6.19359	0.46578	1.24806	18	50
4.97608	0.83443	1.3439	20	50
4.99203	0.84128	1.31738	22	50
3.25224	1.38485	5.45972	24	50
4.98802	0.83596	1.32873	26	50
3.25714	1.38843	5.45933	28	50
3.25132	1.39567	5.46108	30	50
4.9842	0.83848	1.33551	32	50
0.50785	0.82126	1.27305	34	50
0.49031	0.82336	1.27932	36	50
0.49535	0.82063	1.28116	38	50
0.49922	0.81693	1.28247	40	50
2.11844	2.28138	1.83096	42	50
5.19855	0.83172	1.3323	44	50
5.20165	0.82812	1.32538	46	50
2.04622	2.31321	3.37649	48	50
1.95409	2.49787	3.57208	50	50
5.09625	0.6438	1.14257	52	50
1.94047	2.50174	3.56019	54	50
1.94925	2.49994	3.55374	56	50
5.09268	0.64477	1.15547	58	50
6.25093	1.41074	2.2687	60	50
6.24846	1.41642	2.26955	62	50
6.25525	1.41581	2.27056	64	50
6.2481	1.41993	2.27106	66	50
3.10602	1.73209	5.58431	68	50
6.2497	1.41741	2.26902	70	50
6.24668	1.41777	2.26862	72	50
6.24777	1.41813	2.26842	74	50
6.24694	1.41728	2.26757	76	50
3.20949	1.49609	2.40428	78	50
3.21193	1.50262	5.54762	80	50
3.21208	1.50192	5.54769	82	50
3.20898	1.50237	5.54342	84	50
3.20641	1.50273	5.54361	86	50
4.86978	0.73768	1.45693	88	50
4.8756	0.73893	1.4397	90	50
4.89159	0.74407	1.43193	92	50
0.36581	0.97048	1.37373	94	50
0.36658	0.97007	1.36951	96	50
0.02953	2.51672	4.43434	98	50
0.03867	2.51523	4.43745	100	50
0.03125	2.51258	4.43691	102	50
3.19563	1.77311	5.7941	104	50
3.20166	1.77341	5.79861	106	50
3.21187	1.77797	5.79475	108	50
3.20879	1.78228	5.794	110	50
3.22339	1.77807	5.79857	112	50
3.22097	1.7858	5.79657	114	50
3.22096	1.78477	5.79626	116	50
3.2209	1.78399	5.79952	118	50
3.22747	1.78059	5.80006	120	50
3.22487	1.77853	5.79828	122	50
1.75208	1.08534	2.91314	124	50
3.97144	1.16224	4.78581	126	50
3.97225	1.15994	4.78194	128	50
3.97663	1.16538	4.78606	130	50
5.56115	1.50943	1.153	132	50
3.97481	1.16012	4.78006	134	50
3.97735	1.15445	4.77912	136	50
3.97895	1.15347	4.77698	138	50
3.9736	1.15406	4.77999	140	50
3.96815	1.15046	4.77761	142	50
3.97159	1.15739	4.77652	144	50
3.9745	1.15576	4.78013	146	50
5.56697	1.51147	1.15003	148	50
3.96427	1.15358	4.77913	150	50
3.96785	1.15239	4.78321	152	50
3.96277	1.15637	4.78335	154	50
3.96896	1.15646	4.77927	156	50
5.06234	0.66243	1.33467	158	50
5.04588	0.66333	1.3346	160	50
5.05261	0.66423	1.32813	162	50
5.04645	0.66217	1.33476	164	50
5.04148	0.66209	1.34339	166	50
5.04524	0.66131	1.33647	168	50
3.28539	1.42982	5.63278	170	50
5.03814	0.66715	1.33338	172	50
3.28434	1.41129	2.49164	174	50
4.12597	1.0009	2.60114	176	50
4.12586	1.00161	2.60038	178	50
4.12852	1.0018	2.59676	180	50
4.12891	1.003	5.74132	182	50
4.13011	1.00097	2.59218	184	50
4.12668	1.00177	2.59372	186	50
4.12266	1.00045	2.58954	188	50
1.55725	1.60408	2.26512	190	50
6.23981	2.24619	4.6691	192	50
3.12887	1.82738	5.95022	0	52
3.12918	1.82784	5.95033	2	52
3.13125	1.82968	5.95327	4	52
3.13379	1.832	5.95362	6	52
3.12633	1.829	5.95202	8	52
3.1305	1.82293	5.95373	10	52
5.83397	2.01157	2.98109	12	52
5.83319	2.00922	2.98145	14	52
5.83278	2.00986	2.98188	16	52
5.82884	2.01117	2.98089	18	52
5.84675	2.00729	4.549	20	52
4.98894	0.83663	1.32358	22	52
4.98932	0.83752	1.32583	24	52
4.98762	0.83678	1.33597	26	52
4.9869	0.83965	1.33299	28	52
4.98234	0.83685	1.33696	30	52
1.49135	0.76259	3.39773	32	52
0.5658	1.53085	1.68395	34	52
0.56859	1.53318	1.68399	36	52
0.57395	1.53589	1.68848	38	52
0.5595	1.53304	1.6839	40	52
0.56649	1.52512	1.69014	42	52
5.19506	0.83163	1.3307	44	52
5.19071	0.82696	1.34379	46	52
2.04772	2.31577	3.37381	48	52
2.04249	2.31604	3.36849	50	52
5.19197	0.82693	1.34285	52	52
1.9517	2.50163	3.55488	54	52
1.94888	2.50093	3.55422	56	52
1.94645	2.49824	3.55924	58	52
6.24811	1.40897	2.27288	60	52
6.25295	1.4194	2.27146	62	52
6.25349	1.41893	2.27245	64	52
6.24644	1.41149	2.26864	66	52
6.25467	1.41745	2.27149	68	52
6.24845	1.41772	2.27025	70	52
6.25375	1.42268	2.26924	72	52
6.24398	1.42064	2.26989	74	52
6.24791	1.41951	2.26797	76	52
3.2138	1.48094	2.40504	78	52
3.21118	1.50085	5.54692	80	52
4.86852	0.73879	1.45931	82	52
4.86176	0.73887	1.46175	84	52
3.20738	1.50276	5.54686	86	52
3.20344	1.5011	5.54975	88	52
3.20349	1.48311	5.54599	90	52
4.88582	0.74585	1.43057	92	52
0.37168	0.96618	1.36659	94	52
0.36891	0.96289	1.36699	96	52
0.01788	2.51425	4.42632	98	52
0.36159	0.97389	1.37454	100	52
0.03406	2.51918	4.44073	102	52
0.04031	2.52061	4.44448	104	52
0.03709	2.51886	4.43914	106	52
3.20731	1.76833	5.79758	108	52
3.21139	1.77767	5.79768	110	52
3.22157	1.78143	5.79868	112	52
3.21647	1.78203	5.79889	114	52
3.22245	1.78197	5.79938	116	52
3.22035	1.78293	5.79871	118	52
3.21796	1.78051	5.79869	120	52
3.22172	1.78098	5.79809	122	52
3.97758	1.15793	4.77539	124	52
3.97202	1.16213	4.77966	126	52
3.98158	1.15785	4.77424	128	52
3.97153	1.1564	4.77432	130	52
3.97571	1.15757	4.77303	132	52
3.9761	1.15483	4.77619	134	52
3.97418	1.15489	4.77358	136	52
3.97248	1.15397	4.77595	138	52
3.97055	1.15422	4.77864	140	52
3.96607	1.15425	4.78165	142	52
3.97488	1.15834	4.7752	144	52
3.97905	1.15676	4.77784	146	52
3.97302	1.1523	4.77724	148	52
3.96571	1.15485	4.78187	150	52
3.96668	1.15207	4.78015	152	52
3.96525	1.15538	4.7815	154	52
3.97286	1.15598	4.77687	156	52
3.30839	1.42557	5.62497	158	52
3.28773	1.43169	5.63178	160	52
5.04929	0.66418	1.33248	162	52
5.04276	0.6628	1.33663	164	52
5.04184	0.66208	1.33838	166	52
3.28948	1.43004	5.63266	168	52
5.04408	0.66242	1.33513	170	52
5.04905	0.66341	1.33423	172	52
3.27954	1.4106	2.49191	174	52
4.12965	0.99649	2.59522	176	52
4.12243	1.0051	2.60244	178	52
4.12226	1.00182	2.60315	180	52
4.12504	1.00316	2.60062	182	52
4.12784	1.00419	2.59847	184	52
4.12423	1.00409	2.596	186	52
4.12883	0.99942	2.59337	188	52
4.11783	1.00454	2.59214	190	52
6.23894	2.24394	4.66837	192	52
3.12562	1.82608	5.94691	0	54
3.12579	1.82589	5.94582	2	54
3.12688	1.82833	5.95038	4	54
3.13085	1.82958	5.95031	6	54
3.12786	1.82912	5.94957	8	54
5.83393	2.00498	2.98283	10	54
5.83384	2.01505	2.98401	12	54
5.8332	2.01459	2.98221	14	54
5.83853	2.01636	2.98453	16	54
5.84142	2.01844	4.55014	18	54
5.84019	2.02062	4.55027	20	54
3.26111	1.38473	2.31665	22	54
3.24005	1.39232	2.31761	24	54
4.997	0.83998	1.31637	26	54
4.99559	0.83945	1.3206	28	54
3.25055	1.39658	5.45967	30	54
3.24793	1.37921	5.45823	32	54
0.54765	1.53365	1.67502	34	54
0.54843	1.53212	1.67724	36	54
0.54617	1.53215	1.67788	38	54
0.55291	1.52975	1.67996	40	54
0.55251	1.53315	1.68034	42	54
5.25605	1.6723	4.75366	44	54
5.19554	0.82574	1.33733	46	54
5.18793	0.82354	1.33945	48	54
5.19194	0.82591	1.33704	50	54
5.19197	0.82693	1.34285	52	54
5.21891	0.84417	1.32322	54	54
3.38646	2.43699	5.8891	56	54
3.38628	2.44793	5.88165	58	54
3.38111	2.4459	5.88171	60	54
6.24212	1.41065	2.2682	62	54
6.24786	1.4112	2.27218	64	54
6.24809	1.41605	2.26933	66	54
6.25304	1.41987	2.27028	68	54
6.25334	1.42221	2.27094	70	54
3.10598	1.72613	5.58085	72	54
6.25296	1.42	2.27002	74	54
6.2542	1.424	2.26941	76	54
6.24848	1.41707	2.26644	78	54
3.21075	1.49498	2.40619	80	54
3.21288	1.50206	5.54807	82	54
3.20892	1.50181	5.54785	84	54
3.20909	1.49913	5.54964	86	54
3.19508	1.50621	5.55534	88	54
1.6817	2.40122	1.67243	90	54
3.71816	1.34878	5.52931	92	54
0.36947	0.96684	1.36486	94	54
0.36808	0.96264	1.36728	96	54
0.36705	0.96991	1.36836	98	54
0.36841	0.9646	1.36768	100	54
0.36561	0.97141	1.37079	102	54
0.02399	2.51715	4.42923	104	54
0.03022	2.51572	4.43395	106	54
0.03245	2.5182	4.43479	108	54
0.03266	2.51815	4.43789	110	54
3.20902	1.77438	5.79867	112	54
3.21055	1.78185	5.79619	114	54
3.21593	1.7795	5.79802	116	54
3.2064	1.77745	5.79604	118	54
3.21752	1.78117	5.79774	120	54
3.21027	1.7786	5.79622	122	54
5.56947	1.51082	1.15914	124	54
3.97136	1.16052	4.78486	126	54
3.9753	1.16128	4.78184	128	54
3.97225	1.15848	4.77845	130	54
3.97694	1.15716	4.77605	132	54
3.97957	1.16103	4.77515	134	54
3.97312	1.15876	4.78	136	54
3.97693	1.15689	4.77896	138	54
3.97616	1.15683	4.77906	140	54
3.97948	1.15675	4.77756	142	54
3.97611	1.15797	4.77766	144	54
3.96782	1.15488	4.78106	146	54
3.96735	1.15671	4.7785	148	54
3.97198	1.15628	4.77868	150	54
3.97042	1.15373	4.78074	152	54
3.96649	1.15434	4.77911	154	54
5.56394	1.50937	1.15789	156	54
5.10102	0.95538	3.98674	158	54
5.06127	0.66588	1.32862	160	54
5.0496	0.66553	1.33454	162	54
3.2859	1.43013	5.63393	164	54
5.04463	0.66134	1.33757	166	54
5.04902	0.66554	1.33248	168	54
5.04811	0.66313	1.33432	170	54
5.04841	0.66379	1.33477	172	54
3.28149	1.41547	5.63043	174	54
3.2868	1.41042	2.48997	176	54
4.12085	0.99603	2.59528	178	54
4.12803	0.99984	2.59889	180	54
4.12777	1.00423	2.60182	182	54
4.12764	1.00387	2.59903	184	54
4.12306	1.00489	2.59905	186	54
4.12915	1.00265	2.59586	188	54
4.12805	0.99949	2.59271	190	54
6.24689	2.27348	4.664	192	54
2.6846	1.32993	2.70708	0	56
3.13019	1.82527	5.9483	2	56
3.13014	1.82441	5.94543	4	56
3.12759	1.83166	5.95469	6	56
3.12844	1.82714	5.94703	8	56
5.84608	2.02028	4.55235	10	56
5.83874	2.01971	4.54802	12	56
5.83858	2.02148	4.54817	14	56
5.84226	2.02039	4.55196	16	56
5.83818	2.01832	4.54828	18	56
5.83809	2.02121	4.55301	20	56
5.82611	2.01703	2.98119	22	56
5.82894	2.01514	4.54393	24	56
4.97769	0.84362	1.32951	26	56
3.25908	1.37538	5.45646	28	56
4.98474	0.83613	1.33284	30	56
1.47513	0.76984	3.41517	32	56
0.54415	1.53366	1.67688	34	56
0.54607	1.53676	1.67364	36	56
0.55089	1.53202	1.68028	38	56
0.54754	1.53165	1.67859	40	56
0.548	1.53608	1.67588	42	56
5.26418	1.6748	4.75339	44	56
5.26028	1.67401	4.7545	46	56
5.19683	0.82725	1.33245	48	56
3.4607	1.39229	5.46699	50	56
5.20913	0.82673	1.32713	52	56
0.73713	2.21372	5.02399	54	56
3.38206	2.44387	5.8813	56	56
3.38414	2.44454	5.88048	58	56
3.38509	2.44613	5.88437	60	56
6.24887	1.42081	2.26784	62	56
6.24277	1.41221	2.27022	64	56
6.25463	1.41953	2.27112	66	56
6.24709	1.41095	2.27022	68	56
6.25423	1.41601	2.27216	70	56
6.24739	1.42013	2.26989	72	56
6.25475	1.41776	2.27032	74	56
6.24794	1.4182	2.26893	76	56
6.2451	1.42161	2.26579	78	56
4.87975	0.73647	1.44616	80	56
3.21147	1.49886	5.55029	82	56
3.21043	1.49862	5.54974	84	56
3.19861	1.50668	5.55175	86	56
1.69576	2.40888	1.67546	88	56
5.51052	0.77662	1.26505	90	56
5.5088	0.77265	1.2694	92	56
0.36915	0.96895	1.36518	94	56
0.36546	0.96935	1.36761	96	56
0.36976	0.96727	1.36721	98	56
0.365	0.96893	1.36999	100	56
0.36638	0.96902	1.37148	102	56
0.36679	0.96693	1.37292	104	56
0.36678	0.96601	1.37141	106	56
0.36498	0.97202	1.37257	108	56
0.03979	2.51497	4.43991	110	56
0.03741	2.52127	4.44272	112	56
0.03099	2.51725	4.43329	114	56
0.04007	2.52035	4.4427	116	56
3.20685	1.77295	5.80023	118	56
3.21073	1.77892	5.79301	120	56
3.21022	1.77715	5.79259	122	56
3.97261	1.16085	4.7825	124	56
3.98005	1.15787	4.77656	126	56
5.57219	1.51262	1.15694	128	56
3.97517	1.15829	4.77647	130	56
3.98086	1.15471	4.7765	132	56
3.97736	1.1605	4.77601	134	56
3.97228	1.15847	4.77635	136	56
3.97684	1.15679	4.77318	138	56
3.97825	1.15659	4.77255	140	56
3.97006	1.15527	4.77757	142	56
3.98055	1.15793	4.77246	144	56
3.97006	1.14782	4.77547	146	56
3.9722	1.15518	4.77801	148	56
3.96851	1.15188	4.77577	150	56
3.97143	1.15181	4.77528	152	56
3.9645	1.15671	4.7782	154	56
5.1025	0.94929	3.99416	156	56
1.95507	2.19028	3.85575	158	56
1.96628	2.18028	3.88379	160	56
5.05705	0.66653	1.33092	162	56
5.04089	0.66407	1.33981	164	56
5.05081	0.66652	1.3296	166	56
5.05869	0.66687	1.32396	168	56
5.05939	0.66635	1.32615	170	56
3.28811	1.42996	5.63332	172	56
3.28504	1.43239	5.63447	174	56
5.03903	0.66694	1.33643	176	56
3.27899	1.41419	2.4806	178	56
4.12451	1.00108	2.59775	180	56
4.12192	1.00485	2.60328	182	56
4.12512	1.00314	2.60192	184	56
4.13341	0.99993	2.59222	186	56
4.12379	1.00434	2.60152	188	56
4.12433	1.00244	2.59554	190	56
6.25323	2.28035	4.65723	192	56
2.69172	1.32812	2.70529	0	58
2.67776	1.32674	2.71941	2	58
2.6885	1.33331	2.71331	4	58
2.69505	1.32934	2.70952	6	58
5.84236	2.00816	4.55739	8	58
5.84569	2.01763	4.55264	10	58
5.83758	2.02114	4.55291	12	58
5.83745	2.01859	4.54727	14	58
5.83693	2.01931	4.55099	16	58
5.83797	2.01732	4.54726	18	58
5.84001	2.01862	4.54591	20	58
5.84158	2.0189	4.55353	22	58
5.84093	2.00828	4.55662	24	58
5.83676	2.00701	4.55288	26	58
5.85559	2.03244	4.5105	28	58
3.2465	1.39796	5.46003	30	58
0.5512	1.54056	1.66981	32	58
0.54668	1.53783	1.67071	34	58
0.54736	1.53467	1.67529	36	58
0.54831	1.53596	1.67549	38	58
0.54824	1.53589	1.67549	40	58
0.54953	1.54007	1.67763	42	58
0.55024	1.53408	1.67159	44	58
0.54224	1.52969	1.67049	46	58
5.19969	0.8335	1.32962	48	58
5.1877	0.82311	1.34577	50	58
5.20806	0.82857	1.33524	52	58
3.38986	2.43034	5.89253	54	58
3.38369	2.44592	5.88457	56	58
3.88816	0.94031	2.82866	58	58
3.88309	0.94316	2.8344	60	58
0.74555	2.20051	5.02664	62	58
6.25321	1.41126	2.26854	64	58
6.25496	1.41771	2.26892	66	58
6.24833	1.41623	2.26969	68	58
6.25261	1.42045	2.27143	70	58
3.10702	1.72684	5.58189	72	58
6.24898	1.41563	2.269	74	58
6.25124	1.41886	2.26895	76	58
1.3416	2.42717	4.46411	78	58
5.5001	1.29435	3.43082	80	58
5.50541	1.29773	3.42562	82	58
5.50122	1.29707	3.42578	84	58
5.50615	0.77138	1.26966	86	58
3.71749	1.36606	5.53497	88	58
3.7161	1.36262	5.5317	90	58
5.50518	0.77565	1.27612	92	58
0.36708	0.96555	1.36508	94	58
0.36676	0.9629	1.36541	96	58
0.3684	0.96437	1.36704	98	58
0.02006	2.50696	4.42725	100	58
0.36645	0.96992	1.37	102	58
0.36755	0.96849	1.36918	104	58
0.36792	0.96183	1.37263	106	58
0.02052	2.50928	4.42897	108	58
0.36914	0.96684	1.36712	110	58
0.36452	0.97194	1.37195	112	58
0.36157	0.97128	1.37533	114	58
0.36168	0.96969	1.37942	116	58
0.36771	0.9693	1.37838	118	58
0.03924	2.51952	4.43993	120	58
0.02118	2.50085	4.43332	122	58
5.56915	1.51026	1.15224	124	58
4.14258	2.72709	0.16107	126	58
3.97707	1.15785	4.778	128	58
3.98145	1.16322	4.77985	130	58
3.97599	1.15842	4.78032	132	58
3.97291	1.15725	4.77991	134	58
3.97367	1.15434	4.78066	136	58
3.97715	1.15788	4.77676	138	58
3.9676	1.15227	4.78058	140	58
3.97288	1.15207	4.77812	142	58
3.98049	1.15346	4.77777	144	58
3.97024	1.15004	4.77893	146	58
3.96973	1.15514	4.78034	148	58
3.96939	1.15282	4.77774	150	58
3.9709	1.15582	4.78428	152	58
1.95574	2.19395	3.86729	154	58
1.96108	2.19515	3.87772	156	58
1.9636	2.19804	3.88053	158	58
1.96614	2.19179	3.88832	160	58
1.96968	2.18907	3.89137	162	58
5.05583	0.66615	1.33039	164	58
5.04921	0.66769	1.32779	166	58
5.05647	0.66965	1.32185	168	58
5.05618	0.66947	1.32227	170	58
5.05166	0.66768	1.33298	172	58
5.04953	0.668	1.32953	174	58
5.04509	0.6683	1.3354	176	58
3.28668	1.41524	2.48646	178	58
4.12657	1.00056	2.60042	180	58
4.12257	1.00323	2.60184	182	58
4.12514	1.00324	5.74357	184	58
4.12237	1.00193	2.59573	186	58
4.12664	1.00078	2.59388	188	58
4.12751	1.00288	2.59452	190	58
4.11383	1.00281	2.59854	192	58
2.69464	1.32573	2.71003	0	60
2.68952	1.32763	2.71377	2	60
2.68312	1.328	2.70561	4	60
2.69002	1.33333	2.71308	6	60
2.68519	1.32927	2.71443	8	60
5.84343	2.01549	4.55797	10	60
5.83222	2.02261	2.98444	12	60
5.83802	2.02101	4.547	14	60
5.83922	2.02077	4.54982	16	60
5.83811	2.02278	4.54669	18	60
5.83801	2.02114	4.54809	20	60
5.83787	2.02221	4.55391	22	60
5.83928	2.02317	4.55088	24	60
5.84025	2.02442	4.55459	26	60
1.19102	1.71183	2.01652	28	60
5.83248	2.01265	2.98297	30	60
0.55237	1.54199	1.67203	32	60
0.54953	1.53677	1.67311	34	60
0.55035	1.53966	1.67348	36	60
0.55155	1.53726	1.67182	38	60
0.54847	1.5412	1.67178	40	60
0.55234	1.53543	1.67172	42	60
0.54999	1.53543	1.67031	44	60
0.54999	1.53421	1.67191	46	60
0.54634	1.53598	1.67126	48	60
5.20329	0.83197	1.32786	50	60
0.73907	2.23279	5.03203	52	60
3.88315	0.92574	2.82944	54	60
3.88344	0.93478	2.83046	56	60
3.3877	2.44608	5.88978	58	60
3.88459	0.93934	2.83115	60	60
3.88486	0.94332	2.8329	62	60
6.25751	1.42487	2.26957	64	60
6.25048	1.41182	2.26822	66	60
6.2529	1.41054	2.27036	68	60
6.24847	1.41683	2.26962	70	60
6.25446	1.4175	2.27058	72	60
6.25425	1.41469	2.27158	74	60
6.25315	1.41427	2.27317	76	60
6.24357	1.42125	2.27071	78	60
5.50301	1.29635	3.42929	80	60
5.50158	1.29495	3.42964	82	60
5.49788	1.29297	3.43115	84	60
3.70314	1.37791	5.54779	86	60
5.49645	0.77015	1.2816	88	60
5.49572	0.76723	1.27885	90	60
5.49564	0.76965	1.27708	92	60
5.49749	0.77135	1.27383	94	60
0.35827	0.96268	1.37154	96	60
0.36416	0.96332	1.37263	98	60
0.36738	0.96818	1.37216	100	60
0.36548	0.96995	1.37224	102	60
0.36776	0.96821	1.36805	104	60
0.36761	0.96217	1.36602	106	60
0.37015	0.9634	1.36654	108	60
0.36562	0.96577	1.37483	110	60
0.36757	0.96701	1.37314	112	60
0.36626	0.96658	1.37079	114	60
0.02119	2.51421	4.42962	116	60
0.36397	0.96961	1.3792	118	60
0.37172	0.97083	1.36752	120	60
0.03171	2.51389	4.43742	122	60
5.56915	1.51026	1.15224	124	60
4.15534	2.72492	0.16989	126	60
4.14735	2.72543	0.16018	128	60
3.97234	1.15921	4.77981	130	60
3.97505	1.15473	4.77766	132	60
3.97945	1.16091	4.77791	134	60
3.97905	1.16087	4.77644	136	60
3.97951	1.15693	4.77599	138	60
3.97779	1.1573	4.77701	140	60
3.97608	1.15936	4.78033	142	60
3.96781	1.15073	4.77514	144	60
3.9688	1.15525	4.77967	146	60
3.97534	1.15242	4.77576	148	60
3.96994	1.1524	4.77615	150	60
1.95534	2.19482	2.28802	152	60
1.96505	2.19723	3.87943	154	60
1.9631	2.19706	3.88168	156	60
1.96459	2.19536	2.3095	158	60
1.96743	2.19263	2.31795	160	60
1.9708	2.19762	3.88886	162	60
3.29737	1.43109	5.62458	164	60
5.0447	0.67099	1.32923	166	60
5.0429	0.66563	1.33624	168	60
5.05309	0.66693	1.32713	170	60
5.0601	0.67049	1.32028	172	60
5.05438	0.66829	1.32675	174	60
5.05622	0.6686	1.32499	176	60
5.05804	0.67338	1.32233	178	60
4.13945	0.99601	2.58937	180	60
4.11739	1.00848	2.6029	182	60
0.97905	2.13425	2.11835	184	60
4.12307	1.00786	2.59948	186	60
4.12887	1.00019	2.59463	188	60
4.12772	1.00105	2.5978	190	60
4.12729	0.99731	2.59462	192	60
1.6041	2.65319	5.24665	0	62
1.60347	2.65257	5.25121	2	62
2.68995	1.32792	2.71101	4	62
2.68572	1.32763	2.71219	6	62
2.68591	1.32631	2.7109	8	62
5.84051	2.00856	4.55734	10	62
5.83828	2.02081	4.54773	12	62
5.84165	2.01963	4.54893	14	62
5.8361	2.02046	4.55271	16	62
5.84208	2.01988	4.55736	18	62
5.83762	2.01867	4.54752	20	62
5.83773	2.01869	4.54865	22	62
5.83925	2.02411	4.55486	24	62
5.84437	2.01675	4.55024	26	62
5.84673	2.02043	4.55683	28	62
5.83266	2.0179	2.98314	30	62
0.55646	1.54745	1.67165	32	62
0.55117	1.54292	1.66916	34	62
0.55068	1.5394	1.67336	36	62
0.54918	1.53828	1.67227	38	62
0.55061	1.53927	1.67339	40	62
0.55152	1.53702	1.67211	42	62
0.55189	1.53379	1.67185	44	62
0.54902	1.53805	1.67234	46	62
0.54626	1.53311	1.66887	48	62
0.72342	2.22149	5.01329	50	62
3.88306	0.92465	2.82837	52	62
3.38327	2.43506	5.88991	54	62
3.88579	0.94159	2.83147	56	62
3.39062	2.44843	5.89283	58	62
3.38623	2.44482	5.88848	60	62
3.3876	2.44594	5.88727	62	62
0.74337	2.20098	1.88377	64	62
6.24793	1.41221	2.26991	66	62
6.25522	1.42035	2.2688	68	62
3.10816	1.72856	5.58451	70	62
6.24527	1.41176	2.2709	72	62
6.25368	1.41613	2.26975	74	62
6.2459	1.4218	2.27251	76	62
5.49756	1.29656	3.43031	78	62
5.50513	1.29823	3.43009	80	62
5.50506	1.29925	3.43269	82	62
5.5019	1.29781	3.43172	84	62
5.49503	1.29449	3.43564	86	62
5.49913	0.7705	1.27101	88	62
5.49477	0.77099	1.27795	90	62
5.5012	0.77116	1.27559	92	62
5.49336	0.77197	1.27502	94	62
0.36061	0.96012	1.37046	96	62
0.36361	0.97119	1.37982	98	62
0.0252	2.5119	4.43385	100	62
0.36603	0.96407	1.3684	102	62
0.36871	0.96283	1.37363	104	62
0.02975	2.50456	4.43526	106	62
0.36876	0.96356	1.36881	108	62
0.36921	0.96526	1.36771	110	62
0.37057	0.96331	1.36785	112	62
0.36962	0.96884	1.36858	114	62
0.36582	0.97013	1.37273	116	62
0.0234	2.5119	4.43091	118	62
0.3657	0.96684	1.37058	120	62
0.02321	2.51143	4.43296	122	62
2.94012	1.28199	2.44007	124	62
4.84338	0.75008	2.69696	126	62
4.14825	2.72701	0.15955	128	62
3.97557	1.15734	4.77857	130	62
