Phi1	Phi	Phi2	X	Y
5.96601	1.19992	1.15807	28	104
5.09141	2.58774	2.34579	30	104
5.96943	1.20049	1.15713	32	104
4.23004	1.17866	5.10773	34	104
5.95986	1.20802	1.15185	36	104
0.82635	1.92627	2.02441	38	104
0.83412	1.92879	2.01942	40	104
0.83836	1.92478	2.02083	42	104
0.83834	1.92882	2.02111	44	104
0.83572	1.92686	2.02068	46	104
0.83298	1.92551	2.02274	48	104
0.83148	1.92986	2.02462	50	104
0.84214	1.92971	2.02508	52	104
0.84502	1.93047	2.02489	54	104
0.8375	1.92938	2.02325	56	104
0.83284	1.92583	2.02753	58	104
0.83921	1.92453	2.02796	60	104
0.83338	1.92356	2.02572	62	104
2.98094	1.39093	2.63424	64	104
4.88197	0.54288	1.18114	66	104
4.8488	0.53737	1.22316	68	104
2.63215	1.71873	6.01125	70	104
5.77891	1.42854	3.41169	72	104
5.78516	1.42849	3.40847	74	104
5.78104	1.42454	3.41207	76	104
5.77645	1.42842	3.41218	78	104
5.78167	1.42464	3.41118	80	104
5.78236	1.42527	3.40899	82	104
5.7784	1.42609	3.41274	84	104
2.63775	1.71613	6.01137	86	104
5.77515	1.42875	3.40977	88	104
2.63502	1.70629	6.01845	90	104
2.63742	1.70112	6.0195	92	104
2.6396	1.69883	6.02149	94	104
5.78103	1.44293	3.40317	96	104
5.77924	1.44344	3.4034	98	104
5.78071	1.44152	3.40391	100	104
5.78799	1.44518	3.39998	102	104
5.7837	1.45015	3.40067	104	104
2.63786	1.69824	6.01726	106	104
5.77435	1.43903	3.40809	108	104
3.19118	1.9119	5.70192	110	104
4.21421	1.20664	5.06442	112	104
5.90661	1.24135	1.18009	114	104
5.92614	1.24277	1.18709	116	104
5.25037	1.54082	2.78363	118	104
5.24548	1.54054	2.78326	120	104
5.24764	1.54045	2.78718	122	104
3.73478	2.77903	0.0661	124	104
5.24958	1.54463	2.78644	126	104
5.25009	1.54734	2.78168	128	104
5.25003	1.54985	2.77809	130	104
5.25494	1.55078	2.7759	132	104
5.25553	1.54934	2.77621	134	104
3.73802	2.77796	0.06034	136	104
5.25032	1.549	2.77812	138	104
5.25461	1.54714	2.78264	140	104
3.73037	2.7824	0.05651	142	104
1.12022	1.87729	2.0444	144	104
1.11806	1.87643	2.03885	146	104
1.11774	1.87606	2.03882	148	104
1.11932	1.87454	2.03793	150	104
1.12019	1.87402	2.03773	152	104
1.12149	1.87827	2.0424	154	104
1.11798	1.87905	2.03933	156	104
1.12258	1.87576	2.04434	158	104
1.12109	1.87795	2.04214	160	104
1.12442	1.88345	2.04237	162	104
1.12122	1.87791	2.04162	164	104
1.12546	1.88313	2.04273	166	104
1.12438	1.87396	2.04216	168	104
1.12086	1.87707	2.04153	170	104
1.12073	1.87779	2.04185	172	104
1.12519	1.87733	2.04283	174	104
1.06079	1.90391	2.18472	176	104
1.0543	1.90188	2.1834	178	104
1.05335	1.89713	2.1752	180	104
1.05515	1.89878	2.1778	182	104
4.19761	1.2377	2.52619	184	104
1.04937	1.89798	2.17669	186	104
6.27217	1.96091	4.40278	188	104
6.2704	1.95637	4.40065	190	104
6.27244	1.96065	4.39994	192	104
1.02255	1.79241	1.9239	0	106
1.02153	1.78953	1.91713	2	106
1.02389	1.79001	1.91877	4	106
1.0254	1.79247	1.92804	6	106
1.0237	1.79024	1.91796	8	106
1.02346	1.79339	1.9197	10	106
1.04381	1.79421	1.93986	12	106
0.88285	0.4287	1.17124	14	106
2.07932	1.73194	1.96854	16	106
2.07337	1.73546	1.96938	18	106
2.07526	1.73214	1.97146	20	106
2.07661	1.73006	1.97773	22	106
2.07928	1.72394	1.98043	24	106
2.07215	1.72538	1.9767	26	106
2.06407	1.72838	1.97789	28	106
5.07543	2.59256	2.34331	30	106
5.0637	2.59223	2.32928	32	106
6.0749	1.96508	4.28652	34	106
1.52294	1.96701	3.56313	36	106
0.81949	1.92001	2.02326	38	106
0.83069	1.9324	2.02552	40	106
0.83475	1.92993	2.02075	42	106
0.83446	1.92641	2.0212	44	106
0.8356	1.93074	2.02105	46	106
0.8345	1.92665	2.02142	48	106
0.83491	1.92464	2.02671	50	106
0.8374	1.92829	2.03341	52	106
0.84045	1.9312	2.03254	54	106
0.83494	1.92613	2.0207	56	106
0.83499	1.92658	2.01986	58	106
0.83795	1.92717	2.02978	60	106
0.83377	1.92694	2.02887	62	106
0.84493	1.93557	2.03438	64	106
1.73035	2.6092	5.07525	66	106
1.72124	2.59973	3.50204	68	106
2.63283	1.71864	6.00732	70	106
2.64168	1.71414	6.01345	72	106
5.78095	1.42631	3.4121	74	106
5.77989	1.42658	3.41251	76	106
5.77764	1.42747	3.41328	78	106
5.77831	1.43098	3.41029	80	106
2.63513	1.71199	6.01287	82	106
2.63139	1.71571	6.01156	84	106
5.77536	1.42492	3.41349	86	106
2.63935	1.70875	6.01768	88	106
5.77577	1.43486	3.40536	90	106
5.77723	1.43652	3.40434	92	106
5.7824	1.43682	3.404	94	106
2.63696	1.69966	6.02058	96	106
2.63809	1.69999	6.02011	98	106
5.77961	1.44183	3.40468	100	106
5.77841	1.44105	3.40578	102	106
5.77798	1.44165	3.40433	104	106
5.78136	1.44174	3.4054	106	106
5.7833	1.43834	3.40271	108	106
3.19157	1.90853	5.70625	110	106
3.1914	1.9121	5.7068	112	106
3.18918	1.9081	5.70009	114	106
4.30157	0.66522	2.13851	116	106
0.52715	1.92793	1.54281	118	106
3.76519	2.79104	0.09336	120	106
5.25223	1.54743	2.77443	122	106
3.74186	2.78048	0.06946	124	106
3.75237	2.78566	0.08372	126	106
5.24954	1.54791	2.78213	128	106
3.73214	2.77635	0.0598	130	106
3.72685	2.7816	0.04893	132	106
5.25079	1.55164	2.77662	134	106
5.24854	1.54783	2.78161	136	106
5.25	1.54825	2.77999	138	106
5.25096	1.54964	2.77607	140	106
3.73928	2.77908	0.05885	142	106
1.96831	1.4051	2.49551	144	106
1.12037	1.8779	2.04373	146	106
1.11866	1.87784	2.04431	148	106
1.11921	1.874	2.03827	150	106
1.11863	1.87284	2.03684	152	106
1.11788	1.87419	2.03786	154	106
1.11915	1.87549	2.0386	156	106
1.11815	1.87615	2.039	158	106
1.12006	1.87856	2.04189	160	106
1.12389	1.8821	2.0434	162	106
1.12223	1.88454	2.04249	164	106
1.12451	1.88205	2.04265	166	106
1.12142	1.87681	2.04122	168	106
1.12129	1.87837	2.04033	170	106
1.12337	1.87673	2.04332	172	106
1.1212	1.87804	2.04269	174	106
1.11908	1.87735	2.04296	176	106
4.20603	1.23579	2.52543	178	106
4.20603	1.23579	2.52543	180	106
4.1927	1.24109	2.53172	182	106
1.67975	1.88154	1.98189	184	106
1.6623	1.87404	1.97043	186	106
6.27534	1.96392	4.40301	188	106
6.27604	1.96069	4.40098	190	106
6.27337	1.96205	4.40024	192	106
1.02298	1.79227	1.91737	0	108
1.02107	1.79183	1.9212	2	108
1.02352	1.7901	1.91677	4	108
1.02323	1.79008	1.91999	6	108
1.0229	1.79127	1.91955	8	108
1.02103	1.7932	1.92224	10	108
3.23762	1.85616	5.42343	12	108
4.54772	0.88825	1.95266	14	108
2.06707	1.74672	1.95504	16	108
2.0758	1.73645	1.96788	18	108
2.07413	1.73469	1.97023	20	108
2.07511	1.72968	1.97509	22	108
2.07569	1.72768	1.97745	24	108
2.07813	1.72583	1.98357	26	108
2.07218	1.72332	1.98024	28	108
3.19954	2.19326	5.6444	30	108
3.18753	2.20579	5.63955	32	108
1.54539	1.96037	2.01448	34	108
1.51922	1.96742	3.55931	36	108
1.51539	1.96504	3.55871	38	108
0.82826	1.92714	2.02797	40	108
0.83154	1.93121	2.02531	42	108
0.8345	1.92616	2.0228	44	108
0.83182	1.92591	2.02404	46	108
0.8317	1.92538	2.02795	48	108
0.8375	1.92811	2.03066	50	108
0.83839	1.92861	2.03927	52	108
0.84019	1.92991	2.03195	54	108
0.83794	1.92549	2.03572	56	108
0.83499	1.92535	2.02738	58	108
0.84075	1.92689	2.02856	60	108
0.83712	1.92748	2.02285	62	108
0.84244	1.93359	2.0348	64	108
4.80547	0.56755	1.75727	66	108
4.80054	0.56932	1.77249	68	108
5.78033	1.42737	3.41491	70	108
5.78033	1.43088	3.41061	72	108
2.63559	1.7154	6.01235	74	108
5.77925	1.42756	3.41137	76	108
5.78067	1.42697	3.41317	78	108
5.77687	1.42781	3.41305	80	108
5.77992	1.4306	3.41134	82	108
2.63929	1.71085	6.01421	84	108
2.64408	1.70602	6.01854	86	108
5.78091	1.43449	3.40619	88	108
5.78172	1.43678	3.40501	90	108
2.63631	1.70522	6.01945	92	108
5.77996	1.44153	3.40512	94	108
5.77932	1.4371	3.40463	96	108
5.77707	1.4366	3.40471	98	108
5.78081	1.44169	3.40554	100	108
5.7766	1.43574	3.40598	102	108
5.77818	1.43571	3.40605	104	108
5.7813	1.44278	3.40456	106	108
5.77698	1.43565	3.40546	108	108
3.19102	1.9125	5.70332	110	108
4.29942	0.66433	2.13628	112	108
4.29631	0.66895	2.13953	114	108
4.29168	0.66102	2.14649	116	108
0.52495	1.92746	4.67947	118	108
3.75282	2.77876	0.07759	120	108
3.75397	2.78513	0.08505	122	108
5.25068	1.54844	2.78056	124	108
5.24355	1.54684	2.78142	126	108
5.2425	1.54656	2.78177	128	108
3.74376	2.78205	0.06666	130	108
5.2519	1.55127	2.77644	132	108
5.25327	1.54665	2.78196	134	108
3.74275	2.78292	0.06935	136	108
3.73825	2.77782	0.06247	138	108
3.7387	2.77742	0.05905	140	108
3.72091	2.77083	0.04093	142	108
1.96704	1.40597	2.50031	144	108
3.39692	2.20143	6.07264	146	108
3.40834	2.20276	6.08123	148	108
1.11281	1.87058	2.03498	150	108
1.11912	1.87794	2.04386	152	108
1.11927	1.87303	2.03721	154	108
1.1187	1.87765	2.0444	156	108
1.11888	1.87548	2.03879	158	108
1.11817	1.87603	2.03906	160	108
1.12177	1.87548	2.04324	162	108
1.12231	1.87412	2.04208	164	108
1.12392	1.88396	2.04258	166	108
1.12426	1.88305	2.0423	168	108
1.12025	1.8773	2.04135	170	108
1.13154	1.8788	2.0418	172	108
1.1243	1.88108	2.04285	174	108
1.12276	1.87538	2.03861	176	108
0.69295	0.4933	0.91254	178	108
6.25696	1.9605	4.38042	180	108
6.25228	1.95456	4.39268	182	108
6.27375	1.96105	4.40057	184	108
6.27153	1.95914	4.40509	186	108
6.27575	1.9603	4.40109	188	108
6.2757	1.95683	4.40309	190	108
6.27604	1.95758	4.40362	192	108
1.02421	1.78997	1.92171	0	110
1.02123	1.79257	1.92019	2	110
1.02114	1.78915	1.91742	4	110
1.02301	1.7955	1.92426	6	110
1.02492	1.79158	1.92492	8	110
4.56461	0.89083	1.93931	10	110
4.56163	0.88104	1.94226	12	110
4.55619	0.88627	1.95287	14	110
4.54714	0.8863	1.95305	16	110
2.07291	1.73509	1.97038	18	110
2.07469	1.73161	1.97014	20	110
2.07815	1.72946	1.97912	22	110
2.07214	1.72508	1.97736	24	110
2.07079	1.72271	1.97969	26	110
4.09656	0.86661	2.44881	28	110
3.193	2.19885	5.6404	30	110
3.19239	2.19399	5.6392	32	110
1.51703	1.97014	3.56267	34	110
1.51834	1.9679	3.55928	36	110
1.51081	1.96067	3.56045	38	110
1.52243	1.96378	3.57311	40	110
0.82981	1.92753	2.02474	42	110
0.83312	1.92241	2.02743	44	110
0.83305	1.92575	2.03019	46	110
0.83738	1.92558	2.03673	48	110
0.83609	1.92436	2.03507	50	110
0.83669	1.92686	2.03708	52	110
0.83655	1.92571	2.03641	54	110
0.83445	1.92806	2.03865	56	110
0.83362	1.92829	2.02507	58	110
0.83819	1.92905	2.02463	60	110
0.83497	1.92852	2.03191	62	110
4.80618	0.56422	1.76634	64	110
4.80311	0.56537	1.76933	66	110
3.3959	1.67298	5.72689	68	110
4.81917	0.55778	1.75823	70	110
5.78039	1.42858	3.41152	72	110
5.77894	1.42644	3.4134	74	110
5.77852	1.42634	3.41241	76	110
5.78091	1.42753	3.41222	78	110
2.64081	1.7117	6.01358	80	110
2.63994	1.71101	6.01482	82	110
2.64437	1.7028	6.01892	84	110
2.64046	1.70635	6.0177	86	110
2.64244	1.70337	6.01973	88	110
5.77766	1.43633	3.40527	90	110
5.78104	1.43858	3.40389	92	110
2.63686	1.69972	6.02052	94	110
2.63689	1.69958	6.02035	96	110
5.78283	1.4437	3.40322	98	110
5.77703	1.43653	3.40467	100	110
5.78115	1.43626	3.40523	102	110
5.77908	1.43705	3.40536	104	110
2.63757	1.70468	6.01935	106	110
5.78077	1.4385	3.40428	108	110
3.19206	1.89894	5.70553	110	110
4.29589	0.65993	2.14249	112	110
4.29171	0.66283	2.14545	114	110
4.30404	0.65416	2.13403	116	110
0.53078	1.93413	4.68456	118	110
5.24096	1.54055	2.79211	120	110
5.23925	1.54143	2.7904	122	110
5.24866	1.54385	2.78043	124	110
3.74819	2.78216	0.07439	126	110
5.24621	1.55009	2.77809	128	110
5.24996	1.5494	2.7793	130	110
5.25057	1.54957	2.78062	132	110
5.25032	1.55088	2.77883	134	110
5.25041	1.5503	2.77974	136	110
5.24831	1.54719	2.78387	138	110
3.73819	2.77865	0.06027	140	110
1.94826	1.41407	2.49966	142	110
1.95552	1.41141	2.49378	144	110
1.95548	1.40965	2.49794	146	110
1.95716	1.40081	2.49371	148	110
1.95884	1.41	2.49508	150	110
3.39545	2.20251	6.07298	152	110
3.39822	2.20172	6.07047	154	110
1.11773	1.87652	2.04534	156	110
1.11765	1.87646	2.03703	158	110
1.12045	1.87668	2.04218	160	110
1.12482	1.88017	2.04441	162	110
1.12478	1.88252	2.04417	164	110
1.12552	1.88287	2.04287	166	110
1.12589	1.88136	2.04317	168	110
1.12406	1.88289	2.04251	170	110
1.12041	1.8767	2.0396	172	110
1.12004	1.87456	2.03949	174	110
1.12444	1.86999	2.04026	176	110
6.27134	1.9595	4.40114	178	110
6.27324	1.96252	4.40171	180	110
6.27664	1.96118	4.40164	182	110
6.27715	1.96078	4.40077	184	110
6.27674	1.95863	4.40124	186	110
6.27499	1.95585	4.40329	188	110
6.27647	1.95881	4.40264	190	110
6.28083	1.95751	4.40173	192	110
1.02139	1.78988	1.92079	0	112
1.02244	1.78916	1.91853	2	112
1.02492	1.79465	1.92641	4	112
1.02316	1.79215	1.9176	6	112
1.02431	1.79398	1.92623	8	112
4.55895	0.89809	1.95182	10	112
4.56708	0.88838	1.93723	12	112
4.56251	0.88592	1.9406	14	112
4.55422	0.88848	1.95093	16	112
1.39649	2.25241	1.19493	18	112
2.07538	1.74248	1.95595	20	112
0.43677	1.96997	4.539	22	112
0.4424	1.97427	4.54858	24	112
4.11791	0.85772	2.43499	26	112
4.10226	0.86537	2.44633	28	112
4.10295	0.86518	2.44463	30	112
4.10125	0.86632	2.44791	32	112
4.09515	0.86654	2.44031	34	112
1.51104	1.96885	3.56004	36	112
1.51245	1.96337	3.56054	38	112
1.50835	1.96301	3.55989	40	112
1.50835	1.96301	3.55989	42	112
0.83821	1.91887	2.03794	44	112
0.83494	1.92408	2.03732	46	112
0.83345	1.92323	2.03911	48	112
0.83247	1.91966	2.0404	50	112
0.83819	1.92628	2.03773	52	112
0.83653	1.92662	2.03709	54	112
0.84162	1.92904	2.03919	56	112
0.8381	1.9287	2.04125	58	112
0.84152	1.93048	2.03548	60	112
0.84527	1.93684	2.03768	62	112
3.4021	1.67447	5.73251	64	112
3.40275	1.67922	5.73049	66	112
3.40491	1.6697	5.73596	68	112
3.40481	1.66747	5.74356	70	112
2.6426	1.71188	6.00708	72	112
5.78184	1.42826	3.41272	74	112
5.78232	1.42389	3.41046	76	112
5.78058	1.42636	3.41274	78	112
5.78115	1.4306	3.41024	80	112
5.78296	1.43338	3.40749	82	112
5.78432	1.43492	3.40579	84	112
5.78185	1.43414	3.4066	86	112
2.63812	1.70541	6.01769	88	112
2.636	1.70451	6.01991	90	112
5.77912	1.43689	3.40638	92	112
5.78035	1.44328	3.40332	94	112
5.7814	1.44323	3.40497	96	112
2.63948	1.69948	6.01878	98	112
5.77892	1.43676	3.40654	100	112
5.77882	1.43711	3.40584	102	112
5.77879	1.43665	3.40666	104	112
5.78209	1.43696	3.40473	106	112
5.78086	1.44059	3.40359	108	112
5.78945	1.43981	3.40093	110	112
4.29861	0.66234	2.1407	112	112
1.15539	2.47709	4.14257	114	112
2.72013	1.14454	3.0051	116	112
4.24141	1.68913	5.84754	118	112
2.7184	1.13767	3.01239	120	112
3.67909	1.20816	4.7273	122	112
5.24333	1.54251	2.78433	124	112
3.75104	2.7866	0.09016	126	112
3.74914	2.78496	0.08326	128	112
3.75861	2.78508	0.08625	130	112
5.2499	1.54825	2.78231	132	112
5.25143	1.55112	2.77671	134	112
5.24739	1.54894	2.78233	136	112
3.73715	2.77618	0.06058	138	112
2.11263	1.59139	1.93714	140	112
1.95575	1.4124	2.49799	142	112
0.5969	2.47842	4.97637	144	112
3.40924	2.20765	6.08027	146	112
1.95896	1.40865	2.49478	148	112
1.9568	1.40979	2.49728	150	112
1.96158	1.4076	2.49457	152	112
1.958	1.4052	2.49951	154	112
3.39619	2.20298	6.07862	156	112
4.26186	1.26566	2.66914	158	112
1.11808	1.87557	2.03916	160	112
1.12174	1.87468	2.04351	162	112
1.12186	1.87816	2.04384	164	112
1.12807	1.88214	2.04556	166	112
1.1253	1.88008	2.04235	168	112
1.12408	1.88273	2.04224	170	112
1.12838	1.8847	2.04196	172	112
1.12611	1.87435	2.04304	174	112
6.25786	1.94093	4.40092	176	112
1.68745	1.85684	1.97644	178	112
6.27488	1.95696	4.40358	180	112
6.27525	1.958	4.40216	182	112
6.27569	1.95611	4.4046	184	112
6.27499	1.95545	4.40315	186	112
6.27504	1.95816	4.40177	188	112
6.27599	1.95972	4.40205	190	112
6.27256	1.96038	4.40236	192	112
1.02186	1.7886	1.92202	0	114
1.02345	1.79006	1.91943	2	114
1.02276	1.7941	1.92236	4	114
1.02055	1.78887	1.91945	6	114
1.0276	1.78711	1.92013	8	114
4.56411	0.88043	1.92877	10	114
4.56405	0.88498	1.9425	12	114
4.55091	0.88267	1.94777	14	114
4.55503	0.88317	1.95235	16	114
4.55893	0.89087	1.93801	18	114
4.54787	0.89256	1.96109	20	114
2.07152	1.73138	1.96947	22	114
4.10611	0.86644	2.44451	24	114
4.10018	0.86666	2.44419	26	114
4.10474	0.86537	2.44226	28	114
4.10511	0.86673	2.44341	30	114
4.09906	0.87036	2.44787	32	114
4.09756	0.86602	2.44293	34	114
1.5142	1.96689	3.55677	36	114
1.51608	1.96495	3.55879	38	114
1.51185	1.96096	3.56216	40	114
1.51619	1.96266	3.56752	42	114
0.82911	1.92045	2.03132	44	114
0.83531	1.92574	2.0367	46	114
0.83649	1.92318	2.03636	48	114
0.83131	1.91892	2.03985	50	114
0.83641	1.92306	2.04245	52	114
0.8385	1.92503	2.04148	54	114
0.8357	1.92364	2.04079	56	114
0.84046	1.93096	2.04212	58	114
0.83365	1.92047	2.03355	60	114
3.40391	1.66187	5.73977	62	114
3.41055	1.67104	5.73477	64	114
4.80615	0.55975	1.76802	66	114
4.81144	0.55509	1.76199	68	114
3.40931	1.66805	5.73732	70	114
5.77607	1.43425	3.41998	72	114
5.77883	1.42498	3.41543	74	114
5.78038	1.42399	3.41032	76	114
2.64083	1.71534	6.01266	78	114
5.7862	1.4339	3.40754	80	114
2.63886	1.71155	6.01438	82	114
2.64052	1.70422	6.01925	84	114
2.646	1.69962	6.01952	86	114
2.64411	1.69795	6.02005	88	114
5.7832	1.43718	3.40627	90	114
5.78147	1.43645	3.40647	92	114
2.6383	1.69993	6.01912	94	114
5.78008	1.44147	3.40613	96	114
5.77921	1.43751	3.40572	98	114
2.63811	1.70366	6.01864	100	114
5.77796	1.43738	3.40414	102	114
2.6372	1.69954	6.01994	104	114
5.77785	1.43641	3.40618	106	114
5.77426	1.43903	3.40599	108	114
4.22952	1.69245	5.86443	110	114
4.23354	1.69714	5.86643	112	114
4.23544	1.69849	5.85294	114	114
4.24261	1.70016	5.85656	116	114
4.2464	1.70144	5.8565	118	114
4.24574	1.69766	5.8535	120	114
2.72442	1.13747	3.01211	122	114
5.24963	1.54867	1.21254	124	114
5.24951	1.55348	2.78703	126	114
3.74628	2.78613	0.07811	128	114
3.75528	2.7903	0.08654	130	114
3.66777	1.21618	3.1714	132	114
5.25151	1.55136	2.77633	134	114
5.25059	1.54708	2.78557	136	114
3.75707	2.7764	0.08218	138	114
2.11164	1.59757	1.93715	140	114
1.95859	1.41281	2.49778	142	114
1.95516	1.41161	2.49308	144	114
0.58974	2.47183	4.96999	146	114
0.59661	2.48025	4.97677	148	114
0.59554	2.47796	4.97847	150	114
1.95766	1.41076	2.4968	152	114
3.40794	2.20423	6.08318	154	114
3.39926	2.19886	6.07467	156	114
3.40476	2.20315	6.07958	158	114
1.11896	1.87641	2.04337	160	114
1.11899	1.87531	2.04425	162	114
1.12072	1.87753	2.04398	164	114
1.12496	1.8817	2.04104	166	114
1.12385	1.88488	2.04427	168	114
1.12721	1.88101	2.04261	170	114
1.1213	1.87709	2.0424	172	114
1.12083	1.87086	2.03921	174	114
6.26373	1.95424	4.39734	176	114
6.27195	1.95943	4.4023	178	114
6.27614	1.96004	4.40227	180	114
6.28087	1.96199	4.4008	182	114
6.28085	1.95766	4.40176	184	114
6.27643	1.96226	4.40166	186	114
6.27617	1.95875	4.4032	188	114
6.28115	1.95968	4.40298	190	114
6.27546	1.95681	4.40229	192	114
1.02192	1.79213	1.92191	0	116
1.0219	1.79149	1.92113	2	116
1.02308	1.79415	1.92286	4	116
1.02946	1.79345	1.92707	6	116
3.23374	1.85847	5.43702	8	116
4.57133	0.88263	1.93115	10	116
4.57158	0.8855	1.93265	12	116
4.55472	0.8796	1.94685	14	116
4.57015	0.88378	1.93313	16	116
4.55093	0.88139	1.94504	18	116
4.56143	0.88781	1.936	20	116
4.11939	0.85755	2.43264	22	116
4.10639	0.86513	2.44191	24	116
4.11089	0.86018	2.43177	26	116
4.10437	0.86736	2.44454	28	116
4.10246	0.86918	2.44509	30	116
4.10341	0.86477	2.44444	32	116
4.1005	0.86575	2.4418	34	116
1.52268	1.96058	3.5577	36	116
1.5089	1.97125	1.98797	38	116
1.5129	1.96721	3.55888	40	116
1.51211	1.96474	3.56145	42	116
1.50835	1.96301	3.55989	44	116
0.82809	1.91713	2.03838	46	116
0.83125	1.91771	2.03826	48	116
0.83111	1.9204	2.03933	50	116
0.83253	1.91953	2.0416	52	116
0.83803	1.92521	2.03811	54	116
0.83871	1.92797	2.03802	56	116
0.84887	1.93506	2.04543	58	116
1.60198	2.59845	1.32871	60	116
3.4002	1.67662	5.7364	62	116
3.40547	1.67256	5.73297	64	116
3.40441	1.66992	5.7367	66	116
3.40969	1.67076	5.73555	68	116
3.40576	1.6712	5.73505	70	116
5.7814	1.42588	3.41816	72	116
5.78081	1.42657	3.41217	74	116
5.78154	1.42614	3.41226	76	116
5.78422	1.43099	3.41091	78	116
2.64296	1.71004	6.01744	80	116
2.64644	1.70343	6.01576	82	116
2.6438	1.70743	6.0192	84	116
2.64585	1.7024	6.02081	86	116
5.78044	1.44122	3.40716	88	116
5.77911	1.44252	3.4045	90	116
5.78034	1.4411	3.40717	92	116
5.78057	1.44186	3.40453	94	116
2.63991	1.69842	6.01966	96	116
5.77912	1.4374	3.40531	98	116
5.7794	1.43572	3.40734	100	116
2.63987	1.70496	6.01917	102	116
5.77871	1.43697	3.40584	104	116
5.77709	1.43611	3.40594	106	116
5.77426	1.43903	3.40599	108	116
4.23908	1.69861	5.86102	110	116
4.23715	1.69803	5.85919	112	116
4.23956	1.70024	5.85139	114	116
4.24123	1.70072	5.85224	116	116
4.24204	1.69955	5.85061	118	116
4.2443	1.69752	5.85083	120	116
5.54462	0.4415	1.86384	122	116
2.73169	1.14478	3.00456	124	116
2.43729	2.68973	6.01277	126	116
3.68511	1.20985	4.72537	128	116
5.24858	1.55231	2.77973	130	116
3.74952	2.78729	0.07627	132	116
3.74953	2.78356	0.07626	134	116
3.66762	1.20799	3.16246	136	116
3.73027	2.76816	0.05585	138	116
0.59395	2.48015	4.97145	140	116
1.96113	1.40737	2.49415	142	116
0.59691	2.48009	4.97637	144	116
0.59905	2.4784	4.97756	146	116
0.59603	2.47886	4.97564	148	116
0.60228	2.48575	4.98098	150	116
0.60352	2.4817	4.98533	152	116
1.95897	1.40903	2.49601	154	116
1.956	1.40805	2.50204	156	116
1.95718	1.40584	2.49905	158	116
1.95611	1.40322	2.50302	160	116
3.40528	2.20825	6.08181	162	116
1.12074	1.87621	2.04178	164	116
1.12094	1.87748	2.04194	166	116
1.12485	1.88288	2.0426	168	116
1.12754	1.88181	2.04199	170	116
1.12179	1.87806	2.04331	172	116
1.12861	1.8657	2.0434	174	116
1.68289	1.85753	1.97633	176	116
6.27613	1.95861	4.40241	178	116
6.27514	1.95785	4.40113	180	116
6.27628	1.96212	4.40175	182	116
6.28124	1.96198	4.40054	184	116
6.27516	1.95536	4.40411	186	116
6.27835	1.96074	4.40228	188	116
6.27661	1.95761	4.40377	190	116
6.27989	1.95586	4.40321	192	116
1.02489	1.78739	1.91411	0	118
1.02476	1.78788	1.91902	2	118
1.02152	1.79483	1.92737	4	118
3.24372	1.84816	5.43636	6	118
4.56281	0.88266	1.93102	8	118
4.57488	0.88579	1.92881	10	118
4.56174	0.88289	1.94441	12	118
4.56596	0.88438	1.93611	14	118
4.56752	0.88262	1.93609	16	118
4.56259	0.88013	1.93326	18	118
4.56291	0.89157	1.94142	20	118
4.11437	0.86976	2.43719	22	118
4.10303	0.8678	2.44309	24	118
4.10425	0.86732	2.44409	26	118
4.10594	0.86677	2.44202	28	118
4.10323	0.86854	2.44509	30	118
4.10211	0.86935	2.44531	32	118
4.10476	0.867	2.44212	34	118
4.09902	0.86585	2.43803	36	118
1.52524	1.96357	3.55699	38	118
1.5126	1.96709	1.98151	40	118
1.51175	1.96697	3.56142	42	118
1.51501	1.9635	3.56187	44	118
0.83619	1.92474	2.04703	46	118
0.82908	1.92127	2.04167	48	118
0.83387	1.92683	2.04309	50	118
0.83498	1.92848	2.04482	52	118
0.83241	1.91845	2.03838	54	118
0.83885	1.93003	2.04197	56	118
0.84959	1.93716	2.04799	58	118
3.39599	1.67446	5.739	60	118
3.40069	1.67705	5.73597	62	118
4.81354	0.55698	1.75991	64	118
3.40417	1.66866	5.73636	66	118
4.81078	0.5569	1.7652	68	118
3.40466	1.67003	5.73378	70	118
3.40776	1.67331	5.74319	72	118
5.78466	1.4303	3.41168	74	118
2.64514	1.71431	6.01023	76	118
5.78284	1.42909	3.41254	78	118
2.64174	1.71211	6.01419	80	118
2.6444	1.70266	6.0175	82	118
2.64767	1.70426	6.01517	84	118
2.64743	1.69973	6.0191	86	118
2.64694	1.69911	6.0195	88	118
2.64225	1.69894	6.01972	90	118
5.78233	1.44237	3.40348	92	118
5.78173	1.44094	3.4086	94	118
5.78133	1.44326	3.40512	96	118
2.64234	1.6998	6.01871	98	118
5.78117	1.43751	3.40487	100	118
5.77644	1.43635	3.40534	102	118
5.77973	1.43697	3.40599	104	118
5.78016	1.44103	3.40253	106	118
5.78932	1.44172	3.39887	108	118
4.2336	1.69591	5.85521	110	118
4.23947	1.69628	5.85662	112	118
4.2421	1.69959	5.85205	114	118
4.2389	1.69902	5.85009	116	118
4.24617	1.70086	5.85087	118	118
4.24242	1.69929	5.85318	120	118
4.24797	1.70155	5.85443	122	118
4.24746	1.69133	5.85067	124	118
2.73271	1.13881	3.01058	126	118
2.42385	2.69642	6.00664	128	118
3.73905	2.78103	0.06744	130	118
3.67223	1.21822	4.73592	132	118
3.66503	1.21667	3.17157	134	118
3.73779	2.7845	0.06393	136	118
1.95636	1.41244	2.49871	138	118
0.59267	2.48513	4.97369	140	118
