X	Y	phi1	phi	phi2
128.0	82.0	1.72219	2.38293	3.59051
128.0	84.0	1.72219	2.38293	3.59051
128.0	86.0	1.72219	2.38293	3.59051
128.0	88.0	1.72219	2.38293	3.59051
128.0	90.0	1.72219	2.38293	3.59051
128.0	92.0	1.72219	2.38293	3.59051
128.0	94.0	1.72219	2.38293	3.59051
128.0	96.0	5.93086	1.24241	1.18589
128.0	98.0	5.93026	1.22784	1.19356
128.0	100.0	5.93026	1.22784	1.19356
128.0	102.0	3.73819	2.77865	0.06027
128.0	104.0	3.73819	2.77865	0.06027
128.0	106.0	3.73819	2.77865	0.06027
128.0	108.0	3.73819	2.77865	0.06027
128.0	110.0	3.73819	2.77865	0.06027
128.0	112.0	3.73819	2.77865	0.06027
128.0	114.0	3.73819	2.77865	0.06027
128.0	116.0	3.73819	2.77865	0.06027
128.0	118.0	3.73819	2.77865	0.06027
128.0	120.0	3.73819	2.77865	0.06027
128.0	122.0	4.24743	1.69977	5.8585
128.0	124.0	4.24743	1.69977	5.8585
128.0	126.0	4.24743	1.69977	5.8585
128.0	128.0	4.24743	1.69977	5.8585
128.0	130.0	4.24743	1.69977	5.8585
128.0	132.0	4.24743	1.69977	5.8585
128.0	134.0	4.24743	1.69977	5.8585
128.0	136.0	4.24743	1.69977	5.8585
128.0	138.0	4.24743	1.69977	5.8585
128.0	140.0	6.28201	0.98094	2.5892
128.0	142.0	6.28201	0.98094	2.5892
128.0	144.0	6.28201	0.98094	2.5892
128.0	146.0	6.28201	0.98094	2.5892
128.0	148.0	6.28201	0.98094	2.5892
128.0	150.0	6.28201	0.98094	2.5892
128.0	152.0	6.28201	0.98094	2.5892
128.0	154.0	6.28201	0.98094	2.5892
128.0	156.0	1.98554	2.59406	4.99814
128.0	158.0	1.98554	2.59406	4.99814
128.0	160.0	1.98554	2.59406	4.99814
128.0	162.0	1.98554	2.59406	4.99814
128.0	164.0	1.98554	2.59406	4.99814
128.0	166.0	1.98554	2.59406	4.99814
128.0	168.0	1.98554	2.59406	4.99814
128.0	170.0	1.98554	2.59406	4.99814
128.0	172.0	6.23988	0.832	2.6705
128.0	174.0	6.23988	0.832	2.6705
128.0	176.0	6.23988	0.832	2.6705
128.0	178.0	6.23988	0.832	2.6705
128.0	180.0	1.19798	1.91286	2.34933
128.0	182.0	1.19798	1.91286	2.34933
128.0	184.0	1.19798	1.91286	2.34933
128.0	186.0	1.19798	1.91286	2.34933
128.0	188.0	1.19798	1.91286	2.34933
128.0	190.0	1.19798	1.91286	2.34933
128.0	192.0	1.19798	1.91286	2.34933
130.0	0.0	1.19798	1.91286	2.34933
130.0	2.0	4.13009	0.96922	5.20343
130.0	4.0	1.43789	2.29849	3.43611
130.0	6.0	1.43789	2.29849	3.43611
130.0	8.0	1.43789	2.29849	3.43611
130.0	10.0	1.43789	2.29849	3.43611
130.0	12.0	1.43789	2.29849	3.43611
130.0	14.0	1.43789	2.29849	3.43611
130.0	16.0	1.43789	2.29849	3.43611
130.0	18.0	1.43789	2.29849	3.43611
130.0	20.0	1.44767	2.29339	3.43712
130.0	22.0	1.44767	2.29339	3.43712
130.0	24.0	1.44767	2.29339	3.43712
130.0	26.0	1.44767	2.29339	3.43712
130.0	28.0	4.2909	2.60268	0.13887
130.0	30.0	4.2909	2.60268	0.13887
130.0	32.0	1.38816	2.30786	1.82402
130.0	34.0	1.38816	2.30786	1.82402
130.0	36.0	1.38816	2.30786	1.82402
130.0	38.0	1.38816	2.30786	1.82402
130.0	40.0	1.38816	2.30786	1.82402
130.0	42.0	1.38816	2.30786	1.82402
130.0	44.0	3.97825	1.15659	4.77255
130.0	46.0	3.97825	1.15659	4.77255
130.0	48.0	3.97825	1.15659	4.77255
130.0	50.0	3.9676	1.15227	4.78058
130.0	52.0	3.9676	1.15227	4.78058
130.0	54.0	3.9676	1.15227	4.78058
130.0	56.0	3.9676	1.15227	4.78058
130.0	58.0	3.97334	1.15709	4.77915
130.0	60.0	3.97334	1.15709	4.77915
130.0	62.0	3.97334	1.15709	4.77915
130.0	64.0	3.97334	1.15709	4.77915
130.0	66.0	3.97334	1.15709	4.77915
130.0	68.0	3.97334	1.15709	4.77915
130.0	70.0	3.97334	1.15709	4.77915
130.0	72.0	2.94294	1.28493	2.43049
130.0	74.0	2.94294	1.28493	2.43049
130.0	76.0	2.94294	1.28493	2.43049
130.0	78.0	2.94294	1.28493	2.43049
130.0	80.0	2.94294	1.28493	2.43049
130.0	82.0	2.94294	1.28493	2.43049
130.0	84.0	1.72219	2.38293	3.59051
130.0	86.0	1.72219	2.38293	3.59051
130.0	88.0	1.72219	2.38293	3.59051
130.0	90.0	1.72219	2.38293	3.59051
130.0	92.0	1.72219	2.38293	3.59051
130.0	94.0	1.72219	2.38293	3.59051
130.0	96.0	1.72219	2.38293	3.59051
130.0	98.0	1.72219	2.38293	3.59051
130.0	100.0	3.73819	2.77865	0.06027
130.0	102.0	3.73819	2.77865	0.06027
130.0	104.0	3.73819	2.77865	0.06027
130.0	106.0	3.73819	2.77865	0.06027
130.0	108.0	3.73819	2.77865	0.06027
130.0	110.0	3.73819	2.77865	0.06027
130.0	112.0	3.73819	2.77865	0.06027
130.0	114.0	3.73819	2.77865	0.06027
130.0	116.0	3.73819	2.77865	0.06027
130.0	118.0	3.73819	2.77865	0.06027
130.0	120.0	0.59458	2.47604	4.97395
130.0	122.0	0.59458	2.47604	4.97395
130.0	124.0	0.59458	2.47604	4.97395
130.0	126.0	4.24743	1.69977	5.8585
130.0	128.0	4.24743	1.69977	5.8585
130.0	130.0	4.24743	1.69977	5.8585
130.0	132.0	4.24743	1.69977	5.8585
130.0	134.0	4.24743	1.69977	5.8585
130.0	136.0	4.24743	1.69977	5.8585
130.0	138.0	6.28201	0.98094	2.5892
130.0	140.0	6.28201	0.98094	2.5892
130.0	142.0	6.28201	0.98094	2.5892
130.0	144.0	6.28201	0.98094	2.5892
130.0	146.0	6.28201	0.98094	2.5892
130.0	148.0	6.28201	0.98094	2.5892
130.0	150.0	6.28201	0.98094	2.5892
130.0	152.0	6.28201	0.98094	2.5892
130.0	154.0	6.28201	0.98094	2.5892
130.0	156.0	5.12054	0.549	1.29527
130.0	158.0	5.12054	0.549	1.29527
130.0	160.0	1.98554	2.59406	4.99814
130.0	162.0	1.98554	2.59406	4.99814
130.0	164.0	1.98554	2.59406	4.99814
130.0	166.0	1.98554	2.59406	4.99814
130.0	168.0	1.98554	2.59406	4.99814
130.0	170.0	1.98554	2.59406	4.99814
130.0	172.0	6.23988	0.832	2.6705
130.0	174.0	6.23988	0.832	2.6705
130.0	176.0	6.23988	0.832	2.6705
130.0	178.0	1.19798	1.91286	2.34933
130.0	180.0	1.19798	1.91286	2.34933
130.0	182.0	1.19798	1.91286	2.34933
130.0	184.0	1.19798	1.91286	2.34933
130.0	186.0	1.19798	1.91286	2.34933
130.0	188.0	1.19798	1.91286	2.34933
130.0	190.0	1.19798	1.91286	2.34933
130.0	192.0	1.19798	1.91286	2.34933
132.0	0.0	1.19798	1.91286	2.34933
132.0	2.0	1.43789	2.29849	3.43611
132.0	4.0	1.43789	2.29849	3.43611
132.0	6.0	1.43789	2.29849	3.43611
132.0	8.0	1.43789	2.29849	3.43611
132.0	10.0	1.43789	2.29849	3.43611
132.0	12.0	1.43789	2.29849	3.43611
132.0	14.0	1.43789	2.29849	3.43611
132.0	16.0	1.43789	2.29849	3.43611
132.0	18.0	1.43789	2.29849	3.43611
132.0	20.0	1.43789	2.29849	3.43611
132.0	22.0	1.38816	2.30786	1.82402
132.0	24.0	1.38816	2.30786	1.82402
132.0	26.0	1.38816	2.30786	1.82402
132.0	28.0	1.38816	2.30786	1.82402
132.0	30.0	1.38816	2.30786	1.82402
132.0	32.0	1.38816	2.30786	1.82402
132.0	34.0	1.38816	2.30786	1.82402
132.0	36.0	1.38816	2.30786	1.82402
132.0	38.0	1.38816	2.30786	1.82402
132.0	40.0	1.38816	2.30786	1.82402
132.0	42.0	1.38816	2.30786	1.82402
132.0	44.0	3.97825	1.15659	4.77255
132.0	46.0	3.97825	1.15659	4.77255
132.0	48.0	3.97825	1.15659	4.77255
132.0	50.0	3.97825	1.15659	4.77255
132.0	52.0	3.9676	1.15227	4.78058
132.0	54.0	3.9676	1.15227	4.78058
132.0	56.0	3.9676	1.15227	4.78058
132.0	58.0	3.9676	1.15227	4.78058
132.0	60.0	3.97334	1.15709	4.77915
132.0	62.0	3.97334	1.15709	4.77915
132.0	64.0	3.97334	1.15709	4.77915
132.0	66.0	3.97334	1.15709	4.77915
132.0	68.0	3.97334	1.15709	4.77915
132.0	70.0	3.97334	1.15709	4.77915
132.0	72.0	2.94294	1.28493	2.43049
132.0	74.0	2.94294	1.28493	2.43049
132.0	76.0	2.94294	1.28493	2.43049
132.0	78.0	2.94294	1.28493	2.43049
132.0	80.0	2.94294	1.28493	2.43049
132.0	82.0	2.94294	1.28493	2.43049
132.0	84.0	1.72219	2.38293	3.59051
132.0	86.0	1.72219	2.38293	3.59051
132.0	88.0	1.72219	2.38293	3.59051
132.0	90.0	1.72219	2.38293	3.59051
132.0	92.0	1.72219	2.38293	3.59051
132.0	94.0	1.72219	2.38293	3.59051
132.0	96.0	1.72219	2.38293	3.59051
132.0	98.0	1.72219	2.38293	3.59051
132.0	100.0	3.73819	2.77865	0.06027
132.0	102.0	3.73819	2.77865	0.06027
132.0	104.0	3.73819	2.77865	0.06027
132.0	106.0	3.73819	2.77865	0.06027
132.0	108.0	3.73819	2.77865	0.06027
132.0	110.0	3.73819	2.77865	0.06027
132.0	112.0	3.73819	2.77865	0.06027
132.0	114.0	3.73819	2.77865	0.06027
132.0	116.0	3.73819	2.77865	0.06027
132.0	118.0	3.73819	2.77865	0.06027
132.0	120.0	0.59458	2.47604	4.97395
132.0	122.0	0.59458	2.47604	4.97395
132.0	124.0	0.59458	2.47604	4.97395
132.0	126.0	4.24743	1.69977	5.8585
132.0	128.0	4.24743	1.69977	5.8585
132.0	130.0	4.24743	1.69977	5.8585
132.0	132.0	4.24743	1.69977	5.8585
132.0	134.0	4.24743	1.69977	5.8585
132.0	136.0	4.24743	1.69977	5.8585
132.0	138.0	6.28201	0.98094	2.5892
132.0	140.0	6.28201	0.98094	2.5892
132.0	142.0	6.28201	0.98094	2.5892
132.0	144.0	6.28201	0.98094	2.5892
132.0	146.0	6.28201	0.98094	2.5892
132.0	148.0	6.28201	0.98094	2.5892
132.0	150.0	6.28201	0.98094	2.5892
132.0	152.0	6.28201	0.98094	2.5892
132.0	154.0	6.28201	0.98094	2.5892
132.0	156.0	5.12054	0.549	1.29527
132.0	158.0	5.12054	0.549	1.29527
132.0	160.0	5.12054	0.549	1.29527
132.0	162.0	1.98554	2.59406	4.99814
132.0	164.0	1.98554	2.59406	4.99814
132.0	166.0	1.98554	2.59406	4.99814
132.0	168.0	1.98554	2.59406	4.99814
132.0	170.0	1.98554	2.59406	4.99814
132.0	172.0	6.23988	0.832	2.6705
132.0	174.0	6.23988	0.832	2.6705
132.0	176.0	1.19798	1.91286	2.34933
132.0	178.0	1.19798	1.91286	2.34933
132.0	180.0	1.19798	1.91286	2.34933
132.0	182.0	1.19798	1.91286	2.34933
132.0	184.0	1.19798	1.91286	2.34933
132.0	186.0	1.19798	1.91286	2.34933
132.0	188.0	1.19798	1.91286	2.34933
132.0	190.0	1.19798	1.91286	2.34933
132.0	192.0	1.19798	1.91286	2.34933
134.0	0.0	1.19798	1.91286	2.34933
134.0	2.0	0.97975	1.57655	1.2853
134.0	4.0	0.97975	1.57655	1.2853
134.0	6.0	1.43789	2.29849	3.43611
134.0	8.0	1.43789	2.29849	3.43611
134.0	10.0	1.43789	2.29849	3.43611
134.0	12.0	1.43789	2.29849	3.43611
134.0	14.0	1.43789	2.29849	3.43611
134.0	16.0	1.43789	2.29849	3.43611
134.0	18.0	1.43789	2.29849	3.43611
134.0	20.0	1.43789	2.29849	3.43611
134.0	22.0	1.38816	2.30786	1.82402
134.0	24.0	1.38816	2.30786	1.82402
134.0	26.0	1.38816	2.30786	1.82402
134.0	28.0	1.38816	2.30786	1.82402
134.0	30.0	1.38816	2.30786	1.82402
134.0	32.0	1.38816	2.30786	1.82402
134.0	34.0	1.38816	2.30786	1.82402
134.0	36.0	1.38816	2.30786	1.82402
134.0	38.0	1.38816	2.30786	1.82402
134.0	40.0	1.38816	2.30786	1.82402
134.0	42.0	1.38816	2.30786	1.82402
134.0	44.0	3.97825	1.15659	4.77255
134.0	46.0	3.97825	1.15659	4.77255
134.0	48.0	3.97825	1.15659	4.77255
134.0	50.0	3.9676	1.15227	4.78058
134.0	52.0	3.97825	1.15659	4.77255
134.0	54.0	3.9676	1.15227	4.78058
134.0	56.0	3.9676	1.15227	4.78058
134.0	58.0	3.9676	1.15227	4.78058
134.0	60.0	3.9676	1.15227	4.78058
134.0	62.0	3.97334	1.15709	4.77915
134.0	64.0	3.97334	1.15709	4.77915
134.0	66.0	3.97334	1.15709	4.77915
134.0	68.0	3.97334	1.15709	4.77915
134.0	70.0	3.97334	1.15709	4.77915
134.0	72.0	2.94294	1.28493	2.43049
134.0	74.0	2.94294	1.28493	2.43049
134.0	76.0	2.94294	1.28493	2.43049
134.0	78.0	2.94294	1.28493	2.43049
134.0	80.0	2.94294	1.28493	2.43049
134.0	82.0	2.94294	1.28493	2.43049
134.0	84.0	1.72219	2.38293	3.59051
134.0	86.0	1.72219	2.38293	3.59051
134.0	88.0	1.72219	2.38293	3.59051
134.0	90.0	1.72219	2.38293	3.59051
134.0	92.0	1.72219	2.38293	3.59051
134.0	94.0	1.72219	2.38293	3.59051
134.0	96.0	1.72219	2.38293	3.59051
134.0	98.0	1.46567	1.92212	3.4775
134.0	100.0	3.73819	2.77865	0.06027
134.0	102.0	3.73819	2.77865	0.06027
134.0	104.0	3.73819	2.77865	0.06027
134.0	106.0	3.73819	2.77865	0.06027
134.0	108.0	3.73819	2.77865	0.06027
134.0	110.0	3.73819	2.77865	0.06027
134.0	112.0	3.73819	2.77865	0.06027
134.0	114.0	3.73819	2.77865	0.06027
134.0	116.0	3.73819	2.77865	0.06027
134.0	118.0	0.59458	2.47604	4.97395
134.0	120.0	0.59458	2.47604	4.97395
134.0	122.0	0.59458	2.47604	4.97395
134.0	124.0	0.59458	2.47604	4.97395
134.0	126.0	0.59458	2.47604	4.97395
134.0	128.0	0.59458	2.47604	4.97395
134.0	130.0	0.59458	2.47604	4.97395
134.0	132.0	4.24743	1.69977	5.8585
134.0	134.0	4.24743	1.69977	5.8585
134.0	136.0	6.28201	0.98094	2.5892
134.0	138.0	6.28201	0.98094	2.5892
134.0	140.0	6.28201	0.98094	2.5892
134.0	142.0	6.28201	0.98094	2.5892
134.0	144.0	6.28201	0.98094	2.5892
134.0	146.0	6.28201	0.98094	2.5892
134.0	148.0	6.28201	0.98094	2.5892
134.0	150.0	6.28201	0.98094	2.5892
134.0	152.0	6.28201	0.98094	2.5892
134.0	154.0	6.28201	0.98094	2.5892
134.0	156.0	5.12054	0.549	1.29527
134.0	158.0	5.12054	0.549	1.29527
134.0	160.0	5.12054	0.549	1.29527
134.0	162.0	5.12054	0.549	1.29527
134.0	164.0	5.12054	0.549	1.29527
134.0	166.0	1.98554	2.59406	4.99814
134.0	168.0	1.98554	2.59406	4.99814
134.0	170.0	1.98554	2.59406	4.99814
134.0	172.0	6.23988	0.832	2.6705
134.0	174.0	1.19798	1.91286	2.34933
134.0	176.0	1.19798	1.91286	2.34933
134.0	178.0	1.19798	1.91286	2.34933
134.0	180.0	1.19798	1.91286	2.34933
134.0	182.0	1.19798	1.91286	2.34933
134.0	184.0	1.19798	1.91286	2.34933
134.0	186.0	1.19798	1.91286	2.34933
134.0	188.0	1.19798	1.91286	2.34933
134.0	190.0	1.19798	1.91286	2.34933
134.0	192.0	1.19798	1.91286	2.34933
136.0	0.0	0.97975	1.57655	1.2853
136.0	2.0	0.97975	1.57655	1.2853
136.0	4.0	0.97975	1.57655	1.2853
136.0	6.0	1.43789	2.29849	3.43611
136.0	8.0	1.43789	2.29849	3.43611
136.0	10.0	1.43789	2.29849	3.43611
136.0	12.0	1.43789	2.29849	3.43611
136.0	14.0	1.43789	2.29849	3.43611
136.0	16.0	1.43789	2.29849	3.43611
136.0	18.0	1.43789	2.29849	3.43611
136.0	20.0	1.43789	2.29849	3.43611
136.0	22.0	1.38816	2.30786	1.82402
136.0	24.0	1.38816	2.30786	1.82402
136.0	26.0	1.38816	2.30786	1.82402
136.0	28.0	1.38816	2.30786	1.82402
136.0	30.0	1.38816	2.30786	1.82402
136.0	32.0	1.38816	2.30786	1.82402
136.0	34.0	1.38816	2.30786	1.82402
136.0	36.0	1.38816	2.30786	1.82402
136.0	38.0	1.38816	2.30786	1.82402
136.0	40.0	1.38816	2.30786	1.82402
136.0	42.0	1.38816	2.30786	1.82402
136.0	44.0	3.97825	1.15659	4.77255
136.0	46.0	3.97825	1.15659	4.77255
136.0	48.0	3.97825	1.15659	4.77255
136.0	50.0	3.97825	1.15659	4.77255
136.0	52.0	3.97825	1.15659	4.77255
136.0	54.0	3.97825	1.15659	4.77255
136.0	56.0	3.9676	1.15227	4.78058
136.0	58.0	3.9676	1.15227	4.78058
136.0	60.0	3.9676	1.15227	4.78058
136.0	62.0	3.97334	1.15709	4.77915
136.0	64.0	3.97334	1.15709	4.77915
136.0	66.0	3.97334	1.15709	4.77915
136.0	68.0	3.97334	1.15709	4.77915
136.0	70.0	3.97334	1.15709	4.77915
136.0	72.0	2.94294	1.28493	2.43049
136.0	74.0	2.94294	1.28493	2.43049
136.0	76.0	2.94294	1.28493	2.43049
136.0	78.0	2.94294	1.28493	2.43049
136.0	80.0	2.94294	1.28493	2.43049
136.0	82.0	2.94294	1.28493	2.43049
136.0	84.0	1.72219	2.38293	3.59051
136.0	86.0	1.72219	2.38293	3.59051
136.0	88.0	1.72219	2.38293	3.59051
136.0	90.0	1.72219	2.38293	3.59051
136.0	92.0	1.72219	2.38293	3.59051
136.0	94.0	1.72219	2.38293	3.59051
136.0	96.0	1.46567	1.92212	3.4775
136.0	98.0	1.46567	1.92212	3.4775
136.0	100.0	3.73819	2.77865	0.06027
136.0	102.0	3.73819	2.77865	0.06027
136.0	104.0	3.73819	2.77865	0.06027
136.0	106.0	3.73819	2.77865	0.06027
136.0	108.0	3.73819	2.77865	0.06027
136.0	110.0	3.73819	2.77865	0.06027
136.0	112.0	3.73819	2.77865	0.06027
136.0	114.0	3.73819	2.77865	0.06027
136.0	116.0	3.73819	2.77865	0.06027
136.0	118.0	0.59458	2.47604	4.97395
136.0	120.0	0.59458	2.47604	4.97395
136.0	122.0	0.59458	2.47604	4.97395
136.0	124.0	0.59458	2.47604	4.97395
136.0	126.0	0.59458	2.47604	4.97395
136.0	128.0	0.59458	2.47604	4.97395
136.0	130.0	0.59458	2.47604	4.97395
136.0	132.0	0.59458	2.47604	4.97395
136.0	134.0	6.28201	0.98094	2.5892
136.0	136.0	6.28201	0.98094	2.5892
136.0	138.0	6.28201	0.98094	2.5892
136.0	140.0	6.28201	0.98094	2.5892
136.0	142.0	6.28201	0.98094	2.5892
136.0	144.0	6.28201	0.98094	2.5892
136.0	146.0	6.28201	0.98094	2.5892
136.0	148.0	6.28201	0.98094	2.5892
136.0	150.0	6.28201	0.98094	2.5892
136.0	152.0	6.28201	0.98094	2.5892
136.0	154.0	6.28201	0.98094	2.5892
136.0	156.0	5.12054	0.549	1.29527
136.0	158.0	5.12054	0.549	1.29527
136.0	160.0	5.12054	0.549	1.29527
136.0	162.0	5.12054	0.549	1.29527
136.0	164.0	5.12054	0.549	1.29527
136.0	166.0	5.12054	0.549	1.29527
136.0	168.0	5.12054	0.549	1.29527
136.0	170.0	1.98554	2.59406	4.99814
136.0	172.0	1.98554	2.59406	4.99814
136.0	174.0	1.19798	1.91286	2.34933
136.0	176.0	1.19798	1.91286	2.34933
136.0	178.0	1.19798	1.91286	2.34933
136.0	180.0	1.19798	1.91286	2.34933
136.0	182.0	1.19798	1.91286	2.34933
136.0	184.0	1.19798	1.91286	2.34933
136.0	186.0	1.19798	1.91286	2.34933
136.0	188.0	1.19798	1.91286	2.34933
136.0	190.0	5.5962	2.29278	2.68015
136.0	192.0	0.97975	1.57655	1.2853
138.0	0.0	0.97975	1.57655	1.2853
138.0	2.0	0.97975	1.57655	1.2853
138.0	4.0	0.97975	1.57655	1.2853
138.0	6.0	0.97975	1.57655	1.2853
138.0	8.0	1.43789	2.29849	3.43611
138.0	10.0	1.43789	2.29849	3.43611
138.0	12.0	1.43789	2.29849	3.43611
138.0	14.0	1.43789	2.29849	3.43611
138.0	16.0	1.43789	2.29849	3.43611
138.0	18.0	1.43789	2.29849	3.43611
138.0	20.0	1.43789	2.29849	3.43611
138.0	22.0	1.38816	2.30786	1.82402
138.0	24.0	1.38816	2.30786	1.82402
138.0	26.0	1.38816	2.30786	1.82402
138.0	28.0	1.38816	2.30786	1.82402
138.0	30.0	1.38816	2.30786	1.82402
138.0	32.0	1.38816	2.30786	1.82402
138.0	34.0	1.38816	2.30786	1.82402
138.0	36.0	1.38816	2.30786	1.82402
138.0	38.0	1.38816	2.30786	1.82402
138.0	40.0	1.38816	2.30786	1.82402
138.0	42.0	1.38816	2.30786	1.82402
138.0	44.0	3.97825	1.15659	4.77255
138.0	46.0	3.97825	1.15659	4.77255
138.0	48.0	3.97825	1.15659	4.77255
138.0	50.0	3.97825	1.15659	4.77255
138.0	52.0	3.97825	1.15659	4.77255
138.0	54.0	3.97825	1.15659	4.77255
138.0	56.0	3.9676	1.15227	4.78058
138.0	58.0	3.9676	1.15227	4.78058
138.0	60.0	3.9676	1.15227	4.78058
138.0	62.0	3.97334	1.15709	4.77915
138.0	64.0	3.97334	1.15709	4.77915
138.0	66.0	3.97334	1.15709	4.77915
138.0	68.0	3.97334	1.15709	4.77915
138.0	70.0	3.97334	1.15709	4.77915
138.0	72.0	2.94294	1.28493	2.43049
138.0	74.0	2.94294	1.28493	2.43049
138.0	76.0	2.94294	1.28493	2.43049
138.0	78.0	2.94294	1.28493	2.43049
138.0	80.0	2.94294	1.28493	2.43049
138.0	82.0	1.46567	1.92212	3.4775
138.0	84.0	1.46567	1.92212	3.4775
138.0	86.0	1.46567	1.92212	3.4775
138.0	88.0	1.46567	1.92212	3.4775
138.0	90.0	1.46567	1.92212	3.4775
138.0	92.0	1.46567	1.92212	3.4775
138.0	94.0	1.46567	1.92212	3.4775
138.0	96.0	1.46567	1.92212	3.4775
138.0	98.0	1.46567	1.92212	3.4775
138.0	100.0	3.73819	2.77865	0.06027
138.0	102.0	3.73819	2.77865	0.06027
138.0	104.0	3.73819	2.77865	0.06027
138.0	106.0	3.73819	2.77865	0.06027
138.0	108.0	3.73819	2.77865	0.06027
138.0	110.0	3.73819	2.77865	0.06027
138.0	112.0	3.73819	2.77865	0.06027
138.0	114.0	3.73819	2.77865	0.06027
138.0	116.0	0.59458	2.47604	4.97395
138.0	118.0	0.59458	2.47604	4.97395
138.0	120.0	0.59458	2.47604	4.97395
138.0	122.0	0.59458	2.47604	4.97395
138.0	124.0	0.59458	2.47604	4.97395
138.0	126.0	0.59458	2.47604	4.97395
138.0	128.0	0.59458	2.47604	4.97395
138.0	130.0	0.59458	2.47604	4.97395
138.0	132.0	0.60193	2.48345	4.9819
138.0	134.0	0.60193	2.48345	4.9819
138.0	136.0	0.60193	2.48345	4.9819
138.0	138.0	6.28201	0.98094	2.5892
138.0	140.0	6.28201	0.98094	2.5892
138.0	142.0	6.28201	0.98094	2.5892
138.0	144.0	6.28201	0.98094	2.5892
138.0	146.0	6.28201	0.98094	2.5892
138.0	148.0	6.28201	0.98094	2.5892
138.0	150.0	0.36824	0.90934	1.37574
138.0	152.0	0.36824	0.90934	1.37574
138.0	154.0	0.36824	0.90934	1.37574
138.0	156.0	5.12054	0.549	1.29527
138.0	158.0	5.12054	0.549	1.29527
138.0	160.0	5.12054	0.549	1.29527
138.0	162.0	5.12054	0.549	1.29527
138.0	164.0	5.12054	0.549	1.29527
138.0	166.0	5.12054	0.549	1.29527
138.0	168.0	5.12054	0.549	1.29527
138.0	170.0	5.12054	0.549	1.29527
138.0	172.0	1.98554	2.59406	4.99814
138.0	174.0	1.19798	1.91286	2.34933
138.0	176.0	1.19798	1.91286	2.34933
138.0	178.0	5.5962	2.29278	2.68015
138.0	180.0	5.5962	2.29278	2.68015
138.0	182.0	5.5962	2.29278	2.68015
138.0	184.0	5.5962	2.29278	2.68015
138.0	186.0	5.5962	2.29278	2.68015
138.0	188.0	5.5962	2.29278	2.68015
138.0	190.0	0.97975	1.57655	1.2853
138.0	192.0	0.97975	1.57655	1.2853
140.0	0.0	0.97975	1.57655	1.2853
140.0	2.0	0.97975	1.57655	1.2853
140.0	4.0	0.97975	1.57655	1.2853
140.0	6.0	0.97975	1.57655	1.2853
140.0	8.0	0.97975	1.57655	1.2853
140.0	10.0	1.43789	2.29849	3.43611
140.0	12.0	1.43789	2.29849	3.43611
140.0	14.0	1.43789	2.29849	3.43611
140.0	16.0	1.43789	2.29849	3.43611
140.0	18.0	1.43789	2.29849	3.43611
140.0	20.0	1.43789	2.29849	3.43611
140.0	22.0	1.38816	2.30786	1.82402
140.0	24.0	1.38816	2.30786	1.82402
140.0	26.0	1.38816	2.30786	1.82402
140.0	28.0	1.38816	2.30786	1.82402
140.0	30.0	1.38816	2.30786	1.82402
140.0	32.0	1.38816	2.30786	1.82402
140.0	34.0	1.38816	2.30786	1.82402
140.0	36.0	1.38816	2.30786	1.82402
140.0	38.0	1.38816	2.30786	1.82402
140.0	40.0	1.38816	2.30786	1.82402
140.0	42.0	1.38816	2.30786	1.82402
140.0	44.0	3.97825	1.15659	4.77255
140.0	46.0	3.97825	1.15659	4.77255
140.0	48.0	3.97825	1.15659	4.77255
140.0	50.0	3.97825	1.15659	4.77255
140.0	52.0	3.97825	1.15659	4.77255
140.0	54.0	3.97825	1.15659	4.77255
140.0	56.0	3.97825	1.15659	4.77255
140.0	58.0	3.9676	1.15227	4.78058
140.0	60.0	3.9676	1.15227	4.78058
140.0	62.0	3.9676	1.15227	4.78058
140.0	64.0	3.97334	1.15709	4.77915
140.0	66.0	3.97334	1.15709	4.77915
140.0	68.0	3.97334	1.15709	4.77915
140.0	70.0	3.97334	1.15709	4.77915
140.0	72.0	2.94294	1.28493	2.43049
140.0	74.0	2.94294	1.28493	2.43049
140.0	76.0	2.94294	1.28493	2.43049
140.0	78.0	2.94294	1.28493	2.43049
140.0	80.0	2.94294	1.28493	2.43049
140.0	82.0	1.46567	1.92212	3.4775
140.0	84.0	1.46567	1.92212	3.4775
140.0	86.0	1.46567	1.92212	3.4775
140.0	88.0	1.46567	1.92212	3.4775
140.0	90.0	1.46567	1.92212	3.4775
140.0	92.0	1.46567	1.92212	3.4775
140.0	94.0	1.46567	1.92212	3.4775
140.0	96.0	1.46567	1.92212	3.4775
140.0	98.0	1.46567	1.92212	3.4775
140.0	100.0	3.73819	2.77865	0.06027
140.0	102.0	3.73819	2.77865	0.06027
140.0	104.0	3.73819	2.77865	0.06027
140.0	106.0	3.73819	2.77865	0.06027
140.0	108.0	3.73819	2.77865	0.06027
140.0	110.0	3.73819	2.77865	0.06027
140.0	112.0	3.73819	2.77865	0.06027
140.0	114.0	3.73819	2.77865	0.06027
140.0	116.0	0.59458	2.47604	4.97395
140.0	118.0	0.59458	2.47604	4.97395
140.0	120.0	0.59458	2.47604	4.97395
140.0	122.0	0.59458	2.47604	4.97395
140.0	124.0	0.59458	2.47604	4.97395
140.0	126.0	0.59458	2.47604	4.97395
140.0	128.0	0.59458	2.47604	4.97395
140.0	130.0	0.60193	2.48345	4.9819
140.0	132.0	0.60193	2.48345	4.9819
140.0	134.0	0.60193	2.48345	4.9819
