X	Y	phi1	phi	phi2
122.0	180.0	6.23745	0.8357	2.67124
122.0	182.0	1.19211	1.91831	2.35028
122.0	184.0	0.72179	1.62495	1.75022
122.0	186.0	0.72754	1.62152	1.74932
122.0	188.0	0.72493	1.6231	1.75002
122.0	190.0	0.72715	1.62563	1.75086
122.0	192.0	0.72526	1.62303	1.74775
124.0	0.0	0.99507	2.1789	4.23016
124.0	2.0	4.12239	0.95355	2.0578
124.0	4.0	4.14017	0.96005	2.05726
124.0	6.0	4.14221	0.95868	2.05979
124.0	8.0	4.14224	0.9611	2.0544
124.0	10.0	4.14634	0.96365	2.05207
124.0	12.0	4.137	0.96407	2.05526
124.0	14.0	4.13222	0.96349	2.05741
124.0	16.0	1.43081	2.29374	3.4175
124.0	18.0	1.42401	2.29189	3.41533
124.0	20.0	1.44273	2.29156	3.42985
124.0	22.0	1.44767	2.29339	3.43712
124.0	24.0	1.4316	2.29471	1.85865
124.0	26.0	1.43973	2.28686	3.43076
124.0	28.0	1.41013	2.2932	1.82934
124.0	30.0	2.24438	1.38026	0.53631
124.0	32.0	0.80105	2.11373	1.80186
124.0	34.0	0.79442	2.11859	4.93849
124.0	36.0	3.22724	1.78219	5.79925
124.0	38.0	3.22281	1.78689	5.79707
124.0	40.0	3.22263	1.78493	5.79865
124.0	42.0	3.22147	1.78572	5.79692
124.0	44.0	3.22391	1.7851	5.79577
124.0	46.0	3.21638	1.78524	5.79699
124.0	48.0	3.22306	1.76636	5.78679
124.0	50.0	1.75208	1.08534	2.91314
124.0	52.0	3.97758	1.15793	4.77539
124.0	54.0	5.56947	1.51082	1.15914
124.0	56.0	3.97261	1.16085	4.7825
124.0	58.0	5.56915	1.51026	1.15224
124.0	60.0	5.56915	1.51026	1.15224
124.0	62.0	2.94012	1.28199	2.44007
124.0	64.0	2.9518	1.26529	2.43945
124.0	66.0	2.94719	1.26747	2.43929
124.0	68.0	1.69913	2.3926	3.5778
124.0	70.0	1.70583	2.39022	3.58826
124.0	72.0	1.70323	2.3902	3.58083
124.0	74.0	2.94538	1.27471	2.43995
124.0	76.0	2.94598	1.28451	2.43603
124.0	78.0	2.9473	1.28554	2.43758
124.0	80.0	5.92217	1.24536	1.18547
124.0	82.0	5.91768	1.24118	1.18569
124.0	84.0	5.92357	1.24111	1.18534
124.0	86.0	5.92625	1.24355	1.18798
124.0	88.0	5.92882	1.24055	1.18664
124.0	90.0	5.93153	1.24173	1.18536
124.0	92.0	5.93123	1.23845	1.18969
124.0	94.0	5.93114	1.24552	1.18465
124.0	96.0	4.22656	1.20516	5.06068
124.0	98.0	5.25571	1.54738	2.78041
124.0	100.0	5.2484	1.54092	2.78565
124.0	102.0	5.24768	1.54717	2.7805
124.0	104.0	3.73478	2.77903	0.0661
124.0	106.0	3.74186	2.78048	0.06946
124.0	108.0	5.25068	1.54844	2.78056
124.0	110.0	5.24866	1.54385	2.78043
124.0	112.0	5.24333	1.54251	2.78433
124.0	114.0	5.24963	1.54867	1.21254
124.0	116.0	2.73169	1.14478	3.00456
124.0	118.0	4.24746	1.69133	5.85067
124.0	120.0	4.24672	1.70095	5.85667
124.0	122.0	4.24804	1.70127	5.85582
124.0	124.0	4.24718	1.70152	5.85469
124.0	126.0	4.2466	1.70102	5.85648
124.0	128.0	4.24787	1.70005	5.85468
124.0	130.0	4.24641	1.69672	5.86398
124.0	132.0	4.24743	1.69977	5.8585
124.0	134.0	4.25121	1.70065	5.86198
124.0	136.0	6.27284	0.99074	2.58966
124.0	138.0	6.2735	0.98716	2.58913
124.0	140.0	0.00277	0.98586	2.58579
124.0	142.0	0.00051	0.97976	2.58631
124.0	144.0	4.38764	1.11393	5.37475
124.0	146.0	6.28219	0.98291	2.58909
124.0	148.0	6.2824	0.983	2.58974
124.0	150.0	6.27551	0.97683	2.60031
124.0	152.0	6.2759	0.9876	2.60601
124.0	154.0	6.27463	0.98694	2.60912
124.0	156.0	6.28246	0.97548	2.6085
124.0	158.0	0.00435	0.97185	2.59545
124.0	160.0	4.27694	1.06719	2.3878
124.0	162.0	4.32967	1.07988	2.33334
124.0	164.0	4.32831	1.07964	2.3382
124.0	166.0	1.20108	1.91618	2.3552
124.0	168.0	1.21302	1.91249	2.34988
124.0	170.0	1.20287	1.91524	2.34735
124.0	172.0	1.19845	1.90883	2.34524
124.0	174.0	1.19561	1.90886	2.34098
124.0	176.0	1.19542	1.90744	2.34606
124.0	178.0	1.1941	1.91474	2.34849
124.0	180.0	6.2337	0.8393	2.66923
124.0	182.0	6.2386	0.84125	2.66808
124.0	184.0	6.23777	0.83554	2.665
124.0	186.0	6.2405	0.83086	2.66216
124.0	188.0	0.72636	1.62493	1.75171
124.0	190.0	0.72608	1.62472	1.75151
124.0	192.0	0.72847	1.62345	1.74809
126.0	0.0	0.18803	1.6548	1.78271
126.0	2.0	4.14433	0.95068	2.06079
126.0	4.0	4.13932	0.94828	2.0636
126.0	6.0	4.14466	0.95596	2.05716
126.0	8.0	4.1408	0.95698	2.05914
126.0	10.0	4.13682	0.94895	2.05491
126.0	12.0	4.14045	0.94997	2.05361
126.0	14.0	4.12478	0.95542	2.06156
126.0	16.0	2.80512	1.37339	2.30811
126.0	18.0	1.42388	2.29126	3.42574
126.0	20.0	1.45258	2.29638	3.44615
126.0	22.0	1.42807	2.29133	3.42493
126.0	24.0	1.43591	2.29065	3.43472
126.0	26.0	1.43247	2.29305	3.42949
126.0	28.0	1.43197	2.29526	3.42635
126.0	30.0	1.43263	2.29306	3.42033
126.0	32.0	2.8132	1.38117	2.30376
126.0	34.0	2.79609	1.36095	2.31629
126.0	36.0	3.2295	1.76968	5.79895
126.0	38.0	3.22118	1.78309	5.79961
126.0	40.0	3.22827	1.77711	5.79853
126.0	42.0	3.21819	1.78606	5.79554
126.0	44.0	3.21473	1.77771	5.79206
126.0	46.0	3.97232	1.16496	4.78578
126.0	48.0	3.97901	1.15701	4.77263
126.0	50.0	3.97144	1.16224	4.78581
126.0	52.0	3.97202	1.16213	4.77966
126.0	54.0	3.97136	1.16052	4.78486
126.0	56.0	3.98005	1.15787	4.77656
126.0	58.0	4.14258	2.72709	0.16107
126.0	60.0	4.15534	2.72492	0.16989
126.0	62.0	4.84338	0.75008	2.69696
126.0	64.0	2.94253	1.2776	2.43776
126.0	66.0	2.94784	1.27632	2.43606
126.0	68.0	1.70843	2.38866	3.58563
126.0	70.0	1.70148	2.38999	3.58223
126.0	72.0	1.70849	2.39088	3.58449
126.0	74.0	1.70394	2.39249	3.58104
126.0	76.0	1.70564	2.39034	3.58354
126.0	78.0	1.7072	2.39108	3.58104
126.0	80.0	2.94813	1.29073	2.43632
126.0	82.0	2.9324	1.30521	2.43998
126.0	84.0	4.21661	1.20449	5.06402
126.0	86.0	5.92667	1.24105	1.18842
126.0	88.0	5.92848	1.24136	1.18709
126.0	90.0	5.92595	1.24143	1.19108
126.0	92.0	5.92712	1.24556	1.18709
126.0	94.0	4.22723	1.2051	5.06152
126.0	96.0	5.02451	2.6445	3.87862
126.0	98.0	5.24702	1.55374	2.78289
126.0	100.0	5.25094	1.54648	2.78411
126.0	102.0	5.24726	1.54759	2.78081
126.0	104.0	5.24958	1.54463	2.78644
126.0	106.0	3.75237	2.78566	0.08372
126.0	108.0	5.24355	1.54684	2.78142
126.0	110.0	3.74819	2.78216	0.07439
126.0	112.0	3.75104	2.7866	0.09016
126.0	114.0	5.24951	1.55348	2.78703
126.0	116.0	2.43729	2.68973	6.01277
126.0	118.0	2.73271	1.13881	3.01058
126.0	120.0	4.24821	1.70006	5.85393
126.0	122.0	4.25041	1.70032	5.85397
126.0	124.0	4.24782	1.69977	5.85499
126.0	126.0	4.24664	1.7014	5.85645
126.0	128.0	4.24752	1.70088	5.85549
126.0	130.0	4.24679	1.70016	5.86288
126.0	132.0	4.24462	1.70064	5.85937
126.0	134.0	5.53414	0.4403	1.88421
126.0	136.0	6.27452	0.98891	2.59069
126.0	138.0	6.27955	0.99252	2.59024
126.0	140.0	4.3863	1.11243	5.36945
126.0	142.0	4.37959	1.11271	5.37237
126.0	144.0	7e-05	0.98077	2.58714
126.0	146.0	6.28115	0.97582	2.58801
126.0	148.0	6.27686	0.9803	2.59176
126.0	150.0	6.27837	0.98639	2.59826
126.0	152.0	6.27736	0.98116	2.59408
126.0	154.0	6.27979	0.98427	2.60351
126.0	156.0	6.282	0.96259	2.60771
126.0	158.0	0.0018	0.96772	2.60535
126.0	160.0	5.43867	2.35248	4.07148
126.0	162.0	5.44404	2.25579	2.48793
126.0	164.0	1.19018	2.06456	2.37952
126.0	166.0	1.21905	1.91441	2.35631
126.0	168.0	1.20292	1.91499	2.35052
126.0	170.0	1.19979	1.91038	2.34619
126.0	172.0	6.24032	0.83502	2.66994
126.0	174.0	4.41191	1.23949	2.31425
126.0	176.0	1.19799	1.9125	2.3497
126.0	178.0	6.23988	0.832	2.6705
126.0	180.0	1.19484	1.9157	2.34901
126.0	182.0	6.23698	0.83758	2.66796
126.0	184.0	6.2447	0.8417	2.67048
126.0	186.0	6.24114	0.83823	2.66841
126.0	188.0	0.16553	0.96597	1.26036
126.0	190.0	0.15776	0.97378	1.26231
126.0	192.0	0.72493	1.6231	1.75002
128.0	0.0	3.33141	1.47714	6.06976
128.0	2.0	4.14469	0.95259	2.06968
128.0	4.0	4.14194	0.94982	2.0614
128.0	6.0	4.14609	0.9479	2.05663
128.0	8.0	4.14558	0.94894	2.05628
128.0	10.0	4.13735	0.94911	2.06303
128.0	12.0	4.13821	0.94675	2.0538
128.0	14.0	4.17704	2.37142	2.8568
128.0	16.0	1.42982	2.29238	3.41966
128.0	18.0	1.43232	2.29332	3.42664
128.0	20.0	1.43145	2.29318	3.42649
128.0	22.0	1.43172	2.28959	3.4321
128.0	24.0	1.43175	2.28893	3.433
128.0	26.0	1.43782	2.29205	3.43554
128.0	28.0	1.43047	2.29229	1.86292
128.0	30.0	1.43435	2.29511	3.42839
128.0	32.0	1.44909	2.29772	3.43986
128.0	34.0	2.8109	1.34735	2.32276
128.0	36.0	2.8109	1.34735	2.32276
128.0	38.0	1.36636	2.03668	2.54715
128.0	40.0	1.34366	2.02969	4.12076
128.0	42.0	3.97011	1.15576	4.77183
128.0	44.0	3.97209	1.15676	4.77064
128.0	46.0	5.56946	1.50621	1.15986
128.0	48.0	5.57101	1.50485	1.16187
128.0	50.0	3.97225	1.15994	4.78194
128.0	52.0	3.98158	1.15785	4.77424
128.0	54.0	3.9753	1.16128	4.78184
128.0	56.0	5.57219	1.51262	1.15694
128.0	58.0	3.97707	1.15785	4.778
128.0	60.0	4.14735	2.72543	0.16018
128.0	62.0	4.14825	2.72701	0.15955
128.0	64.0	4.1407	2.72456	0.17911
128.0	66.0	2.9475	1.28012	2.43605
128.0	68.0	2.94546	1.27302	2.43737
128.0	70.0	2.94474	1.27258	2.44061
128.0	72.0	1.70695	2.38844	3.58447
128.0	74.0	2.94464	1.27432	2.44103
128.0	76.0	1.70069	2.39218	3.57894
128.0	78.0	1.70907	2.38859	3.58538
128.0	80.0	1.70399	2.3902	3.58039
128.0	82.0	1.69925	2.3907	3.57319
128.0	84.0	2.94699	1.28223	5.57576
128.0	86.0	2.93793	1.29842	2.44214
128.0	88.0	4.83823	0.75599	1.14637
128.0	90.0	5.92802	1.24089	1.18456
128.0	92.0	0.52847	1.92895	1.54135
128.0	94.0	5.25112	1.54703	2.77609
128.0	96.0	5.25239	1.5522	2.78435
128.0	98.0	5.25561	1.54834	2.7794
128.0	100.0	5.25242	1.54891	2.77964
128.0	102.0	5.25095	1.54814	2.78029
128.0	104.0	5.25009	1.54734	2.78168
128.0	106.0	5.24954	1.54791	2.78213
128.0	108.0	5.2425	1.54656	2.78177
128.0	110.0	5.24621	1.55009	2.77809
128.0	112.0	3.74914	2.78496	0.08326
128.0	114.0	3.74628	2.78613	0.07811
128.0	116.0	3.68511	1.20985	4.72537
128.0	118.0	2.42385	2.69642	6.00664
128.0	120.0	4.24823	1.69969	5.85377
128.0	122.0	4.24945	1.69778	5.86286
128.0	124.0	4.24681	1.6991	5.85589
128.0	126.0	4.25045	1.69933	5.85983
128.0	128.0	4.24743	1.70088	5.85385
128.0	130.0	4.24593	1.69815	5.86506
128.0	132.0	4.24418	1.69985	5.86265
128.0	134.0	5.53492	0.43928	1.87793
128.0	136.0	6.26488	0.98163	2.59288
128.0	138.0	4.37973	1.11258	5.3734
128.0	140.0	4.37867	1.11419	5.37548
128.0	142.0	0.00049	0.9859	2.5819
128.0	144.0	4.38459	1.11285	5.37659
128.0	146.0	6.28201	0.98094	2.5892
128.0	148.0	6.27718	0.98227	2.59565
128.0	150.0	6.27694	0.98468	2.59554
128.0	152.0	6.279	0.97644	2.59791
128.0	154.0	6.281	0.9644	2.59883
128.0	156.0	6.28085	0.95814	2.59624
128.0	158.0	5.12776	0.54773	1.29014
128.0	160.0	5.13008	0.54768	1.28626
128.0	162.0	5.12582	0.5488	1.29222
128.0	164.0	5.1299	0.55003	1.28406
128.0	166.0	5.1529	0.55409	1.26292
128.0	168.0	5.59642	2.28692	2.67579
128.0	170.0	6.24344	0.83389	2.67005
128.0	172.0	1.19604	1.90878	2.34794
128.0	174.0	6.24025	0.83542	2.67016
128.0	176.0	5.58678	2.29159	2.67888
128.0	178.0	1.19428	1.91187	2.34651
128.0	180.0	6.24178	0.83638	2.67041
128.0	182.0	1.19803	1.91412	2.35268
128.0	184.0	6.23299	0.8336	2.67083
128.0	186.0	6.23599	0.83305	2.6689
128.0	188.0	4.28502	1.22658	2.39914
128.0	190.0	0.15109	0.97059	1.2649
128.0	192.0	0.72636	1.62493	1.75171
130.0	0.0	0.19664	1.66384	1.78493
130.0	2.0	4.15301	0.96321	5.2017
130.0	4.0	4.1462	0.9529	2.06316
130.0	6.0	4.14462	0.9493	2.061
130.0	8.0	4.14629	0.94869	2.05288
130.0	10.0	4.13438	0.94793	2.05804
130.0	12.0	4.13886	0.94703	2.05447
130.0	14.0	1.40451	2.29476	1.83835
130.0	16.0	1.42415	2.29243	3.4229
130.0	18.0	5.94014	1.7686	3.96976
130.0	20.0	1.43081	2.29086	3.42738
130.0	22.0	1.43023	2.29421	3.42861
130.0	24.0	1.42382	2.29336	1.8535
130.0	26.0	1.43552	2.28944	3.43501
130.0	28.0	1.43198	2.29247	3.42863
130.0	30.0	1.44075	2.29521	3.43361
130.0	32.0	1.42924	2.29755	3.42569
130.0	34.0	4.54614	0.84073	1.30083
130.0	36.0	4.54699	0.83776	1.29757
130.0	38.0	0.93936	2.02171	2.32156
130.0	40.0	2.92766	2.29066	5.33144
130.0	42.0	3.96589	1.16327	4.78626
130.0	44.0	5.57055	1.50641	1.15838
130.0	46.0	3.97228	1.15397	4.77916
130.0	48.0	5.56824	1.5088	1.15874
130.0	50.0	3.97663	1.16538	4.78606
130.0	52.0	3.97153	1.1564	4.77432
130.0	54.0	3.97225	1.15848	4.77845
130.0	56.0	3.97517	1.15829	4.77647
130.0	58.0	3.98145	1.16322	4.77985
130.0	60.0	3.97234	1.15921	4.77981
130.0	62.0	3.97557	1.15734	4.77857
130.0	64.0	3.97794	1.16492	4.78732
130.0	66.0	4.14784	2.73086	0.15383
130.0	68.0	2.94068	1.27248	2.44167
130.0	70.0	2.94573	1.27616	2.43841
130.0	72.0	2.94625	1.27219	2.4399
130.0	74.0	2.94542	1.27444	2.44102
130.0	76.0	1.70265	2.39123	3.58092
130.0	78.0	1.6956	2.39171	3.57441
130.0	80.0	2.94354	1.27431	2.43864
130.0	82.0	1.70425	2.38814	3.58344
130.0	84.0	1.71066	2.38656	3.58341
130.0	86.0	2.95071	1.27437	2.43535
130.0	88.0	2.94814	1.27269	5.57742
130.0	90.0	0.52453	1.92358	1.5372
130.0	92.0	5.25235	1.54469	2.78217
130.0	94.0	5.25053	1.54577	2.78384
130.0	96.0	5.25465	1.54732	2.78238
130.0	98.0	5.25081	1.54568	2.78295
130.0	100.0	3.7351	2.77917	0.06213
130.0	102.0	3.74269	2.77852	0.06379
130.0	104.0	5.25003	1.54985	2.77809
130.0	106.0	3.73214	2.77635	0.0598
130.0	108.0	3.74376	2.78205	0.06666
130.0	110.0	5.24996	1.5494	2.7793
130.0	112.0	3.75861	2.78508	0.08625
130.0	114.0	3.75528	2.7903	0.08654
130.0	116.0	5.24858	1.55231	2.77973
130.0	118.0	3.73905	2.78103	0.06744
130.0	120.0	2.73027	1.15087	3.00184
130.0	122.0	4.25067	1.70217	5.85249
130.0	124.0	4.2488	1.70164	5.85455
130.0	126.0	4.24755	1.7009	5.85543
130.0	128.0	4.24883	1.7007	5.85566
130.0	130.0	4.24892	1.69932	5.86249
130.0	132.0	4.24651	1.70029	5.8656
130.0	134.0	5.53843	0.43957	1.88012
130.0	136.0	6.27191	0.98475	2.5879
130.0	138.0	6.27462	0.98454	2.59008
130.0	140.0	4.38618	1.11217	5.37317
130.0	142.0	6.283	0.98337	2.58064
130.0	144.0	6.27921	0.98177	2.58828
130.0	146.0	6.28153	0.98045	2.58918
130.0	148.0	6.28261	0.97734	2.59084
130.0	150.0	0.00287	0.97779	2.58839
130.0	152.0	6.27963	0.97763	2.59354
130.0	154.0	6.28086	0.956	2.59382
130.0	156.0	3.30114	1.42162	2.61286
130.0	158.0	1.98294	2.59376	4.99383
130.0	160.0	1.97967	2.59332	4.98894
130.0	162.0	1.99881	2.59248	5.00393
130.0	164.0	1.99482	2.59087	5.00451
130.0	166.0	1.99363	2.59138	5.00917
130.0	168.0	2.01208	2.58953	5.02059
130.0	170.0	5.59254	2.29242	2.67512
130.0	172.0	5.59168	2.28987	2.68109
130.0	174.0	6.24364	0.83439	2.67075
130.0	176.0	4.39144	1.24274	2.32902
130.0	178.0	4.36461	1.23467	2.34656
130.0	180.0	6.2398	0.83493	2.67061
130.0	182.0	6.23752	0.83592	2.67255
130.0	184.0	6.24243	0.83241	2.67017
130.0	186.0	6.24336	0.83345	2.66808
130.0	188.0	6.24062	0.83309	2.66975
130.0	190.0	0.16564	0.96517	1.26003
130.0	192.0	0.16553	0.96597	1.26036
132.0	0.0	0.18359	1.65595	1.78978
132.0	2.0	4.15505	0.96042	2.05782
132.0	4.0	4.14634	0.95062	2.06385
132.0	6.0	4.14273	0.95024	2.06235
132.0	8.0	4.14293	0.95154	2.05841
132.0	10.0	4.13643	0.94617	2.05375
132.0	12.0	1.4054	2.29962	3.40371
132.0	14.0	1.39705	2.3095	1.82841
132.0	16.0	2.80377	1.358	2.31371
132.0	18.0	1.4223	2.29185	3.42488
132.0	20.0	1.42686	2.29086	3.4242
132.0	22.0	1.43697	2.29135	3.43513
132.0	24.0	1.45757	2.29822	3.45329
132.0	26.0	1.42978	2.29403	3.42804
132.0	28.0	1.44131	2.29138	3.44369
132.0	30.0	1.43722	2.29494	3.43965
132.0	32.0	2.79889	1.35652	2.31766
132.0	34.0	2.80173	1.36312	5.45864
132.0	36.0	0.93979	2.02508	2.32094
132.0	38.0	0.94777	2.02703	2.33109
132.0	40.0	0.94654	2.03219	2.32773
132.0	42.0	4.06685	1.12015	5.54341
132.0	44.0	0.8427	1.97697	1.50305
132.0	46.0	3.97367	1.15659	4.77955
132.0	48.0	3.97355	1.14934	4.77485
132.0	50.0	5.56115	1.50943	1.153
132.0	52.0	3.97571	1.15757	4.77303
132.0	54.0	3.97694	1.15716	4.77605
132.0	56.0	3.98086	1.15471	4.7765
132.0	58.0	3.97599	1.15842	4.78032
132.0	60.0	3.97505	1.15473	4.77766
132.0	62.0	3.97862	1.15615	4.77706
132.0	64.0	3.97352	1.16011	4.77992
132.0	66.0	3.97683	1.16317	4.78575
132.0	68.0	4.86242	0.74066	5.83116
132.0	70.0	2.95484	1.27279	2.43163
132.0	72.0	2.94622	1.27287	2.4366
132.0	74.0	2.95206	1.27402	2.43638
132.0	76.0	1.70797	2.38853	3.58704
132.0	78.0	1.71071	2.3883	3.58372
132.0	80.0	2.94404	1.27579	2.43917
132.0	82.0	1.70662	2.38785	3.58412
132.0	84.0	1.71019	2.38631	3.58102
132.0	86.0	1.71563	2.38472	3.58794
132.0	88.0	1.71885	2.38256	3.58785
132.0	90.0	0.52748	1.93134	1.54222
132.0	92.0	0.5322	1.93992	1.54694
132.0	94.0	5.25166	1.55026	2.7764
132.0	96.0	5.2544	1.54833	2.7792
132.0	98.0	5.25028	1.54728	2.77956
132.0	100.0	3.74586	2.7818	0.06787
132.0	102.0	3.73047	2.77636	0.05375
132.0	104.0	5.25494	1.55078	2.7759
132.0	106.0	3.72685	2.7816	0.04893
132.0	108.0	5.2519	1.55127	2.77644
132.0	110.0	5.25057	1.54957	2.78062
132.0	112.0	5.2499	1.54825	2.78231
132.0	114.0	3.66777	1.21618	3.1714
132.0	116.0	3.74952	2.78729	0.07627
132.0	118.0	3.67223	1.21822	4.73592
132.0	120.0	5.55988	0.44643	1.85703
132.0	122.0	4.24691	1.69471	5.85933
132.0	124.0	4.25173	1.69935	5.86116
132.0	126.0	4.2524	1.70177	5.86151
132.0	128.0	4.24617	1.70128	5.85687
132.0	130.0	4.24884	1.70038	5.85549
132.0	132.0	5.54045	0.43883	1.88047
132.0	134.0	6.26071	0.99126	2.58895
132.0	136.0	6.27612	0.98906	2.59178
132.0	138.0	4.38336	1.11635	5.37714
132.0	140.0	4.37852	1.12031	5.38277
132.0	142.0	0.00112	0.98362	2.58715
132.0	144.0	0.00313	0.98347	2.58326
132.0	146.0	6.28133	0.97504	2.58512
132.0	148.0	6.28096	0.9814	2.5925
132.0	150.0	6.04478	1.77839	3.29428
132.0	152.0	1.30658	1.41789	3.3436
132.0	154.0	6.05215	1.77661	4.86227
132.0	156.0	1.98405	2.59292	4.99418
132.0	158.0	1.98368	2.59366	4.99444
132.0	160.0	1.98796	2.59275	4.99398
132.0	162.0	1.9819	2.59322	4.99195
132.0	164.0	1.98554	2.59406	4.99814
132.0	166.0	1.97813	2.59498	4.9908
132.0	168.0	1.99796	2.59078	5.00849
132.0	170.0	2.01564	2.58881	5.03549
132.0	172.0	5.59932	2.29536	2.66981
132.0	174.0	1.20312	1.91994	2.36086
132.0	176.0	4.39315	1.24543	2.34385
132.0	178.0	6.23795	0.83633	2.6682
132.0	180.0	6.23947	0.83138	2.67103
132.0	182.0	1.19798	1.91286	2.34933
132.0	184.0	6.23806	0.83712	2.67126
132.0	186.0	6.24249	0.8362	2.66594
132.0	188.0	5.58456	2.29864	2.6656
132.0	190.0	0.15453	0.96966	1.2581
132.0	192.0	4.28502	1.22658	2.39914
134.0	0.0	4.12189	1.56055	3.42156
134.0	2.0	4.12189	1.56055	3.42156
134.0	4.0	4.14479	0.95169	2.06466
134.0	6.0	4.14321	0.95033	2.06141
134.0	8.0	4.13583	0.94205	2.06176
134.0	10.0	4.13467	0.94594	2.057
134.0	12.0	1.42132	2.30422	3.4245
134.0	14.0	1.43789	2.29849	3.43611
134.0	16.0	1.42507	2.2942	3.42734
134.0	18.0	1.42312	2.29685	3.42153
134.0	20.0	1.42955	2.29134	3.4274
134.0	22.0	1.42889	2.29354	3.42743
134.0	24.0	1.43327	2.29313	3.4341
134.0	26.0	1.42066	2.2957	1.84806
134.0	28.0	1.43567	2.28931	3.43512
134.0	30.0	1.42387	2.29831	1.85663
134.0	32.0	4.55027	0.84001	1.30614
134.0	34.0	4.564	0.84583	1.29496
134.0	36.0	0.94016	2.02767	2.33009
134.0	38.0	0.95314	2.03192	2.34229
134.0	40.0	0.93638	2.02521	2.32082
134.0	42.0	4.0776	1.10808	2.38472
134.0	44.0	4.06966	1.11524	2.38892
134.0	46.0	0.83691	1.98131	1.50329
134.0	48.0	3.97665	1.15879	4.78227
134.0	50.0	3.97481	1.16012	4.78006
134.0	52.0	3.9761	1.15483	4.77619
134.0	54.0	3.97957	1.16103	4.77515
134.0	56.0	3.97736	1.1605	4.77601
134.0	58.0	3.97291	1.15725	4.77991
134.0	60.0	3.97945	1.16091	4.77791
134.0	62.0	3.98098	1.15429	4.7766
134.0	64.0	3.97687	1.15261	4.778
134.0	66.0	3.97584	1.15303	4.77369
134.0	68.0	3.97058	1.15496	4.78411
134.0	70.0	4.16039	2.72607	0.17484
134.0	72.0	2.94438	1.27882	2.43886
134.0	74.0	2.94171	1.27635	2.43692
134.0	76.0	2.94598	1.27597	2.43635
134.0	78.0	2.94767	1.2734	2.43779
134.0	80.0	1.71733	2.38996	3.5917
134.0	82.0	1.70424	2.3875	3.58338
134.0	84.0	1.70854	2.38703	3.58172
134.0	86.0	1.71256	2.38489	3.5832
134.0	88.0	1.72219	2.38293	3.59051
134.0	90.0	0.52843	1.93154	1.54517
134.0	92.0	0.53186	1.93295	1.54445
134.0	94.0	5.25204	1.5568	2.7774
134.0	96.0	5.24787	1.54872	2.77791
134.0	98.0	5.25128	1.54932	2.778
134.0	100.0	5.24939	1.55228	2.78312
134.0	102.0	5.25066	1.55017	2.77744
134.0	104.0	5.25553	1.54934	2.77621
134.0	106.0	5.25079	1.55164	2.77662
134.0	108.0	5.25327	1.54665	2.78196
134.0	110.0	5.25032	1.55088	2.77883
134.0	112.0	5.25143	1.55112	2.77671
134.0	114.0	5.25151	1.55136	2.77633
134.0	116.0	3.74953	2.78356	0.07626
134.0	118.0	3.66503	1.21667	3.17157
134.0	120.0	5.87959	2.00213	1.70673
134.0	122.0	5.89137	1.99525	1.71796
134.0	124.0	2.74141	1.15016	3.00167
134.0	126.0	2.7383	1.13894	2.99247
134.0	128.0	4.24633	1.69944	5.86177
134.0	130.0	4.2565	1.69964	5.85905
134.0	132.0	5.54103	0.44159	1.87981
134.0	134.0	6.2549	0.97135	2.59555
134.0	136.0	6.27126	0.9818	2.59178
134.0	138.0	4.37685	1.12265	5.37801
134.0	140.0	0.00878	0.98544	2.58395
134.0	142.0	0.00711	0.98542	2.58629
134.0	144.0	0.00875	0.98997	2.58554
134.0	146.0	6.05945	1.79203	4.86693
134.0	148.0	6.05604	1.78931	4.86186
134.0	150.0	6.04773	1.77156	3.29466
134.0	152.0	6.05213	1.77249	4.86509
134.0	154.0	5.40557	0.25198	2.19424
134.0	156.0	5.40622	0.25446	2.20218
134.0	158.0	1.98992	2.59377	4.99761
134.0	160.0	1.98313	2.59175	4.9967
134.0	162.0	5.12493	0.54867	1.28972
134.0	164.0	5.12518	0.54968	1.29469
134.0	166.0	1.98719	2.59264	4.99333
134.0	168.0	1.98515	2.5925	5.00248
134.0	170.0	2.00852	2.59021	5.01995
134.0	172.0	5.59759	2.29174	2.67543
134.0	174.0	5.59146	2.29089	2.67575
134.0	176.0	6.2427	0.84002	2.66644
134.0	178.0	6.24115	0.83786	2.67124
134.0	180.0	6.23924	0.84271	2.67085
134.0	182.0	6.2402	0.83101	2.66757
134.0	184.0	6.23715	0.83671	2.67161
134.0	186.0	6.23318	0.83769	2.6717
134.0	188.0	6.24906	0.8284	2.66149
134.0	190.0	4.41424	1.21639	2.33443
134.0	192.0	6.24062	0.83309	2.66975
136.0	0.0	0.98389	1.57485	1.29211
136.0	2.0	0.98114	1.57582	1.29156
136.0	4.0	0.9819	1.57724	1.29113
136.0	6.0	5.68391	1.2809	4.70966
136.0	8.0	2.80461	1.34761	2.31968
136.0	10.0	2.81754	1.34434	2.32113
136.0	12.0	1.45738	2.29459	3.45186
136.0	14.0	1.43788	2.29594	3.43202
136.0	16.0	1.43338	2.29708	3.43269
136.0	18.0	1.42452	2.29601	3.42179
136.0	20.0	1.41548	2.29732	1.8455
136.0	22.0	1.40504	2.30106	1.83556
136.0	24.0	1.42486	2.29656	3.42411
136.0	26.0	1.42642	2.29916	3.4252
136.0	28.0	1.42969	2.29941	3.425
136.0	30.0	1.42505	2.29655	3.41975
136.0	32.0	4.54778	0.83939	1.30231
136.0	34.0	2.80293	1.36919	5.45764
136.0	36.0	0.95169	2.02496	2.33843
