X	Y	theta 
4.0	92.0	0.0 
4.0	94.0	5.361441415315747 
4.0	96.0	0.26561251844526296 
4.0	98.0	0.21581157640277543 
4.0	100.0	0.11621631995528454 
4.0	102.0	0.1990183325752356 
4.0	104.0	0.20146437418453247 
4.0	106.0	0.16796641856161085 
4.0	108.0	0.1617817948368783 
4.0	110.0	0.22610339492542078 
4.0	112.0	0.2872742748698942 
4.0	114.0	0.22472322298879502 
4.0	116.0	4.848906563337759 
4.0	118.0	14.431022086406779 
4.0	120.0	29.556709922644888 
4.0	122.0	22.163192150857377 
4.0	124.0	17.195041738254407 
4.0	126.0	11.15073994793683 
4.0	128.0	11.595460775410544 
4.0	130.0	17.18628829017096 
4.0	132.0	16.81401200360137 
4.0	134.0	0.0 
4.0	136.0	0.13632938403971687 
4.0	138.0	0.1525167777879345 
4.0	140.0	0.24444690665254606 
4.0	142.0	0.28990667298305695 
4.0	144.0	4.178063355743969 
4.0	146.0	8.20951680318126 
4.0	148.0	28.204022188950265 
4.0	150.0	8.170695633036887 
4.0	152.0	8.282128311002873 
4.0	154.0	12.22826739450554 
4.0	156.0	20.215146951105904 
4.0	158.0	17.356755378968817 
4.0	160.0	31.324138685681362 
4.0	162.0	18.179636098161286 
4.0	164.0	7.151097254061126 
4.0	166.0	6.9580909801067286 
4.0	168.0	9.045247659017832 
4.0	170.0	31.10941612356655 
4.0	172.0	4.57927260533025 
4.0	174.0	0.17374121589388858 
4.0	176.0	0.3783463621979855 
4.0	178.0	0.31535955166856466 
4.0	180.0	0.4517966100386442 
4.0	182.0	0.2061049833262649 
4.0	184.0	0.2201386294541013 
4.0	186.0	0.15914951114842585 
4.0	188.0	0.11054547818275068 
4.0	190.0	0.18570631810309787 
4.0	192.0	0.0 
6.0	0.0	0.0 
6.0	2.0	0.0 
6.0	4.0	28.90440940192994 
6.0	6.0	24.07352081952343 
6.0	8.0	26.680537569428854 
6.0	10.0	17.429122108529437 
6.0	12.0	5.274919386862964 
6.0	14.0	0.30177855691185923 
6.0	16.0	0.24658795762491295 
6.0	18.0	0.28976437810216144 
6.0	20.0	0.4353797027992411 
6.0	22.0	0.30557615583087544 
6.0	24.0	6.935670314832877 
6.0	26.0	20.21653370868687 
6.0	28.0	23.580992676862074 
6.0	30.0	17.179564541837475 
6.0	32.0	13.899360979855146 
6.0	34.0	10.705952212897795 
6.0	36.0	10.452022863566341 
6.0	38.0	7.0042750103492155 
6.0	40.0	3.586194485196274 
6.0	42.0	0.35202195385198903 
6.0	44.0	0.37229748848179023 
6.0	46.0	0.33673364468796185 
6.0	48.0	0.19774589179854354 
6.0	50.0	0.2030598929642793 
6.0	52.0	0.3605439436849446 
6.0	54.0	0.2334719085986462 
6.0	56.0	17.89510191052258 
6.0	58.0	22.11760932911694 
6.0	60.0	5.346121656567697 
6.0	62.0	0.25526934801913853 
6.0	64.0	7.46045604249051 
6.0	66.0	7.363648641926393 
6.0	68.0	14.601783331886296 
6.0	70.0	18.661838174539437 
6.0	72.0	22.73350390180774 
6.0	74.0	12.620818991261507 
6.0	76.0	17.968037208302174 
6.0	78.0	26.38909032547938 
6.0	80.0	8.140595725738505 
6.0	82.0	10.80295544871372 
6.0	84.0	5.15094899517395 
6.0	86.0	0.251366683811185 
6.0	88.0	0.24972993136638388 
6.0	90.0	0.23734379581633322 
6.0	92.0	10.471573249973353 
6.0	94.0	15.63285977934413 
6.0	96.0	5.567543544132499 
6.0	98.0	0.4358890961863438 
6.0	100.0	0.21103492710502944 
6.0	102.0	0.15105354556784384 
6.0	104.0	0.22276243957839464 
6.0	106.0	0.17291358252146333 
6.0	108.0	0.12512090251054162 
6.0	110.0	0.24750069830968446 
6.0	112.0	0.15644474062175076 
6.0	114.0	4.9145508371513005 
6.0	116.0	14.892521293334047 
6.0	118.0	36.02091880978852 
6.0	120.0	17.89926738138247 
6.0	122.0	6.838771247886692 
6.0	124.0	0.6908955678030201 
6.0	126.0	0.6520446585825872 
6.0	128.0	0.38168769783322387 
6.0	130.0	6.0546192405200845 
6.0	132.0	5.950909827588331 
6.0	134.0	0.0 
6.0	136.0	-1.5092728371571667e-07 
6.0	138.0	13.820472707445449 
6.0	140.0	12.239533386011606 
6.0	142.0	8.224055176482251 
6.0	144.0	4.170439196974885 
6.0	146.0	4.167119979651089 
6.0	148.0	4.146660457996829 
6.0	150.0	4.201669994968244 
6.0	152.0	0.22498577341966744 
6.0	154.0	0.24907357069901373 
6.0	156.0	12.50638698922548 
6.0	158.0	33.47288699423454 
6.0	160.0	31.840966985049075 
6.0	162.0	18.276544802764782 
6.0	164.0	0.6281620168591799 
6.0	166.0	0.3984320483480463 
6.0	168.0	4.574439123558291 
6.0	170.0	4.659045236600347 
6.0	172.0	4.540882322387458 
6.0	174.0	0.19940268973795533 
6.0	176.0	0.3081048911090322 
6.0	178.0	0.2790066551235956 
6.0	180.0	0.28328041727978925 
6.0	182.0	0.2169398675050561 
6.0	184.0	0.2121366654080471 
6.0	186.0	0.365943487843082 
6.0	188.0	0.5666489813850644 
6.0	190.0	0.5251062509669568 
6.0	192.0	0.0 
8.0	0.0	0.0 
8.0	2.0	5.723532870846793 
8.0	4.0	7.305771636452447 
8.0	6.0	0.0 
8.0	8.0	22.713902997667063 
8.0	10.0	24.410978866946724 
8.0	12.0	6.30120320353222 
8.0	14.0	0.2802723612482749 
8.0	16.0	0.2737577867257578 
8.0	18.0	0.31327268883414505 
8.0	20.0	0.4228444456682314 
8.0	22.0	0.31928585032150436 
8.0	24.0	0.24825443243210754 
8.0	26.0	6.910097142608679 
8.0	28.0	20.219455212828798 
8.0	30.0	27.77339550031312 
8.0	32.0	24.865324577730973 
8.0	34.0	28.49809049053904 
8.0	36.0	30.972482393661586 
8.0	38.0	34.164981243530534 
8.0	40.0	18.42477485857058 
8.0	42.0	12.63095126138823 
8.0	44.0	7.092475613246496 
8.0	46.0	5.78051993090618 
8.0	48.0	2.4091627332413954 
8.0	50.0	2.5223660045273113 
8.0	52.0	6.8201728494206035 
8.0	54.0	13.137604870750359 
8.0	56.0	31.56537724551199 
8.0	58.0	28.267079125472254 
8.0	60.0	20.180392300853295 
8.0	62.0	13.820603006940127 
8.0	64.0	16.01589653299393 
8.0	66.0	21.886237418463132 
8.0	68.0	18.23306375553477 
8.0	70.0	15.245232709162254 
8.0	72.0	10.399056818715609 
8.0	74.0	14.454343469596653 
8.0	76.0	23.591717368446222 
8.0	78.0	11.483998187835466 
8.0	80.0	11.347349622143055 
8.0	82.0	7.5969313459218935 
8.0	84.0	2.628800133357359 
8.0	86.0	0.17355397036050169 
8.0	88.0	0.4030087174770844 
8.0	90.0	0.1999834080599447 
8.0	92.0	5.395819894073171 
8.0	94.0	15.440832479119372 
8.0	96.0	10.638474815085438 
8.0	98.0	0.35724119175273195 
8.0	100.0	0.234186604204824 
8.0	102.0	0.21153942288004757 
8.0	104.0	0.12848575061355214 
8.0	106.0	0.17144960855526042 
8.0	108.0	5.650651825506422 
8.0	110.0	5.649401129704589 
8.0	112.0	11.13147872234361 
8.0	114.0	0.0 
8.0	116.0	32.40362281846284 
8.0	118.0	17.574461936852252 
8.0	120.0	6.403608529884969 
8.0	122.0	0.565262145080459 
8.0	124.0	0.5029946908743607 
8.0	126.0	0.694505715615227 
8.0	128.0	0.43792014168596155 
8.0	130.0	0.43889808952293624 
8.0	132.0	0.2835886614390133 
8.0	134.0	0.3114531677945019 
8.0	136.0	19.005042111620046 
8.0	138.0	30.63298106559587 
8.0	140.0	19.8325285751775 
8.0	142.0	16.422059431369885 
8.0	144.0	16.16164037189779 
8.0	146.0	12.185519043972253 
8.0	148.0	8.177461752092846 
8.0	150.0	4.276625115476296 
8.0	152.0	0.3081302080919673 
8.0	154.0	6.152055189884674 
8.0	156.0	19.971740395533736 
8.0	158.0	22.13711661872168 
8.0	160.0	18.31750656332018 
8.0	162.0	-11.249999999999998 
8.0	164.0	13.563557159071546 
8.0	166.0	11.568912378727472 
8.0	168.0	9.163731325805477 
8.0	170.0	8.960047563543789 
8.0	172.0	4.511653018756183 
8.0	174.0	0.19118703680694524 
8.0	176.0	0.21425394315060012 
8.0	178.0	0.2150645468868713 
8.0	180.0	0.29499857990161427 
8.0	182.0	0.3632253581288096 
8.0	184.0	0.42347527850681277 
8.0	186.0	4.273474394718357 
8.0	188.0	8.618104771245845 
8.0	190.0	8.915596960382768 
8.0	192.0	0.0 
10.0	0.0	0.0 
10.0	2.0	0.24643217188179312 
10.0	4.0	0.2459364196589625 
10.0	6.0	16.32298312917919 
10.0	8.0	17.160402448455336 
10.0	10.0	24.42195256799796 
10.0	12.0	12.259287234008598 
10.0	14.0	0.2810561751401536 
10.0	16.0	0.22905603964279028 
10.0	18.0	0.3809330547783801 
10.0	20.0	0.2494768477706092 
10.0	22.0	0.28873630709126674 
10.0	24.0	0.15650621745713078 
10.0	26.0	0.20897578645150458 
10.0	28.0	7.037537584352644 
10.0	30.0	17.645443658833663 
10.0	32.0	32.165114797356985 
10.0	34.0	35.484244874039824 
10.0	36.0	21.04241247751172 
10.0	38.0	19.819643318365927 
10.0	40.0	25.553292807142483 
10.0	42.0	37.51928272092729 
10.0	44.0	28.1987576519441 
10.0	46.0	0.0 
10.0	48.0	27.2316108179904 
10.0	50.0	21.469435616993533 
10.0	52.0	24.984779838637166 
10.0	54.0	26.390249566337957 
10.0	56.0	13.370787956390942 
10.0	58.0	11.832319835010814 
10.0	60.0	10.347101855315868 
10.0	62.0	22.13134692723192 
10.0	64.0	34.682623669319455 
10.0	66.0	24.666333359459117 
10.0	68.0	27.76123764080503 
10.0	70.0	9.919826952450322 
10.0	72.0	7.714175049421079 
10.0	74.0	26.76346747290368 
10.0	76.0	11.15525327447783 
10.0	78.0	11.250864877012544 
10.0	80.0	7.473925944552077 
10.0	82.0	2.6235010289710554 
10.0	84.0	0.18401904967540594 
10.0	86.0	0.23632199245962435 
10.0	88.0	0.17170969650674184 
10.0	90.0	0.1647524901828522 
10.0	92.0	0.25049747988147575 
10.0	94.0	5.3142419699482994 
10.0	96.0	0.0 
10.0	98.0	0.0 
10.0	100.0	12.413124624028898 
10.0	102.0	12.377703097272883 
10.0	104.0	6.459669899880096 
10.0	106.0	0.30683695115986664 
10.0	108.0	11.398009165734358 
10.0	110.0	22.167267138913253 
10.0	112.0	0.0 
10.0	114.0	11.665672054951752 
10.0	116.0	6.264149707839339 
10.0	118.0	6.669616758161863 
10.0	120.0	0.48496419888833187 
10.0	122.0	0.44381250776033454 
10.0	124.0	0.5558926060195437 
10.0	126.0	0.641768415824076 
10.0	128.0	0.7276286161864911 
10.0	130.0	0.31296403528651934 
10.0	132.0	7.248055351038726 
10.0	134.0	13.399529700621311 
10.0	136.0	32.42011030331802 
10.0	138.0	34.33924922171627 
10.0	140.0	29.818262058128493 
10.0	142.0	20.56251352371405 
10.0	144.0	17.12905035390311 
10.0	146.0	13.563575021294232 
10.0	148.0	20.54517968544041 
10.0	150.0	8.288756128528066 
10.0	152.0	0.22985275520354412 
10.0	154.0	12.105557018026671 
10.0	156.0	20.279516378049326 
10.0	158.0	11.143085523865407 
10.0	160.0	8.103117584409192 
10.0	162.0	14.819755008070764 
10.0	164.0	22.685068087238694 
10.0	166.0	18.103974134226853 
10.0	168.0	22.294473880037962 
10.0	170.0	26.708567636940387 
10.0	172.0	8.91807016640753 
10.0	174.0	0.11918639178605513 
10.0	176.0	0.19335326476729384 
10.0	178.0	0.18185231287732737 
10.0	180.0	0.38437848504929095 
10.0	182.0	0.40157573818237086 
10.0	184.0	4.26471312415549 
10.0	186.0	11.978388871378003 
10.0	188.0	20.552266586725736 
10.0	190.0	24.482499696855456 
10.0	192.0	0.0 
12.0	0.0	0.0 
12.0	2.0	3.308649084148317 
12.0	4.0	3.3516346740186203 
12.0	6.0	10.962336706465925 
12.0	8.0	21.658097482489612 
12.0	10.0	24.125487573301513 
12.0	12.0	18.46512007722491 
12.0	14.0	0.38725800530185966 
12.0	16.0	0.4842672767885304 
12.0	18.0	0.22346504879246484 
12.0	20.0	0.21170971265112404 
12.0	22.0	0.21962170711472268 
12.0	24.0	0.1396491170875143 
12.0	26.0	0.159668452162001 
12.0	28.0	0.2963766138019473 
12.0	30.0	4.675125352716386 
12.0	32.0	28.074588458987247 
12.0	34.0	27.559167057313672 
12.0	36.0	6.365927628899359 
12.0	38.0	7.103925480123732 
12.0	40.0	13.823737961588861 
12.0	42.0	20.732018408859105 
12.0	44.0	28.269610480143026 
12.0	46.0	25.20762517227408 
12.0	48.0	19.600055946857644 
12.0	50.0	33.5111194073098 
12.0	52.0	15.82934810291123 
12.0	54.0	6.875359097883949 
12.0	56.0	0.3679422785586807 
12.0	58.0	0.27737614819117007 
12.0	60.0	0.5866678505667025 
12.0	62.0	7.170890841394151 
12.0	64.0	14.277575137730302 
12.0	66.0	25.89682320611465 
12.0	68.0	31.7585583338484 
12.0	70.0	23.56403082901487 
12.0	72.0	13.830759379363075 
12.0	74.0	7.129938026630036 
12.0	76.0	11.151921824599198 
12.0	78.0	7.615512974568432 
12.0	80.0	2.8236924093198077 
12.0	82.0	0.308601266711464 
12.0	84.0	0.22301785231723978 
12.0	86.0	0.22353995723472345 
12.0	88.0	0.16923301833387758 
12.0	90.0	0.15026570150982235 
12.0	92.0	0.3207622276819559 
12.0	94.0	0.3509933699550334 
12.0	96.0	5.6755743958767075 
12.0	98.0	0.0 
12.0	100.0	12.729902142389246 
12.0	102.0	24.749281458905138 
12.0	104.0	18.55039933379542 
12.0	106.0	12.318129895092891 
12.0	108.0	0.0 
12.0	110.0	6.032803259670392 
12.0	112.0	0.655909528713589 
12.0	114.0	0.5908550828256337 
12.0	116.0	0.9571852198747708 
12.0	118.0	0.7820823031479107 
12.0	120.0	1.2638347679235826 
12.0	122.0	0.5439984963858867 
12.0	124.0	0.3041405643058337 
12.0	126.0	0.5018434344814122 
12.0	128.0	0.39239338305527516 
12.0	130.0	6.3066586998590655 
12.0	132.0	19.245524371351657 
12.0	134.0	48.23245893342449 
12.0	136.0	17.410187294954813 
12.0	138.0	13.726621071391978 
12.0	140.0	15.412050724679117 
12.0	142.0	28.83725362537833 
12.0	144.0	24.8156724303156 
12.0	146.0	9.121340643008871 
12.0	148.0	8.250207947776106 
12.0	150.0	20.29754633657186 
12.0	152.0	8.40788654880228 
12.0	154.0	0.0 
12.0	156.0	11.793658584546312 
12.0	158.0	0.28698543449005104 
12.0	160.0	5.666876861611142 
12.0	162.0	12.226618561155577 
12.0	164.0	15.90957153831472 
12.0	166.0	0.0 
12.0	168.0	20.700751397491857 
12.0	170.0	26.94027206034514 
12.0	172.0	9.000696325050244 
12.0	174.0	0.17664178877439848 
12.0	176.0	0.1355542678442046 
12.0	178.0	0.2754098770107339 
12.0	180.0	0.38977466506190095 
12.0	182.0	0.48394989589153603 
12.0	184.0	8.453877361226805 
12.0	186.0	16.509114049967938 
12.0	188.0	19.075791840547407 
12.0	190.0	27.25372016703001 
12.0	192.0	0.0 
14.0	0.0	0.0 
14.0	2.0	24.371678983465603 
14.0	4.0	3.306310603181788 
14.0	6.0	8.588127691299851 
14.0	8.0	19.301086686933704 
14.0	10.0	28.769855181313083 
14.0	12.0	30.799965494075334 
14.0	14.0	12.591374871404195 
14.0	16.0	6.244833653242376 
14.0	18.0	0.34239969030262396 
14.0	20.0	0.24789374945043163 
14.0	22.0	0.23995649384234907 
14.0	24.0	0.29304540840189214 
14.0	26.0	0.17459531469276474 
14.0	28.0	5.333449090515804 
14.0	30.0	12.692181955375817 
14.0	32.0	29.44670372412349 
14.0	34.0	28.648217759405192 
14.0	36.0	24.46318156743554 
14.0	38.0	24.893109660694027 
14.0	40.0	39.56612331065394 
14.0	42.0	19.640155599083258 
14.0	44.0	28.277616123481494 
14.0	46.0	21.69814977121183 
14.0	48.0	11.954050759876605 
14.0	50.0	0.0 
14.0	52.0	5.567572349555264 
14.0	54.0	0.34433359912677386 
14.0	56.0	0.2516225310521344 
14.0	58.0	0.18640424854034707 
14.0	60.0	0.13790760765805934 
14.0	62.0	0.3907146486575123 
14.0	64.0	0.3628897164698721 
14.0	66.0	7.154868414227923 
14.0	68.0	14.452037039233783 
14.0	70.0	23.67993347276324 
14.0	72.0	0.0 
14.0	74.0	7.2307927133964025 
14.0	76.0	12.28016539350437 
14.0	78.0	5.3690461547554476 
14.0	80.0	0.4492774057708109 
14.0	82.0	0.2597152045671334 
14.0	84.0	0.2846141628315673 
14.0	86.0	0.20556899526244252 
14.0	88.0	0.18456576243948258 
14.0	90.0	0.21989902094421382 
14.0	92.0	0.2177583269431346 
14.0	94.0	0.3695746206008356 
14.0	96.0	11.252167445840604 
14.0	98.0	16.646641864567968 
14.0	100.0	0.2741007918619676 
14.0	102.0	6.361321438461725 
14.0	104.0	12.383889180287598 
14.0	106.0	0.0 
14.0	108.0	11.494911940761138 
14.0	110.0	0.560903345205135 
14.0	112.0	0.7598362612024971 
14.0	114.0	1.2210505021393365 
14.0	116.0	1.0420606084082211 
14.0	118.0	0.5375354091879987 
14.0	120.0	0.48782162361677645 
14.0	122.0	0.3922679852130507 
14.0	124.0	0.42339959643974734 
14.0	126.0	7.194996576806159 
14.0	128.0	12.913198193928883 
14.0	130.0	24.642393226081374 
14.0	132.0	23.426153539983076 
14.0	134.0	11.504425920037667 
14.0	136.0	5.4036378399306795 
14.0	138.0	0.3058770160814175 
14.0	140.0	0.34583035828239345 
14.0	142.0	7.10324118679948 
14.0	144.0	14.915864034905342 
14.0	146.0	0.0 
14.0	148.0	20.443456714319385 
14.0	150.0	17.030880287305127 
14.0	152.0	20.93721637507672 
14.0	154.0	31.48672646800389 
14.0	156.0	6.204208490728345 
14.0	158.0	0.6110096080116779 
14.0	160.0	3.1785582418896987 
14.0	162.0	16.36994409227358 
14.0	164.0	16.588999440892277 
14.0	166.0	34.336709310339856 
14.0	168.0	11.81772314870819 
14.0	170.0	5.124999852922366 
14.0	172.0	9.283951377345772 
14.0	174.0	4.5773982944745555 
14.0	176.0	4.598001805564322 
14.0	178.0	0.37285059466652654 
14.0	180.0	0.6181389866172663 
14.0	182.0	4.286034536168828 
14.0	184.0	0.0 
14.0	186.0	14.062530066046875 
14.0	188.0	20.298049931146217 
14.0	190.0	18.81710483162233 
14.0	192.0	0.0 
16.0	0.0	0.0 
16.0	2.0	3.1976146707703745 
16.0	4.0	3.3164655986396703 
16.0	6.0	3.2667623591554156 
16.0	8.0	24.24655112536918 
16.0	10.0	29.057850022723965 
16.0	12.0	29.254297287952422 
16.0	14.0	29.975358812188 
16.0	16.0	18.25884735433154 
16.0	18.0	12.179013579368313 
16.0	20.0	6.181330845362705 
16.0	22.0	6.098042696809486 
16.0	24.0	0.4579327963984894 
16.0	26.0	6.984287718645768 
16.0	28.0	17.22359414297902 
16.0	30.0	26.277490878290628 
16.0	32.0	10.296610219255756 
16.0	34.0	11.226164808942015 
16.0	36.0	12.201418878372417 
16.0	38.0	14.936090702943474 
16.0	40.0	14.914349156000952 
16.0	42.0	0.0 
16.0	44.0	37.6535027759778 
16.0	46.0	30.255041939609505 
16.0	48.0	0.0 
16.0	50.0	14.415510683933066 
16.0	52.0	5.5953938007559705 
16.0	54.0	0.37334509686861156 
16.0	56.0	0.31971784194495473 
16.0	58.0	0.15752465549504466 
16.0	60.0	0.16022756890155693 
16.0	62.0	0.18892129548532535 
16.0	64.0	0.3015406723424462 
16.0	66.0	0.274034101791591 
16.0	68.0	0.29638963196381174 
16.0	70.0	2.963208895578815 
16.0	72.0	22.108558240019704 
16.0	74.0	22.995401690076477 
16.0	76.0	17.0705317956992 
16.0	78.0	5.156382964372698 
16.0	80.0	2.788779713361566 
16.0	82.0	0.25482344459210066 
16.0	84.0	0.24470686377709472 
16.0	86.0	0.33512175945387795 
16.0	88.0	0.179031411944355 
16.0	90.0	0.2307006081131938 
16.0	92.0	0.21075035908737696 
16.0	94.0	0.0 
16.0	96.0	16.70286745103535 
16.0	98.0	16.909155052796777 
16.0	100.0	0.28108965049037293 
16.0	102.0	0.20107358249262647 
16.0	104.0	0.1600875762865389 
16.0	106.0	5.901692585039519 
16.0	108.0	0.0 
16.0	110.0	14.15769592488951 
16.0	112.0	8.334414361229692 
16.0	114.0	2.843749144682356 
16.0	116.0	1.2413658301554131 
16.0	118.0	0.6547793368921928 
16.0	120.0	0.3012802227066961 
16.0	122.0	0.5030154845748647 
