phi1,phi,phi2,X,Y,IQ
2.55998,2.18697,2.39101,43.0,14.0,60
2.55998,2.18697,2.39101,43.0,15.0,60
2.55998,2.18697,2.39101,43.0,16.0,60
2.55998,2.18697,2.39101,43.0,17.0,60
2.55998,2.18697,2.39101,43.0,18.0,60
2.55998,2.18697,2.39101,43.0,19.0,60
2.55998,2.18697,2.39101,43.0,20.0,60
2.55998,2.18697,2.39101,43.0,21.0,60
2.55998,2.18697,2.39101,43.0,22.0,60
2.55998,2.18697,2.39101,43.0,23.0,60
2.55998,2.18697,2.39101,43.0,24.0,60
2.55998,2.18697,2.39101,43.0,25.0,60
2.55998,2.18697,2.39101,43.0,26.0,60
2.55998,2.18697,2.39101,43.0,27.0,60
2.55998,2.18697,2.39101,43.0,28.0,60
2.55998,2.18697,2.39101,43.0,29.0,60
2.55998,2.18697,2.39101,43.0,30.0,60
2.55998,2.18697,2.39101,43.0,31.0,60
2.55998,2.18697,2.39101,43.0,32.0,60
2.55998,2.18697,2.39101,43.0,33.0,60
2.55998,2.18697,2.39101,43.0,34.0,60
2.55998,2.18697,2.39101,43.0,35.0,60
2.55998,2.18697,2.39101,43.0,36.0,60
2.55998,2.18697,2.39101,43.0,37.0,60
2.55998,2.18697,2.39101,43.0,38.0,60
2.55998,2.18697,2.39101,43.0,39.0,60
2.55998,2.18697,2.39101,43.0,40.0,60
2.55998,2.18697,2.39101,44.0,0.0,60
2.55998,2.18697,2.39101,44.0,1.0,60
2.55998,2.18697,2.39101,44.0,2.0,60
2.55998,2.18697,2.39101,44.0,3.0,60
2.55998,2.18697,2.39101,44.0,4.0,60
2.55998,2.18697,2.39101,44.0,5.0,60
2.55998,2.18697,2.39101,44.0,6.0,60
2.55998,2.18697,2.39101,44.0,7.0,60
2.55998,2.18697,2.39101,44.0,8.0,60
2.55998,2.18697,2.39101,44.0,9.0,60
2.55998,2.18697,2.39101,44.0,10.0,60
2.55998,2.18697,2.39101,44.0,11.0,60
2.55998,2.18697,2.39101,44.0,12.0,60
2.55998,2.18697,2.39101,44.0,13.0,60
2.55998,2.18697,2.39101,44.0,14.0,60
2.55998,2.18697,2.39101,44.0,15.0,60
2.55998,2.18697,2.39101,44.0,16.0,60
2.55998,2.18697,2.39101,44.0,17.0,60
2.55998,2.18697,2.39101,44.0,18.0,60
2.55998,2.18697,2.39101,44.0,19.0,60
2.55998,2.18697,2.39101,44.0,20.0,60
2.55998,2.18697,2.39101,44.0,21.0,60
2.55998,2.18697,2.39101,44.0,22.0,60
2.55998,2.18697,2.39101,44.0,23.0,60
2.55998,2.18697,2.39101,44.0,24.0,60
2.55998,2.18697,2.39101,44.0,25.0,60
2.55998,2.18697,2.39101,44.0,26.0,60
2.55998,2.18697,2.39101,44.0,27.0,60
2.55998,2.18697,2.39101,44.0,28.0,60
2.55998,2.18697,2.39101,44.0,29.0,60
2.55998,2.18697,2.39101,44.0,30.0,60
2.55998,2.18697,2.39101,44.0,31.0,60
2.55998,2.18697,2.39101,44.0,32.0,60
2.55998,2.18697,2.39101,44.0,33.0,60
2.55998,2.18697,2.39101,44.0,34.0,60
2.55998,2.18697,2.39101,44.0,35.0,60
2.55998,2.18697,2.39101,44.0,36.0,60
2.55998,2.18697,2.39101,44.0,37.0,60
2.55998,2.18697,2.39101,44.0,38.0,60
2.55998,2.18697,2.39101,44.0,39.0,60
2.55998,2.18697,2.39101,44.0,40.0,60
2.55998,2.18697,2.39101,45.0,0.0,60
2.55998,2.18697,2.39101,45.0,1.0,60
2.55998,2.18697,2.39101,45.0,2.0,60
2.55998,2.18697,2.39101,45.0,3.0,60
2.55998,2.18697,2.39101,45.0,4.0,60
2.55998,2.18697,2.39101,45.0,5.0,60
2.55998,2.18697,2.39101,45.0,6.0,60
2.55998,2.18697,2.39101,45.0,7.0,60
2.55998,2.18697,2.39101,45.0,8.0,60
2.55998,2.18697,2.39101,45.0,9.0,60
2.55998,2.18697,2.39101,45.0,10.0,60
2.55998,2.18697,2.39101,45.0,11.0,60
2.55998,2.18697,2.39101,45.0,12.0,60
2.55998,2.18697,2.39101,45.0,13.0,60
2.55998,2.18697,2.39101,45.0,14.0,60
2.55998,2.18697,2.39101,45.0,15.0,60
2.55998,2.18697,2.39101,45.0,16.0,60
2.55998,2.18697,2.39101,45.0,17.0,60
2.55998,2.18697,2.39101,45.0,18.0,60
2.55998,2.18697,2.39101,45.0,19.0,60
2.55998,2.18697,2.39101,45.0,20.0,60
2.55998,2.18697,2.39101,45.0,21.0,60
2.55998,2.18697,2.39101,45.0,22.0,60
2.55998,2.18697,2.39101,45.0,23.0,60
2.55998,2.18697,2.39101,45.0,24.0,60
2.55998,2.18697,2.39101,45.0,25.0,60
2.55998,2.18697,2.39101,45.0,26.0,60
2.55998,2.18697,2.39101,45.0,27.0,60
2.55998,2.18697,2.39101,45.0,28.0,60
2.55998,2.18697,2.39101,45.0,29.0,60
2.55998,2.18697,2.39101,45.0,30.0,60
2.55998,2.18697,2.39101,45.0,31.0,60
2.55998,2.18697,2.39101,45.0,32.0,60
2.55998,2.18697,2.39101,45.0,33.0,60
2.55998,2.18697,2.39101,45.0,34.0,60
2.55998,2.18697,2.39101,45.0,35.0,60
2.55998,2.18697,2.39101,45.0,36.0,60
2.55998,2.18697,2.39101,45.0,37.0,60
2.55998,2.18697,2.39101,45.0,38.0,60
2.55998,2.18697,2.39101,45.0,39.0,60
2.55998,2.18697,2.39101,45.0,40.0,60
2.55998,2.18697,2.39101,46.0,0.0,60
2.55998,2.18697,2.39101,46.0,1.0,60
2.55998,2.18697,2.39101,46.0,2.0,60
2.55998,2.18697,2.39101,46.0,3.0,60
2.55998,2.18697,2.39101,46.0,4.0,60
2.55998,2.18697,2.39101,46.0,5.0,60
2.55998,2.18697,2.39101,46.0,6.0,60
2.55998,2.18697,2.39101,46.0,7.0,60
2.55998,2.18697,2.39101,46.0,8.0,60
2.55998,2.18697,2.39101,46.0,9.0,60
2.55998,2.18697,2.39101,46.0,10.0,60
2.55998,2.18697,2.39101,46.0,11.0,60
2.55998,2.18697,2.39101,46.0,12.0,60
2.55998,2.18697,2.39101,46.0,13.0,60
2.55998,2.18697,2.39101,46.0,14.0,60
2.55998,2.18697,2.39101,46.0,15.0,60
2.55998,2.18697,2.39101,46.0,16.0,60
2.55998,2.18697,2.39101,46.0,17.0,60
2.55998,2.18697,2.39101,46.0,18.0,60
2.55998,2.18697,2.39101,46.0,19.0,60
2.55998,2.18697,2.39101,46.0,20.0,60
2.55998,2.18697,2.39101,46.0,21.0,60
2.55998,2.18697,2.39101,46.0,22.0,60
2.55998,2.18697,2.39101,46.0,23.0,60
2.55998,2.18697,2.39101,46.0,24.0,60
2.55998,2.18697,2.39101,46.0,25.0,60
2.55998,2.18697,2.39101,46.0,26.0,60
2.55998,2.18697,2.39101,46.0,27.0,60
2.55998,2.18697,2.39101,46.0,28.0,60
2.55998,2.18697,2.39101,46.0,29.0,60
2.55998,2.18697,2.39101,46.0,30.0,60
2.55998,2.18697,2.39101,46.0,31.0,60
2.55998,2.18697,2.39101,46.0,32.0,60
2.55998,2.18697,2.39101,46.0,33.0,60
2.55998,2.18697,2.39101,46.0,34.0,60
2.55998,2.18697,2.39101,46.0,35.0,60
2.55998,2.18697,2.39101,46.0,36.0,60
2.55998,2.18697,2.39101,46.0,37.0,60
2.55998,2.18697,2.39101,46.0,38.0,60
2.55998,2.18697,2.39101,46.0,39.0,60
2.55998,2.18697,2.39101,46.0,40.0,60
2.55998,2.18697,2.39101,47.0,0.0,60
2.55998,2.18697,2.39101,47.0,1.0,60
2.55998,2.18697,2.39101,47.0,2.0,60
2.55998,2.18697,2.39101,47.0,3.0,60
2.55998,2.18697,2.39101,47.0,4.0,60
2.55998,2.18697,2.39101,47.0,5.0,60
2.55998,2.18697,2.39101,47.0,6.0,60
2.55998,2.18697,2.39101,47.0,7.0,60
2.55998,2.18697,2.39101,47.0,8.0,60
2.55998,2.18697,2.39101,47.0,9.0,60
2.55998,2.18697,2.39101,47.0,10.0,60
2.55998,2.18697,2.39101,47.0,11.0,60
2.55998,2.18697,2.39101,47.0,12.0,60
2.55998,2.18697,2.39101,47.0,13.0,60
2.55998,2.18697,2.39101,47.0,14.0,60
2.55998,2.18697,2.39101,47.0,15.0,60
2.55998,2.18697,2.39101,47.0,16.0,60
2.55998,2.18697,2.39101,47.0,17.0,60
2.55998,2.18697,2.39101,47.0,18.0,60
2.55998,2.18697,2.39101,47.0,19.0,60
2.55998,2.18697,2.39101,47.0,20.0,60
2.55998,2.18697,2.39101,47.0,21.0,60
2.55998,2.18697,2.39101,47.0,22.0,60
2.55998,2.18697,2.39101,47.0,23.0,60
2.55998,2.18697,2.39101,47.0,24.0,60
2.55998,2.18697,2.39101,47.0,25.0,60
2.55998,2.18697,2.39101,47.0,26.0,60
2.55998,2.18697,2.39101,47.0,27.0,60
2.55998,2.18697,2.39101,47.0,28.0,60
2.55998,2.18697,2.39101,47.0,29.0,60
2.55998,2.18697,2.39101,47.0,30.0,60
2.55998,2.18697,2.39101,47.0,31.0,60
2.55998,2.18697,2.39101,47.0,32.0,60
2.55998,2.18697,2.39101,47.0,33.0,60
2.55998,2.18697,2.39101,47.0,34.0,60
2.55998,2.18697,2.39101,47.0,35.0,60
2.55998,2.18697,2.39101,47.0,36.0,60
2.55998,2.18697,2.39101,47.0,37.0,60
2.55998,2.18697,2.39101,47.0,38.0,60
2.55998,2.18697,2.39101,47.0,39.0,60
2.55998,2.18697,2.39101,47.0,40.0,60
2.55998,2.18697,2.39101,48.0,0.0,60
2.55998,2.18697,2.39101,48.0,1.0,60
2.55998,2.18697,2.39101,48.0,2.0,60
2.55998,2.18697,2.39101,48.0,3.0,60
2.55998,2.18697,2.39101,48.0,4.0,60
2.55998,2.18697,2.39101,48.0,5.0,60
2.55998,2.18697,2.39101,48.0,6.0,60
2.55998,2.18697,2.39101,48.0,7.0,60
2.55998,2.18697,2.39101,48.0,8.0,60
2.55998,2.18697,2.39101,48.0,9.0,60
2.55998,2.18697,2.39101,48.0,10.0,60
2.55998,2.18697,2.39101,48.0,11.0,60
2.55998,2.18697,2.39101,48.0,12.0,60
2.55998,2.18697,2.39101,48.0,13.0,60
2.55998,2.18697,2.39101,48.0,14.0,60
2.55998,2.18697,2.39101,48.0,15.0,60
2.55998,2.18697,2.39101,48.0,16.0,60
2.55998,2.18697,2.39101,48.0,17.0,60
2.55998,2.18697,2.39101,48.0,18.0,60
2.55998,2.18697,2.39101,48.0,19.0,60
2.55998,2.18697,2.39101,48.0,20.0,60
2.55998,2.18697,2.39101,48.0,21.0,60
2.55998,2.18697,2.39101,48.0,22.0,60
2.55998,2.18697,2.39101,48.0,23.0,60
2.55998,2.18697,2.39101,48.0,24.0,60
2.55998,2.18697,2.39101,48.0,25.0,60
2.55998,2.18697,2.39101,48.0,26.0,60
2.55998,2.18697,2.39101,48.0,27.0,60
2.55998,2.18697,2.39101,48.0,28.0,60
2.55998,2.18697,2.39101,48.0,29.0,60
2.55998,2.18697,2.39101,48.0,30.0,60
2.55998,2.18697,2.39101,48.0,31.0,60
2.55998,2.18697,2.39101,48.0,32.0,60
2.55998,2.18697,2.39101,48.0,33.0,60
2.55998,2.18697,2.39101,48.0,34.0,60
2.55998,2.18697,2.39101,48.0,35.0,60
2.55998,2.18697,2.39101,48.0,36.0,60
2.55998,2.18697,2.39101,48.0,37.0,60
2.55998,2.18697,2.39101,48.0,38.0,60
2.55998,2.18697,2.39101,48.0,39.0,60
2.55998,2.18697,2.39101,48.0,40.0,60
2.55998,2.18697,2.39101,49.0,0.0,60
2.55998,2.18697,2.39101,49.0,1.0,60
2.55998,2.18697,2.39101,49.0,2.0,60
2.55998,2.18697,2.39101,49.0,3.0,60
2.55998,2.18697,2.39101,49.0,4.0,60
2.55998,2.18697,2.39101,49.0,5.0,60
2.55998,2.18697,2.39101,49.0,6.0,60
2.55998,2.18697,2.39101,49.0,7.0,60
2.55998,2.18697,2.39101,49.0,8.0,60
2.55998,2.18697,2.39101,49.0,9.0,60
2.55998,2.18697,2.39101,49.0,10.0,60
2.55998,2.18697,2.39101,49.0,11.0,60
2.55998,2.18697,2.39101,49.0,12.0,60
2.55998,2.18697,2.39101,49.0,13.0,60
2.55998,2.18697,2.39101,49.0,14.0,60
2.55998,2.18697,2.39101,49.0,15.0,60
2.55998,2.18697,2.39101,49.0,16.0,60
2.55998,2.18697,2.39101,49.0,17.0,60
2.55998,2.18697,2.39101,49.0,18.0,60
2.55998,2.18697,2.39101,49.0,19.0,60
2.55998,2.18697,2.39101,49.0,20.0,60
2.55998,2.18697,2.39101,49.0,21.0,60
2.55998,2.18697,2.39101,49.0,22.0,60
2.55998,2.18697,2.39101,49.0,23.0,60
2.55998,2.18697,2.39101,49.0,24.0,60
2.55998,2.18697,2.39101,49.0,25.0,60
2.55998,2.18697,2.39101,49.0,26.0,60
2.55998,2.18697,2.39101,49.0,27.0,60
2.55998,2.18697,2.39101,49.0,28.0,60
2.55998,2.18697,2.39101,49.0,29.0,60
2.55998,2.18697,2.39101,49.0,30.0,60
2.55998,2.18697,2.39101,49.0,31.0,60
2.55998,2.18697,2.39101,49.0,32.0,60
2.55998,2.18697,2.39101,49.0,33.0,60
2.55998,2.18697,2.39101,49.0,34.0,60
2.55998,2.18697,2.39101,49.0,35.0,60
2.55998,2.18697,2.39101,49.0,36.0,60
2.55998,2.18697,2.39101,49.0,37.0,60
2.55998,2.18697,2.39101,49.0,38.0,60
2.55998,2.18697,2.39101,49.0,39.0,60
2.55998,2.18697,2.39101,49.0,40.0,60
2.55998,2.18697,2.39101,50.0,0.0,60
2.55998,2.18697,2.39101,50.0,1.0,60
2.55998,2.18697,2.39101,50.0,2.0,60
2.55998,2.18697,2.39101,50.0,3.0,60
2.55998,2.18697,2.39101,50.0,4.0,60
2.55998,2.18697,2.39101,50.0,5.0,60
2.55998,2.18697,2.39101,50.0,6.0,60
2.55998,2.18697,2.39101,50.0,7.0,60
2.55998,2.18697,2.39101,50.0,8.0,60
2.55998,2.18697,2.39101,50.0,9.0,60
2.55998,2.18697,2.39101,50.0,10.0,60
2.55998,2.18697,2.39101,50.0,11.0,60
2.55998,2.18697,2.39101,50.0,12.0,60
2.55998,2.18697,2.39101,50.0,13.0,60
2.55998,2.18697,2.39101,50.0,14.0,60
2.55998,2.18697,2.39101,50.0,15.0,60
2.55998,2.18697,2.39101,50.0,16.0,60
2.55998,2.18697,2.39101,50.0,17.0,60
2.55998,2.18697,2.39101,50.0,18.0,60
2.55998,2.18697,2.39101,50.0,19.0,60
2.55998,2.18697,2.39101,50.0,20.0,60
2.55998,2.18697,2.39101,50.0,21.0,60
2.55998,2.18697,2.39101,50.0,22.0,60
2.55998,2.18697,2.39101,50.0,23.0,60
2.55998,2.18697,2.39101,50.0,24.0,60
2.55998,2.18697,2.39101,50.0,25.0,60
2.55998,2.18697,2.39101,50.0,26.0,60
2.55998,2.18697,2.39101,50.0,27.0,60
2.55998,2.18697,2.39101,50.0,28.0,60
2.55998,2.18697,2.39101,50.0,29.0,60
2.55998,2.18697,2.39101,50.0,30.0,60
2.55998,2.18697,2.39101,50.0,31.0,60
2.55998,2.18697,2.39101,50.0,32.0,60
2.55998,2.18697,2.39101,50.0,33.0,60
2.55998,2.18697,2.39101,50.0,34.0,60
2.55998,2.18697,2.39101,50.0,35.0,60
2.55998,2.18697,2.39101,50.0,36.0,60
2.55998,2.18697,2.39101,50.0,37.0,60
2.55998,2.18697,2.39101,50.0,38.0,60
2.55998,2.18697,2.39101,50.0,39.0,60
2.55998,2.18697,2.39101,50.0,40.0,60
2.55998,2.18697,2.39101,51.0,0.0,60
2.55998,2.18697,2.39101,51.0,1.0,60
2.55998,2.18697,2.39101,51.0,2.0,60
2.55998,2.18697,2.39101,51.0,3.0,60
2.55998,2.18697,2.39101,51.0,4.0,60
2.55998,2.18697,2.39101,51.0,5.0,60
2.55998,2.18697,2.39101,51.0,6.0,60
2.55998,2.18697,2.39101,51.0,7.0,60
2.55998,2.18697,2.39101,51.0,8.0,60
2.55998,2.18697,2.39101,51.0,9.0,60
2.55998,2.18697,2.39101,51.0,10.0,60
2.55998,2.18697,2.39101,51.0,11.0,60
2.55998,2.18697,2.39101,51.0,12.0,60
2.55998,2.18697,2.39101,51.0,13.0,60
2.55998,2.18697,2.39101,51.0,14.0,60
2.55998,2.18697,2.39101,51.0,15.0,60
2.55998,2.18697,2.39101,51.0,16.0,60
2.55998,2.18697,2.39101,51.0,17.0,60
2.55998,2.18697,2.39101,51.0,18.0,60
2.55998,2.18697,2.39101,51.0,19.0,60
2.55998,2.18697,2.39101,51.0,20.0,60
2.55998,2.18697,2.39101,51.0,21.0,60
2.55998,2.18697,2.39101,51.0,22.0,60
2.55998,2.18697,2.39101,51.0,23.0,60
2.55998,2.18697,2.39101,51.0,24.0,60
2.55998,2.18697,2.39101,51.0,25.0,60
2.55998,2.18697,2.39101,51.0,26.0,60
2.55998,2.18697,2.39101,51.0,27.0,60
2.55998,2.18697,2.39101,51.0,28.0,60
2.55998,2.18697,2.39101,51.0,29.0,60
2.55998,2.18697,2.39101,51.0,30.0,60
2.55998,2.18697,2.39101,51.0,31.0,60
2.55998,2.18697,2.39101,51.0,32.0,60
2.55998,2.18697,2.39101,51.0,33.0,60
2.55998,2.18697,2.39101,51.0,34.0,60
2.55998,2.18697,2.39101,51.0,35.0,60
2.55998,2.18697,2.39101,51.0,36.0,60
2.55998,2.18697,2.39101,51.0,37.0,60
2.55998,2.18697,2.39101,51.0,38.0,60
2.55998,2.18697,2.39101,51.0,39.0,60
2.55998,2.18697,2.39101,51.0,40.0,60
2.55998,2.18697,2.39101,52.0,0.0,60
2.55998,2.18697,2.39101,52.0,1.0,60
2.55998,2.18697,2.39101,52.0,2.0,60
2.55998,2.18697,2.39101,52.0,3.0,60
2.55998,2.18697,2.39101,52.0,4.0,60
2.55998,2.18697,2.39101,52.0,5.0,60
2.55998,2.18697,2.39101,52.0,6.0,60
2.55998,2.18697,2.39101,52.0,7.0,60
2.55998,2.18697,2.39101,52.0,8.0,60
2.55998,2.18697,2.39101,52.0,9.0,60
2.55998,2.18697,2.39101,52.0,10.0,60
2.55998,2.18697,2.39101,52.0,11.0,60
2.55998,2.18697,2.39101,52.0,12.0,60
2.55998,2.18697,2.39101,52.0,13.0,60
2.55998,2.18697,2.39101,52.0,14.0,60
2.55998,2.18697,2.39101,52.0,15.0,60
2.55998,2.18697,2.39101,52.0,16.0,60
2.55998,2.18697,2.39101,52.0,17.0,60
2.55998,2.18697,2.39101,52.0,18.0,60
2.55998,2.18697,2.39101,52.0,19.0,60
2.55998,2.18697,2.39101,52.0,20.0,60
2.55998,2.18697,2.39101,52.0,21.0,60
2.55998,2.18697,2.39101,52.0,22.0,60
2.55998,2.18697,2.39101,52.0,23.0,60
2.55998,2.18697,2.39101,52.0,24.0,60
2.55998,2.18697,2.39101,52.0,25.0,60
2.55998,2.18697,2.39101,52.0,26.0,60
2.55998,2.18697,2.39101,52.0,27.0,60
2.55998,2.18697,2.39101,52.0,28.0,60
2.55998,2.18697,2.39101,52.0,29.0,60
2.55998,2.18697,2.39101,52.0,30.0,60
2.55998,2.18697,2.39101,52.0,31.0,60
2.55998,2.18697,2.39101,52.0,32.0,60
2.55998,2.18697,2.39101,52.0,33.0,60
2.55998,2.18697,2.39101,52.0,34.0,60
2.55998,2.18697,2.39101,52.0,35.0,60
2.55998,2.18697,2.39101,52.0,36.0,60
2.55998,2.18697,2.39101,52.0,37.0,60
2.55998,2.18697,2.39101,52.0,38.0,60
2.55998,2.18697,2.39101,52.0,39.0,60
2.55998,2.18697,2.39101,52.0,40.0,60
2.55998,2.18697,2.39101,53.0,0.0,60
2.55998,2.18697,2.39101,53.0,1.0,60
2.55998,2.18697,2.39101,53.0,2.0,60
2.55998,2.18697,2.39101,53.0,3.0,60
2.55998,2.18697,2.39101,53.0,4.0,60
2.55998,2.18697,2.39101,53.0,5.0,60
2.55998,2.18697,2.39101,53.0,6.0,60
2.55998,2.18697,2.39101,53.0,7.0,60
2.55998,2.18697,2.39101,53.0,8.0,60
2.55998,2.18697,2.39101,53.0,9.0,60
2.55998,2.18697,2.39101,53.0,10.0,60
2.55998,2.18697,2.39101,53.0,11.0,60
2.55998,2.18697,2.39101,53.0,12.0,60
2.55998,2.18697,2.39101,53.0,13.0,60
2.55998,2.18697,2.39101,53.0,14.0,60
2.55998,2.18697,2.39101,53.0,15.0,60
2.55998,2.18697,2.39101,53.0,16.0,60
2.55998,2.18697,2.39101,53.0,17.0,60
2.55998,2.18697,2.39101,53.0,18.0,60
2.55998,2.18697,2.39101,53.0,19.0,60
2.55998,2.18697,2.39101,53.0,20.0,60
2.55998,2.18697,2.39101,53.0,21.0,60
2.55998,2.18697,2.39101,53.0,22.0,60
2.55998,2.18697,2.39101,53.0,23.0,60
2.55998,2.18697,2.39101,53.0,24.0,60
2.55998,2.18697,2.39101,53.0,25.0,60
2.55998,2.18697,2.39101,53.0,26.0,60
2.55998,2.18697,2.39101,53.0,27.0,60
2.55998,2.18697,2.39101,53.0,28.0,60
2.55998,2.18697,2.39101,53.0,29.0,60
2.55998,2.18697,2.39101,53.0,30.0,60
2.55998,2.18697,2.39101,53.0,31.0,60
2.55998,2.18697,2.39101,53.0,32.0,60
2.55998,2.18697,2.39101,53.0,33.0,60
2.55998,2.18697,2.39101,53.0,34.0,60
2.55998,2.18697,2.39101,53.0,35.0,60
2.55998,2.18697,2.39101,53.0,36.0,60
2.55998,2.18697,2.39101,53.0,37.0,60
2.55998,2.18697,2.39101,53.0,38.0,60
2.55998,2.18697,2.39101,53.0,39.0,60
2.55998,2.18697,2.39101,53.0,40.0,60
2.55998,2.18697,2.39101,54.0,0.0,60
2.55998,2.18697,2.39101,54.0,1.0,60
2.55998,2.18697,2.39101,54.0,2.0,60
2.55998,2.18697,2.39101,54.0,3.0,60
2.55998,2.18697,2.39101,54.0,4.0,60
2.55998,2.18697,2.39101,54.0,5.0,60
2.55998,2.18697,2.39101,54.0,6.0,60
2.55998,2.18697,2.39101,54.0,7.0,60
2.55998,2.18697,2.39101,54.0,8.0,60
2.55998,2.18697,2.39101,54.0,9.0,60
2.55998,2.18697,2.39101,54.0,10.0,60
2.55998,2.18697,2.39101,54.0,11.0,60
2.55998,2.18697,2.39101,54.0,12.0,60
2.55998,2.18697,2.39101,54.0,13.0,60
2.55998,2.18697,2.39101,54.0,14.0,60
2.55998,2.18697,2.39101,54.0,15.0,60
2.55998,2.18697,2.39101,54.0,16.0,60
2.55998,2.18697,2.39101,54.0,17.0,60
2.55998,2.18697,2.39101,54.0,18.0,60
2.55998,2.18697,2.39101,54.0,19.0,60
2.55998,2.18697,2.39101,54.0,20.0,60
2.55998,2.18697,2.39101,54.0,21.0,60
2.55998,2.18697,2.39101,54.0,22.0,60
2.55998,2.18697,2.39101,54.0,23.0,60
2.55998,2.18697,2.39101,54.0,24.0,60
2.55998,2.18697,2.39101,54.0,25.0,60
2.55998,2.18697,2.39101,54.0,26.0,60
2.55998,2.18697,2.39101,54.0,27.0,60
2.55998,2.18697,2.39101,54.0,28.0,60
2.55998,2.18697,2.39101,54.0,29.0,60
2.55998,2.18697,2.39101,54.0,30.0,60
2.55998,2.18697,2.39101,54.0,31.0,60
2.55998,2.18697,2.39101,54.0,32.0,60
2.55998,2.18697,2.39101,54.0,33.0,60
2.55998,2.18697,2.39101,54.0,34.0,60
2.55998,2.18697,2.39101,54.0,35.0,60
2.55998,2.18697,2.39101,54.0,36.0,60
2.55998,2.18697,2.39101,54.0,37.0,60
2.55998,2.18697,2.39101,54.0,38.0,60
2.55998,2.18697,2.39101,54.0,39.0,60
2.55998,2.18697,2.39101,54.0,40.0,60
2.55998,2.18697,2.39101,55.0,0.0,60
2.55998,2.18697,2.39101,55.0,1.0,60
2.55998,2.18697,2.39101,55.0,2.0,60
2.55998,2.18697,2.39101,55.0,3.0,60
2.55998,2.18697,2.39101,55.0,4.0,60
2.55998,2.18697,2.39101,55.0,5.0,60
2.55998,2.18697,2.39101,55.0,6.0,60
2.55998,2.18697,2.39101,55.0,7.0,60
2.55998,2.18697,2.39101,55.0,8.0,60
2.55998,2.18697,2.39101,55.0,9.0,60
2.55998,2.18697,2.39101,55.0,10.0,60
2.55998,2.18697,2.39101,55.0,11.0,60
2.55998,2.18697,2.39101,55.0,12.0,60
2.55998,2.18697,2.39101,55.0,13.0,60
2.55998,2.18697,2.39101,55.0,14.0,60
2.55998,2.18697,2.39101,55.0,15.0,60
2.55998,2.18697,2.39101,55.0,16.0,60
2.55998,2.18697,2.39101,55.0,17.0,60
2.55998,2.18697,2.39101,55.0,18.0,60
2.55998,2.18697,2.39101,55.0,19.0,60
2.55998,2.18697,2.39101,55.0,20.0,60
2.55998,2.18697,2.39101,55.0,21.0,60
2.55998,2.18697,2.39101,55.0,22.0,60
2.55998,2.18697,2.39101,55.0,23.0,60
2.55998,2.18697,2.39101,55.0,24.0,60
2.55998,2.18697,2.39101,55.0,25.0,60
2.55998,2.18697,2.39101,55.0,26.0,60
2.55998,2.18697,2.39101,55.0,27.0,60
2.55998,2.18697,2.39101,55.0,28.0,60
2.55998,2.18697,2.39101,55.0,29.0,60
2.55998,2.18697,2.39101,55.0,30.0,60
2.55998,2.18697,2.39101,55.0,31.0,60
2.55998,2.18697,2.39101,55.0,32.0,60
2.55998,2.18697,2.39101,55.0,33.0,60
2.55998,2.18697,2.39101,55.0,34.0,60
2.55998,2.18697,2.39101,55.0,35.0,60
2.55998,2.18697,2.39101,55.0,36.0,60
2.55998,2.18697,2.39101,55.0,37.0,60
2.55998,2.18697,2.39101,55.0,38.0,60
2.55998,2.18697,2.39101,55.0,39.0,60
2.55998,2.18697,2.39101,55.0,40.0,60
2.55998,2.18697,2.39101,56.0,0.0,60
2.55998,2.18697,2.39101,56.0,1.0,60
2.55998,2.18697,2.39101,56.0,2.0,60
2.55998,2.18697,2.39101,56.0,3.0,60
2.55998,2.18697,2.39101,56.0,4.0,60
2.55998,2.18697,2.39101,56.0,5.0,60
2.55998,2.18697,2.39101,56.0,6.0,60
2.55998,2.18697,2.39101,56.0,7.0,60
2.55998,2.18697,2.39101,56.0,8.0,60
2.55998,2.18697,2.39101,56.0,9.0,60
2.55998,2.18697,2.39101,56.0,10.0,60
2.55998,2.18697,2.39101,56.0,11.0,60
2.55998,2.18697,2.39101,56.0,12.0,60
2.55998,2.18697,2.39101,56.0,13.0,60
2.55998,2.18697,2.39101,56.0,14.0,60
2.55998,2.18697,2.39101,56.0,15.0,60
2.55998,2.18697,2.39101,56.0,16.0,60
2.55998,2.18697,2.39101,56.0,17.0,60
2.55998,2.18697,2.39101,56.0,18.0,60
2.55998,2.18697,2.39101,56.0,19.0,60
2.55998,2.18697,2.39101,56.0,20.0,60
2.55998,2.18697,2.39101,56.0,21.0,60
2.55998,2.18697,2.39101,56.0,22.0,60
2.55998,2.18697,2.39101,56.0,23.0,60
2.55998,2.18697,2.39101,56.0,24.0,60
2.55998,2.18697,2.39101,56.0,25.0,60
2.55998,2.18697,2.39101,56.0,26.0,60
2.55998,2.18697,2.39101,56.0,27.0,60
2.55998,2.18697,2.39101,56.0,28.0,60
2.55998,2.18697,2.39101,56.0,29.0,60
2.55998,2.18697,2.39101,56.0,30.0,60
2.55998,2.18697,2.39101,56.0,31.0,60
2.55998,2.18697,2.39101,56.0,32.0,60
2.55998,2.18697,2.39101,56.0,33.0,60
2.55998,2.18697,2.39101,56.0,34.0,60
2.55998,2.18697,2.39101,56.0,35.0,60
2.55998,2.18697,2.39101,56.0,36.0,60
2.55998,2.18697,2.39101,56.0,37.0,60
2.55998,2.18697,2.39101,56.0,38.0,60
2.55998,2.18697,2.39101,56.0,39.0,60
