phi1,phi,phi2,X,Y,IQ
1.35618,2.13445,1.41002,230.0,9.0,60
1.35618,2.13445,1.41002,230.0,10.0,60
1.35618,2.13445,1.41002,230.0,11.0,60
1.35618,2.13445,1.41002,230.0,12.0,60
1.35618,2.13445,1.41002,230.0,13.0,60
1.35618,2.13445,1.41002,230.0,14.0,60
1.35618,2.13445,1.41002,230.0,15.0,60
1.35618,2.13445,1.41002,230.0,16.0,60
1.35618,2.13445,1.41002,230.0,17.0,60
1.35618,2.13445,1.41002,230.0,18.0,60
1.35618,2.13445,1.41002,230.0,19.0,60
1.35618,2.13445,1.41002,230.0,20.0,60
1.35618,2.13445,1.41002,230.0,21.0,60
1.35618,2.13445,1.41002,230.0,22.0,60
1.35618,2.13445,1.41002,230.0,23.0,60
1.35618,2.13445,1.41002,230.0,24.0,60
1.35618,2.13445,1.41002,230.0,25.0,60
1.35618,2.13445,1.41002,230.0,26.0,60
1.35618,2.13445,1.41002,230.0,27.0,60
1.35618,2.13445,1.41002,230.0,28.0,60
1.35618,2.13445,1.41002,230.0,29.0,60
1.35618,2.13445,1.41002,230.0,30.0,60
1.35618,2.13445,1.41002,230.0,31.0,60
1.35618,2.13445,1.41002,230.0,32.0,60
1.35618,2.13445,1.41002,230.0,33.0,60
1.35618,2.13445,1.41002,230.0,34.0,60
1.35618,2.13445,1.41002,230.0,35.0,60
1.35618,2.13445,1.41002,230.0,36.0,60
1.35618,2.13445,1.41002,230.0,37.0,60
1.35618,2.13445,1.41002,230.0,38.0,60
1.35618,2.13445,1.41002,230.0,39.0,60
1.35618,2.13445,1.41002,230.0,40.0,60
1.35618,2.13445,1.41002,231.0,0.0,60
1.35618,2.13445,1.41002,231.0,1.0,60
1.35618,2.13445,1.41002,231.0,2.0,60
1.35618,2.13445,1.41002,231.0,3.0,60
1.35618,2.13445,1.41002,231.0,4.0,60
1.35618,2.13445,1.41002,231.0,5.0,60
1.35618,2.13445,1.41002,231.0,6.0,60
1.35618,2.13445,1.41002,231.0,7.0,60
1.35618,2.13445,1.41002,231.0,8.0,60
1.35618,2.13445,1.41002,231.0,9.0,60
1.35618,2.13445,1.41002,231.0,10.0,60
1.35618,2.13445,1.41002,231.0,11.0,60
1.35618,2.13445,1.41002,231.0,12.0,60
1.35618,2.13445,1.41002,231.0,13.0,60
1.35618,2.13445,1.41002,231.0,14.0,60
1.35618,2.13445,1.41002,231.0,15.0,60
1.35618,2.13445,1.41002,231.0,16.0,60
1.35618,2.13445,1.41002,231.0,17.0,60
1.35618,2.13445,1.41002,231.0,18.0,60
1.35618,2.13445,1.41002,231.0,19.0,60
1.35618,2.13445,1.41002,231.0,20.0,60
1.35618,2.13445,1.41002,231.0,21.0,60
1.35618,2.13445,1.41002,231.0,22.0,60
1.35618,2.13445,1.41002,231.0,23.0,60
1.35618,2.13445,1.41002,231.0,24.0,60
1.35618,2.13445,1.41002,231.0,25.0,60
1.35618,2.13445,1.41002,231.0,26.0,60
1.35618,2.13445,1.41002,231.0,27.0,60
1.35618,2.13445,1.41002,231.0,28.0,60
1.35618,2.13445,1.41002,231.0,29.0,60
1.35618,2.13445,1.41002,231.0,30.0,60
1.35618,2.13445,1.41002,231.0,31.0,60
1.35618,2.13445,1.41002,231.0,32.0,60
1.35618,2.13445,1.41002,231.0,33.0,60
1.35618,2.13445,1.41002,231.0,34.0,60
1.35618,2.13445,1.41002,231.0,35.0,60
1.35618,2.13445,1.41002,231.0,36.0,60
1.35618,2.13445,1.41002,231.0,37.0,60
1.35618,2.13445,1.41002,231.0,38.0,60
1.35618,2.13445,1.41002,231.0,39.0,60
1.35618,2.13445,1.41002,231.0,40.0,60
1.35618,2.13445,1.41002,232.0,0.0,60
1.35618,2.13445,1.41002,232.0,1.0,60
1.35618,2.13445,1.41002,232.0,2.0,60
1.35618,2.13445,1.41002,232.0,3.0,60
1.35618,2.13445,1.41002,232.0,4.0,60
1.35618,2.13445,1.41002,232.0,5.0,60
1.35618,2.13445,1.41002,232.0,6.0,60
1.35618,2.13445,1.41002,232.0,7.0,60
1.35618,2.13445,1.41002,232.0,8.0,60
1.35618,2.13445,1.41002,232.0,9.0,60
1.35618,2.13445,1.41002,232.0,10.0,60
1.35618,2.13445,1.41002,232.0,11.0,60
1.35618,2.13445,1.41002,232.0,12.0,60
1.35618,2.13445,1.41002,232.0,13.0,60
1.35618,2.13445,1.41002,232.0,14.0,60
1.35618,2.13445,1.41002,232.0,15.0,60
1.35618,2.13445,1.41002,232.0,16.0,60
1.35618,2.13445,1.41002,232.0,17.0,60
1.35618,2.13445,1.41002,232.0,18.0,60
1.35618,2.13445,1.41002,232.0,19.0,60
1.35618,2.13445,1.41002,232.0,20.0,60
1.35618,2.13445,1.41002,232.0,21.0,60
1.35618,2.13445,1.41002,232.0,22.0,60
1.35618,2.13445,1.41002,232.0,23.0,60
1.35618,2.13445,1.41002,232.0,24.0,60
1.35618,2.13445,1.41002,232.0,25.0,60
1.35618,2.13445,1.41002,232.0,26.0,60
1.35618,2.13445,1.41002,232.0,27.0,60
1.35618,2.13445,1.41002,232.0,28.0,60
1.35618,2.13445,1.41002,232.0,29.0,60
1.35618,2.13445,1.41002,232.0,30.0,60
1.35618,2.13445,1.41002,232.0,31.0,60
1.35618,2.13445,1.41002,232.0,32.0,60
1.35618,2.13445,1.41002,232.0,33.0,60
1.35618,2.13445,1.41002,232.0,34.0,60
1.35618,2.13445,1.41002,232.0,35.0,60
1.35618,2.13445,1.41002,232.0,36.0,60
1.35618,2.13445,1.41002,232.0,37.0,60
1.35618,2.13445,1.41002,232.0,38.0,60
1.35618,2.13445,1.41002,232.0,39.0,60
1.35618,2.13445,1.41002,232.0,40.0,60
1.35618,2.13445,1.41002,233.0,0.0,60
1.35618,2.13445,1.41002,233.0,1.0,60
1.35618,2.13445,1.41002,233.0,2.0,60
1.35618,2.13445,1.41002,233.0,3.0,60
1.35618,2.13445,1.41002,233.0,4.0,60
1.35618,2.13445,1.41002,233.0,5.0,60
1.35618,2.13445,1.41002,233.0,6.0,60
1.35618,2.13445,1.41002,233.0,7.0,60
1.35618,2.13445,1.41002,233.0,8.0,60
1.35618,2.13445,1.41002,233.0,9.0,60
1.35618,2.13445,1.41002,233.0,10.0,60
1.35618,2.13445,1.41002,233.0,11.0,60
1.35618,2.13445,1.41002,233.0,12.0,60
1.35618,2.13445,1.41002,233.0,13.0,60
1.35618,2.13445,1.41002,233.0,14.0,60
1.35618,2.13445,1.41002,233.0,15.0,60
1.35618,2.13445,1.41002,233.0,16.0,60
1.35618,2.13445,1.41002,233.0,17.0,60
1.35618,2.13445,1.41002,233.0,18.0,60
1.35618,2.13445,1.41002,233.0,19.0,60
1.35618,2.13445,1.41002,233.0,20.0,60
1.35618,2.13445,1.41002,233.0,21.0,60
1.35618,2.13445,1.41002,233.0,22.0,60
1.35618,2.13445,1.41002,233.0,23.0,60
1.35618,2.13445,1.41002,233.0,24.0,60
1.35618,2.13445,1.41002,233.0,25.0,60
1.35618,2.13445,1.41002,233.0,26.0,60
1.35618,2.13445,1.41002,233.0,27.0,60
1.35618,2.13445,1.41002,233.0,28.0,60
1.35618,2.13445,1.41002,233.0,29.0,60
1.35618,2.13445,1.41002,233.0,30.0,60
1.35618,2.13445,1.41002,233.0,31.0,60
1.35618,2.13445,1.41002,233.0,32.0,60
1.35618,2.13445,1.41002,233.0,33.0,60
1.35618,2.13445,1.41002,233.0,34.0,60
1.35618,2.13445,1.41002,233.0,35.0,60
1.35618,2.13445,1.41002,233.0,36.0,60
1.35618,2.13445,1.41002,233.0,37.0,60
1.35618,2.13445,1.41002,233.0,38.0,60
1.35618,2.13445,1.41002,233.0,39.0,60
1.35618,2.13445,1.41002,233.0,40.0,60
1.35618,2.13445,1.41002,234.0,0.0,60
1.35618,2.13445,1.41002,234.0,1.0,60
1.35618,2.13445,1.41002,234.0,2.0,60
1.35618,2.13445,1.41002,234.0,3.0,60
1.35618,2.13445,1.41002,234.0,4.0,60
1.35618,2.13445,1.41002,234.0,5.0,60
1.35618,2.13445,1.41002,234.0,6.0,60
1.35618,2.13445,1.41002,234.0,7.0,60
1.35618,2.13445,1.41002,234.0,8.0,60
1.35618,2.13445,1.41002,234.0,9.0,60
1.35618,2.13445,1.41002,234.0,10.0,60
1.35618,2.13445,1.41002,234.0,11.0,60
1.35618,2.13445,1.41002,234.0,12.0,60
1.35618,2.13445,1.41002,234.0,13.0,60
1.35618,2.13445,1.41002,234.0,14.0,60
1.35618,2.13445,1.41002,234.0,15.0,60
1.35618,2.13445,1.41002,234.0,16.0,60
1.35618,2.13445,1.41002,234.0,17.0,60
1.35618,2.13445,1.41002,234.0,18.0,60
1.35618,2.13445,1.41002,234.0,19.0,60
1.35618,2.13445,1.41002,234.0,20.0,60
1.35618,2.13445,1.41002,234.0,21.0,60
1.35618,2.13445,1.41002,234.0,22.0,60
1.35618,2.13445,1.41002,234.0,23.0,60
1.35618,2.13445,1.41002,234.0,24.0,60
1.35618,2.13445,1.41002,234.0,25.0,60
1.35618,2.13445,1.41002,234.0,26.0,60
1.35618,2.13445,1.41002,234.0,27.0,60
1.35618,2.13445,1.41002,234.0,28.0,60
1.35618,2.13445,1.41002,234.0,29.0,60
1.35618,2.13445,1.41002,234.0,30.0,60
1.35618,2.13445,1.41002,234.0,31.0,60
1.35618,2.13445,1.41002,234.0,32.0,60
1.35618,2.13445,1.41002,234.0,33.0,60
1.35618,2.13445,1.41002,234.0,34.0,60
1.35618,2.13445,1.41002,234.0,35.0,60
1.35618,2.13445,1.41002,234.0,36.0,60
1.35618,2.13445,1.41002,234.0,37.0,60
1.35618,2.13445,1.41002,234.0,38.0,60
1.35618,2.13445,1.41002,234.0,39.0,60
1.35618,2.13445,1.41002,234.0,40.0,60
1.35618,2.13445,1.41002,235.0,0.0,60
1.35618,2.13445,1.41002,235.0,1.0,60
1.35618,2.13445,1.41002,235.0,2.0,60
1.35618,2.13445,1.41002,235.0,3.0,60
1.35618,2.13445,1.41002,235.0,4.0,60
1.35618,2.13445,1.41002,235.0,5.0,60
1.35618,2.13445,1.41002,235.0,6.0,60
1.35618,2.13445,1.41002,235.0,7.0,60
1.35618,2.13445,1.41002,235.0,8.0,60
1.35618,2.13445,1.41002,235.0,9.0,60
1.35618,2.13445,1.41002,235.0,10.0,60
1.35618,2.13445,1.41002,235.0,11.0,60
1.35618,2.13445,1.41002,235.0,12.0,60
1.35618,2.13445,1.41002,235.0,13.0,60
1.35618,2.13445,1.41002,235.0,14.0,60
1.35618,2.13445,1.41002,235.0,15.0,60
1.35618,2.13445,1.41002,235.0,16.0,60
1.35618,2.13445,1.41002,235.0,17.0,60
1.35618,2.13445,1.41002,235.0,18.0,60
1.35618,2.13445,1.41002,235.0,19.0,60
1.35618,2.13445,1.41002,235.0,20.0,60
1.35618,2.13445,1.41002,235.0,21.0,60
1.35618,2.13445,1.41002,235.0,22.0,60
1.35618,2.13445,1.41002,235.0,23.0,60
1.35618,2.13445,1.41002,235.0,24.0,60
1.35618,2.13445,1.41002,235.0,25.0,60
1.35618,2.13445,1.41002,235.0,26.0,60
1.35618,2.13445,1.41002,235.0,27.0,60
1.35618,2.13445,1.41002,235.0,28.0,60
1.35618,2.13445,1.41002,235.0,29.0,60
1.35618,2.13445,1.41002,235.0,30.0,60
1.35618,2.13445,1.41002,235.0,31.0,60
1.35618,2.13445,1.41002,235.0,32.0,60
1.35618,2.13445,1.41002,235.0,33.0,60
1.35618,2.13445,1.41002,235.0,34.0,60
1.35618,2.13445,1.41002,235.0,35.0,60
1.35618,2.13445,1.41002,235.0,36.0,60
1.35618,2.13445,1.41002,235.0,37.0,60
1.35618,2.13445,1.41002,235.0,38.0,60
1.35618,2.13445,1.41002,235.0,39.0,60
1.35618,2.13445,1.41002,235.0,40.0,60
1.35618,2.13445,1.41002,236.0,0.0,60
1.35618,2.13445,1.41002,236.0,1.0,60
1.35618,2.13445,1.41002,236.0,2.0,60
1.35618,2.13445,1.41002,236.0,3.0,60
1.35618,2.13445,1.41002,236.0,4.0,60
1.35618,2.13445,1.41002,236.0,5.0,60
1.35618,2.13445,1.41002,236.0,6.0,60
1.35618,2.13445,1.41002,236.0,7.0,60
1.35618,2.13445,1.41002,236.0,8.0,60
1.35618,2.13445,1.41002,236.0,9.0,60
1.35618,2.13445,1.41002,236.0,10.0,60
1.35618,2.13445,1.41002,236.0,11.0,60
1.35618,2.13445,1.41002,236.0,12.0,60
1.35618,2.13445,1.41002,236.0,13.0,60
1.35618,2.13445,1.41002,236.0,14.0,60
1.35618,2.13445,1.41002,236.0,15.0,60
1.35618,2.13445,1.41002,236.0,16.0,60
1.35618,2.13445,1.41002,236.0,17.0,60
1.35618,2.13445,1.41002,236.0,18.0,60
1.35618,2.13445,1.41002,236.0,19.0,60
1.35618,2.13445,1.41002,236.0,20.0,60
1.35618,2.13445,1.41002,236.0,21.0,60
1.35618,2.13445,1.41002,236.0,22.0,60
1.35618,2.13445,1.41002,236.0,23.0,60
1.35618,2.13445,1.41002,236.0,24.0,60
1.35618,2.13445,1.41002,236.0,25.0,60
1.35618,2.13445,1.41002,236.0,26.0,60
1.35618,2.13445,1.41002,236.0,27.0,60
1.35618,2.13445,1.41002,236.0,28.0,60
1.35618,2.13445,1.41002,236.0,29.0,60
1.35618,2.13445,1.41002,236.0,30.0,60
1.35618,2.13445,1.41002,236.0,31.0,60
1.35618,2.13445,1.41002,236.0,32.0,60
1.35618,2.13445,1.41002,236.0,33.0,60
1.35618,2.13445,1.41002,236.0,34.0,60
1.35618,2.13445,1.41002,236.0,35.0,60
1.35618,2.13445,1.41002,236.0,36.0,60
1.35618,2.13445,1.41002,236.0,37.0,60
1.35618,2.13445,1.41002,236.0,38.0,60
1.35618,2.13445,1.41002,236.0,39.0,60
1.35618,2.13445,1.41002,236.0,40.0,60
1.35618,2.13445,1.41002,237.0,0.0,60
1.35618,2.13445,1.41002,237.0,1.0,60
1.35618,2.13445,1.41002,237.0,2.0,60
1.35618,2.13445,1.41002,237.0,3.0,60
1.35618,2.13445,1.41002,237.0,4.0,60
1.35618,2.13445,1.41002,237.0,5.0,60
1.35618,2.13445,1.41002,237.0,6.0,60
1.35618,2.13445,1.41002,237.0,7.0,60
1.35618,2.13445,1.41002,237.0,8.0,60
1.35618,2.13445,1.41002,237.0,9.0,60
1.35618,2.13445,1.41002,237.0,10.0,60
1.35618,2.13445,1.41002,237.0,11.0,60
1.35618,2.13445,1.41002,237.0,12.0,60
1.35618,2.13445,1.41002,237.0,13.0,60
1.35618,2.13445,1.41002,237.0,14.0,60
1.35618,2.13445,1.41002,237.0,15.0,60
1.35618,2.13445,1.41002,237.0,16.0,60
1.35618,2.13445,1.41002,237.0,17.0,60
1.35618,2.13445,1.41002,237.0,18.0,60
1.35618,2.13445,1.41002,237.0,19.0,60
1.35618,2.13445,1.41002,237.0,20.0,60
1.35618,2.13445,1.41002,237.0,21.0,60
1.35618,2.13445,1.41002,237.0,22.0,60
1.35618,2.13445,1.41002,237.0,23.0,60
1.35618,2.13445,1.41002,237.0,24.0,60
1.35618,2.13445,1.41002,237.0,25.0,60
1.35618,2.13445,1.41002,237.0,26.0,60
1.35618,2.13445,1.41002,237.0,27.0,60
1.35618,2.13445,1.41002,237.0,28.0,60
1.35618,2.13445,1.41002,237.0,29.0,60
1.35618,2.13445,1.41002,237.0,30.0,60
1.35618,2.13445,1.41002,237.0,31.0,60
1.35618,2.13445,1.41002,237.0,32.0,60
1.35618,2.13445,1.41002,237.0,33.0,60
1.35618,2.13445,1.41002,237.0,34.0,60
1.35618,2.13445,1.41002,237.0,35.0,60
1.35618,2.13445,1.41002,237.0,36.0,60
1.35618,2.13445,1.41002,237.0,37.0,60
1.35618,2.13445,1.41002,237.0,38.0,60
1.35618,2.13445,1.41002,237.0,39.0,60
1.35618,2.13445,1.41002,237.0,40.0,60
1.35618,2.13445,1.41002,238.0,0.0,60
1.35618,2.13445,1.41002,238.0,1.0,60
1.35618,2.13445,1.41002,238.0,2.0,60
1.35618,2.13445,1.41002,238.0,3.0,60
1.35618,2.13445,1.41002,238.0,4.0,60
1.35618,2.13445,1.41002,238.0,5.0,60
1.35618,2.13445,1.41002,238.0,6.0,60
1.35618,2.13445,1.41002,238.0,7.0,60
1.35618,2.13445,1.41002,238.0,8.0,60
1.35618,2.13445,1.41002,238.0,9.0,60
1.35618,2.13445,1.41002,238.0,10.0,60
1.35618,2.13445,1.41002,238.0,11.0,60
1.35618,2.13445,1.41002,238.0,12.0,60
1.35618,2.13445,1.41002,238.0,13.0,60
1.35618,2.13445,1.41002,238.0,14.0,60
1.35618,2.13445,1.41002,238.0,15.0,60
1.35618,2.13445,1.41002,238.0,16.0,60
1.35618,2.13445,1.41002,238.0,17.0,60
1.35618,2.13445,1.41002,238.0,18.0,60
1.35618,2.13445,1.41002,238.0,19.0,60
1.35618,2.13445,1.41002,238.0,20.0,60
1.35618,2.13445,1.41002,238.0,21.0,60
1.35618,2.13445,1.41002,238.0,22.0,60
1.35618,2.13445,1.41002,238.0,23.0,60
1.35618,2.13445,1.41002,238.0,24.0,60
1.35618,2.13445,1.41002,238.0,25.0,60
1.35618,2.13445,1.41002,238.0,26.0,60
1.35618,2.13445,1.41002,238.0,27.0,60
1.35618,2.13445,1.41002,238.0,28.0,60
1.35618,2.13445,1.41002,238.0,29.0,60
1.35618,2.13445,1.41002,238.0,30.0,60
1.35618,2.13445,1.41002,238.0,31.0,60
1.35618,2.13445,1.41002,238.0,32.0,60
1.35618,2.13445,1.41002,238.0,33.0,60
1.35618,2.13445,1.41002,238.0,34.0,60
1.35618,2.13445,1.41002,238.0,35.0,60
1.35618,2.13445,1.41002,238.0,36.0,60
1.35618,2.13445,1.41002,238.0,37.0,60
1.35618,2.13445,1.41002,238.0,38.0,60
1.35618,2.13445,1.41002,238.0,39.0,60
1.35618,2.13445,1.41002,238.0,40.0,60
1.35618,2.13445,1.41002,239.0,0.0,60
1.35618,2.13445,1.41002,239.0,1.0,60
1.35618,2.13445,1.41002,239.0,2.0,60
1.35618,2.13445,1.41002,239.0,3.0,60
1.35618,2.13445,1.41002,239.0,4.0,60
1.35618,2.13445,1.41002,239.0,5.0,60
1.35618,2.13445,1.41002,239.0,6.0,60
1.35618,2.13445,1.41002,239.0,7.0,60
1.35618,2.13445,1.41002,239.0,8.0,60
1.35618,2.13445,1.41002,239.0,9.0,60
1.35618,2.13445,1.41002,239.0,10.0,60
1.35618,2.13445,1.41002,239.0,11.0,60
1.35618,2.13445,1.41002,239.0,12.0,60
1.35618,2.13445,1.41002,239.0,13.0,60
1.35618,2.13445,1.41002,239.0,14.0,60
1.35618,2.13445,1.41002,239.0,15.0,60
1.35618,2.13445,1.41002,239.0,16.0,60
1.35618,2.13445,1.41002,239.0,17.0,60
1.35618,2.13445,1.41002,239.0,18.0,60
1.35618,2.13445,1.41002,239.0,19.0,60
1.35618,2.13445,1.41002,239.0,20.0,60
1.35618,2.13445,1.41002,239.0,21.0,60
1.35618,2.13445,1.41002,239.0,22.0,60
1.35618,2.13445,1.41002,239.0,23.0,60
1.35618,2.13445,1.41002,239.0,24.0,60
1.35618,2.13445,1.41002,239.0,25.0,60
1.35618,2.13445,1.41002,239.0,26.0,60
1.35618,2.13445,1.41002,239.0,27.0,60
1.35618,2.13445,1.41002,239.0,28.0,60
1.35618,2.13445,1.41002,239.0,29.0,60
1.35618,2.13445,1.41002,239.0,30.0,60
1.35618,2.13445,1.41002,239.0,31.0,60
1.35618,2.13445,1.41002,239.0,32.0,60
1.35618,2.13445,1.41002,239.0,33.0,60
1.35618,2.13445,1.41002,239.0,34.0,60
1.35618,2.13445,1.41002,239.0,35.0,60
1.35618,2.13445,1.41002,239.0,36.0,60
1.35618,2.13445,1.41002,239.0,37.0,60
1.35618,2.13445,1.41002,239.0,38.0,60
1.35618,2.13445,1.41002,239.0,39.0,60
1.35618,2.13445,1.41002,239.0,40.0,60
1.35618,2.13445,1.41002,240.0,0.0,60
1.35618,2.13445,1.41002,240.0,1.0,60
1.35618,2.13445,1.41002,240.0,2.0,60
1.35618,2.13445,1.41002,240.0,3.0,60
1.35618,2.13445,1.41002,240.0,4.0,60
1.35618,2.13445,1.41002,240.0,5.0,60
1.35618,2.13445,1.41002,240.0,6.0,60
1.35618,2.13445,1.41002,240.0,7.0,60
1.35618,2.13445,1.41002,240.0,8.0,60
1.35618,2.13445,1.41002,240.0,9.0,60
1.35618,2.13445,1.41002,240.0,10.0,60
1.35618,2.13445,1.41002,240.0,11.0,60
1.35618,2.13445,1.41002,240.0,12.0,60
1.35618,2.13445,1.41002,240.0,13.0,60
1.35618,2.13445,1.41002,240.0,14.0,60
1.35618,2.13445,1.41002,240.0,15.0,60
1.35618,2.13445,1.41002,240.0,16.0,60
1.35618,2.13445,1.41002,240.0,17.0,60
1.35618,2.13445,1.41002,240.0,18.0,60
1.35618,2.13445,1.41002,240.0,19.0,60
1.35618,2.13445,1.41002,240.0,20.0,60
1.35618,2.13445,1.41002,240.0,21.0,60
1.35618,2.13445,1.41002,240.0,22.0,60
1.35618,2.13445,1.41002,240.0,23.0,60
1.35618,2.13445,1.41002,240.0,24.0,60
1.35618,2.13445,1.41002,240.0,25.0,60
1.35618,2.13445,1.41002,240.0,26.0,60
1.35618,2.13445,1.41002,240.0,27.0,60
1.35618,2.13445,1.41002,240.0,28.0,60
1.35618,2.13445,1.41002,240.0,29.0,60
1.35618,2.13445,1.41002,240.0,30.0,60
1.35618,2.13445,1.41002,240.0,31.0,60
1.35618,2.13445,1.41002,240.0,32.0,60
1.35618,2.13445,1.41002,240.0,33.0,60
1.35618,2.13445,1.41002,240.0,34.0,60
1.35618,2.13445,1.41002,240.0,35.0,60
1.35618,2.13445,1.41002,240.0,36.0,60
1.35618,2.13445,1.41002,240.0,37.0,60
1.35618,2.13445,1.41002,240.0,38.0,60
1.35618,2.13445,1.41002,240.0,39.0,60
1.35618,2.13445,1.41002,240.0,40.0,60
1.35618,2.13445,1.41002,241.0,0.0,60
1.35618,2.13445,1.41002,241.0,1.0,60
1.35618,2.13445,1.41002,241.0,2.0,60
1.35618,2.13445,1.41002,241.0,3.0,60
1.35618,2.13445,1.41002,241.0,4.0,60
1.35618,2.13445,1.41002,241.0,5.0,60
1.35618,2.13445,1.41002,241.0,6.0,60
1.35618,2.13445,1.41002,241.0,7.0,60
1.35618,2.13445,1.41002,241.0,8.0,60
1.35618,2.13445,1.41002,241.0,9.0,60
1.35618,2.13445,1.41002,241.0,10.0,60
1.35618,2.13445,1.41002,241.0,11.0,60
1.35618,2.13445,1.41002,241.0,12.0,60
1.35618,2.13445,1.41002,241.0,13.0,60
1.35618,2.13445,1.41002,241.0,14.0,60
1.35618,2.13445,1.41002,241.0,15.0,60
1.35618,2.13445,1.41002,241.0,16.0,60
1.35618,2.13445,1.41002,241.0,17.0,60
1.35618,2.13445,1.41002,241.0,18.0,60
1.35618,2.13445,1.41002,241.0,19.0,60
1.35618,2.13445,1.41002,241.0,20.0,60
1.35618,2.13445,1.41002,241.0,21.0,60
1.35618,2.13445,1.41002,241.0,22.0,60
1.35618,2.13445,1.41002,241.0,23.0,60
1.35618,2.13445,1.41002,241.0,24.0,60
1.35618,2.13445,1.41002,241.0,25.0,60
1.35618,2.13445,1.41002,241.0,26.0,60
1.35618,2.13445,1.41002,241.0,27.0,60
1.35618,2.13445,1.41002,241.0,28.0,60
1.35618,2.13445,1.41002,241.0,29.0,60
1.35618,2.13445,1.41002,241.0,30.0,60
1.35618,2.13445,1.41002,241.0,31.0,60
1.35618,2.13445,1.41002,241.0,32.0,60
1.35618,2.13445,1.41002,241.0,33.0,60
1.35618,2.13445,1.41002,241.0,34.0,60
1.35618,2.13445,1.41002,241.0,35.0,60
1.35618,2.13445,1.41002,241.0,36.0,60
1.35618,2.13445,1.41002,241.0,37.0,60
1.35618,2.13445,1.41002,241.0,38.0,60
1.35618,2.13445,1.41002,241.0,39.0,60
1.35618,2.13445,1.41002,241.0,40.0,60
1.35618,2.13445,1.41002,242.0,0.0,60
1.35618,2.13445,1.41002,242.0,1.0,60
1.35618,2.13445,1.41002,242.0,2.0,60
1.35618,2.13445,1.41002,242.0,3.0,60
1.35618,2.13445,1.41002,242.0,4.0,60
1.35618,2.13445,1.41002,242.0,5.0,60
1.35618,2.13445,1.41002,242.0,6.0,60
1.35618,2.13445,1.41002,242.0,7.0,60
1.35618,2.13445,1.41002,242.0,8.0,60
1.35618,2.13445,1.41002,242.0,9.0,60
1.35618,2.13445,1.41002,242.0,10.0,60
1.35618,2.13445,1.41002,242.0,11.0,60
1.35618,2.13445,1.41002,242.0,12.0,60
1.35618,2.13445,1.41002,242.0,13.0,60
1.35618,2.13445,1.41002,242.0,14.0,60
1.35618,2.13445,1.41002,242.0,15.0,60
1.35618,2.13445,1.41002,242.0,16.0,60
1.35618,2.13445,1.41002,242.0,17.0,60
1.35618,2.13445,1.41002,242.0,18.0,60
1.35618,2.13445,1.41002,242.0,19.0,60
1.35618,2.13445,1.41002,242.0,20.0,60
1.35618,2.13445,1.41002,242.0,21.0,60
1.35618,2.13445,1.41002,242.0,22.0,60
1.35618,2.13445,1.41002,242.0,23.0,60
1.35618,2.13445,1.41002,242.0,24.0,60
1.35618,2.13445,1.41002,242.0,25.0,60
1.35618,2.13445,1.41002,242.0,26.0,60
1.35618,2.13445,1.41002,242.0,27.0,60
1.35618,2.13445,1.41002,242.0,28.0,60
1.35618,2.13445,1.41002,242.0,29.0,60
1.35618,2.13445,1.41002,242.0,30.0,60
1.35618,2.13445,1.41002,242.0,31.0,60
1.35618,2.13445,1.41002,242.0,32.0,60
1.35618,2.13445,1.41002,242.0,33.0,60
1.35618,2.13445,1.41002,242.0,34.0,60
1.35618,2.13445,1.41002,242.0,35.0,60
1.35618,2.13445,1.41002,242.0,36.0,60
1.35618,2.13445,1.41002,242.0,37.0,60
1.35618,2.13445,1.41002,242.0,38.0,60
1.35618,2.13445,1.41002,242.0,39.0,60
1.35618,2.13445,1.41002,242.0,40.0,60
1.35618,2.13445,1.41002,243.0,0.0,60
1.35618,2.13445,1.41002,243.0,1.0,60
1.35618,2.13445,1.41002,243.0,2.0,60
1.35618,2.13445,1.41002,243.0,3.0,60
1.35618,2.13445,1.41002,243.0,4.0,60
1.35618,2.13445,1.41002,243.0,5.0,60
1.35618,2.13445,1.41002,243.0,6.0,60
1.35618,2.13445,1.41002,243.0,7.0,60
1.35618,2.13445,1.41002,243.0,8.0,60
1.35618,2.13445,1.41002,243.0,9.0,60
1.35618,2.13445,1.41002,243.0,10.0,60
1.35618,2.13445,1.41002,243.0,11.0,60
1.35618,2.13445,1.41002,243.0,12.0,60
1.35618,2.13445,1.41002,243.0,13.0,60
1.35618,2.13445,1.41002,243.0,14.0,60
1.35618,2.13445,1.41002,243.0,15.0,60
1.35618,2.13445,1.41002,243.0,16.0,60
1.35618,2.13445,1.41002,243.0,17.0,60
1.35618,2.13445,1.41002,243.0,18.0,60
1.35618,2.13445,1.41002,243.0,19.0,60
1.35618,2.13445,1.41002,243.0,20.0,60
1.35618,2.13445,1.41002,243.0,21.0,60
1.35618,2.13445,1.41002,243.0,22.0,60
1.35618,2.13445,1.41002,243.0,23.0,60
1.35618,2.13445,1.41002,243.0,24.0,60
1.35618,2.13445,1.41002,243.0,25.0,60
1.35618,2.13445,1.41002,243.0,26.0,60
1.35618,2.13445,1.41002,243.0,27.0,60
1.35618,2.13445,1.41002,243.0,28.0,60
1.35618,2.13445,1.41002,243.0,29.0,60
1.35618,2.13445,1.41002,243.0,30.0,60
1.35618,2.13445,1.41002,243.0,31.0,60
1.35618,2.13445,1.41002,243.0,32.0,60
1.35618,2.13445,1.41002,243.0,33.0,60
1.35618,2.13445,1.41002,243.0,34.0,60
